Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3,GII,GV
PF3D7_0403700,50785.4021,61611.0604,63862.3958,64633.7918,72787.5847,73281.056,22610.2942,39871.4279,45127.0892,74485.7556,66317.6598,57060.6563,9878.3879,38529.8426,23173.3585,74962.7168,70307.2284,70466.4033,34535.0213,77853.9688,34728.1091,55127.2769,61175.4103,58959.7249,15749.1814,13042.5329
PF3D7_0403800,8278.5099,14818.0553,6206.5155,5287.6856,2823.1627,3063.2532,62220.0441,32245.1919,20601.4537,1774.1979,5847.6455,7429.1652,36918.9979,22414.913,60222.1716,1166.3078,900.2948,1359.3791,23279.4892,6854.5835,17471.819,17323.6971,9134.9125,6391.2083,10573.1971,60015.7676
PF3D7_0403900,26148.7927,18675.0016,22304.3531,601.8044,277.1608,430.4796,29950.5677,31808.765,23813.3536,6491.6923,11091.1848,13869.6351,9092.281,26150.0429,18903.4761,267.7693,1960.7632,3015.759,30506.9576,5844.655,28493.5518,4608.0053,953.8493,1458.4829,7524.6243,20582.7974
PF3D7_0404000,29196.2812,44330.4066,22296.7698,2338.8007,944.9812,1492.812,139511.5046,130182.4844,57837.7667,1577.6471,5336.6641,7814.3285,19859.3579,124970.3398,55574.9754,2719.3749,1827.688,1195.2014,92893.7184,18297.5208,29973.2194,9514.5616,2233.8032,5218.2714,23343.4953,100093.958
PF3D7_0404100,1617.4847,2086.5685,1365.9735,156.1315,51.1099,72.6656,754.201,1612.0509,2881.9205,38.3976,599.4759,866.2628,42.6483,2037.9432,708.1414,12.9143,48.5271,72.7236,2441.7663,1361.4509,3909.7107,319.7875,217.4698,284.4911,2416.418,10505.3871
PF3D7_0404200,15757.3279,10940.9309,13165.5521,389.7122,255.1457,880.975,5551.8521,8124.168,13462.3893,8434.1265,13899.1774,12419.0011,851.6185,6348.9527,3721.1735,2191.9553,5087.3015,4066.0871,10045.0919,3938.1609,6197.2196,990.8766,542.8158,1014.435,56581.2539,81368.5125
PF3D7_0404300,96808.9367,99250.4688,94454.0338,112574.5141,68311.3659,75741.2248,28116.9164,34889.2022,64379.6955,105499.6365,74549.7399,83275.3436,8641.4961,39836.441,26814.9018,64226.2908,62777.8964,69451.4312,59434.2093,102308.3173,113931.9467,86252.7214,60579.8579,93193.6672,60691.4029,10344.386
PF3D7_0404400,81878.8584,36842.9896,108334.228,31297.982,22529.5655,23450.0492,20291.7441,29245.2283,78718.8618,15238.0076,30012.1129,43802.4655,5381.247,40507.859,21162.1733,12221.1441,8888.2616,16783.3191,37062.5751,14449.1434,47478.996,46656.0184,69207.9396,42678.5877,22480.9007,76824.0201
PF3D7_0404500,6159.8227,10322.5368,6811.3701,13861.559,6237.1393,7188.6503,4457.0531,10854.8184,13563.7028,1859.4483,10450.9195,6615.1612,275.3725,11056.227,5053.6439,687.9267,3289.9772,4648.6759,5748.0414,9920.2889,7739.1334,4485.6255,1645.5048,15892.5435,4179.2108,6235.2021
PF3D7_0404600,11919.6272,19895.2144,17691.1042,18947.1946,8009.6801,7516.0577,3974.06,11534.6805,15934.0135,24223.483,24855.1083,22008.215,807.6692,8127.4544,5110.1887,5740.521,13064.5375,20585.762,10846.3055,13578.7422,25286.6067,1408.358,5701.956,13133.591,8210.9929,42321.4991
PF3D7_0404700,125905.858,136945.2706,92064.4168,11645.7059,3926.4514,3968.6541,218828.8947,269468.7921,185905.0165,5739.678,27468.2645,59784.3407,17901.7216,167606.6796,89071.9311,2246.3124,4806.5883,6799.1482,236939.9752,48713.284,139532.7637,17182.7094,7708.1998,13438.8843,13134.7869,12088.7717
PF3D7_0404800,18342.2965,24931.7813,19765.38,1742.1034,2154.9306,2158.8419,35761.3134,55240.7692,38478.7022,1804.9065,7893.8612,7213.6793,4333.4218,51815.3047,25447.2525,1103.7161,2350.1763,994.4506,37389.4838,16819.1128,33129.782,6125.8308,774.4187,4573.352,8359.1064,7836.3238
PF3D7_0404900,235297.5994,161764.3234,164816.6952,16692.3947,18202.4866,17654.8715,258196.2658,259744.9812,211587.2109,36235.5535,82731.7322,134059.5316,31211.8911,176563.1103,99313.5815,20050.3559,13803.1257,17841.3216,316923.8209,63637.3717,138799.0654,31986.5769,10712.2855,21795.699,10057.6468,9277.3296
PF3D7_0405000,21899.1518,23086.6785,29637.3854,47796.5308,55036.8342,47123.5695,19150.4602,26466.6638,28960.0028,29985.8415,30714.5397,18643.9186,5437.607,26130.0658,14288.8752,54644.9487,43567.8728,36354.6319,23361.1912,32445.5001,19557.296,39015.1019,54298.9945,42830.4473,34996.3941,65914.1276
PF3D7_0405100,80586.1441,78238.401,91950.1849,36871.9398,33816.5717,34736.3802,46368.3321,62205.3033,99278.3607,58450.2938,68304.465,89272.7157,6665.6727,47648.0377,29071.9271,33289.9221,41240.7293,50990.3002,76660.4433,53707.6439,75175.0623,34385.7947,43519.1982,36954.3042,19108.3928,16801.7008
PF3D7_0405200,44377.5265,62162.0108,24042.8435,4061.9419,5721.0796,6414.4833,66210.0072,84561.7218,85783.7405,22422.2045,32474.2953,36037.3831,4553.1579,63130.1203,30666.6881,10486.7318,11198.8742,16822.0286,85870.8323,36038.9047,66912.8486,8758.1466,4243.2973,7264.4067,12563.88,25513.7102
PF3D7_0405300,1537.8203,3400.5067,1787.1602,276.3161,265.3273,404.1751,3212.4711,4184.3306,7155.4754,679.5473,1650.3387,851.7124,469.6376,3778.4291,3210.0646,426.6304,362.6114,429.0122,4481.4048,2056.6639,6279.5345,1235.9806,320.7255,839.1377,1764.9023,5213.3768
PF3D7_0405400,64364.1322,69717.8966,108801.623,85588.3692,105138.7174,97967.6889,18920.5007,49133.4932,75070.5887,105956.686,94833.6835,91396.0501,11975.3895,46000.4205,25919.5726,69436.1096,88835.3298,102360.7146,30706.8606,85632.0924,89061.6516,75142.934,74671.3343,91670.2416,18882.6382,16383.4963
PF3D7_0405500,29359.3469,22161.838,34148.8541,56638.6203,72282.4179,75768.8847,10141.6136,14510.5603,22277.2209,49933.1973,44021.9129,31336.6479,4021.039,15116.4782,12427.5998,80985.4949,61264.6358,53381.512,18794.9658,35726.1946,14569.0063,36059.1905,45196.0104,54113.0601,66681.63,101343.403
PF3D7_0405600,43852.8692,34994.7083,49674.4001,27621.0124,40713.3529,36660.4456,12046.901,13935.6497,32320.4739,51375.0187,51836.8811,46272.2945,1621.7906,13984.4351,8565.3788,45735.5691,49262.7216,48948.7504,23774.0336,38276.8045,21834.1306,9927.2002,16483.3106,19427.7137,55932.6654,50873.5808
PF3D7_0405700,12245.0021,20176.6837,33408.4193,2555.944,51047.0169,32619.2653,6090.7046,18016.6444,26007.4384,27095.3713,24872.8467,18267.0469,1996.5272,15737.0754,8616.8458,26493.2927,35427.9679,42194.4703,9749.7114,29676.5759,23936.8695,1472.6601,1709.7755,3063.9807,7485.2629,20800.7455
PF3D7_0405800,56748.3966,35779.3406,55574.5882,222.3051,4715.6188,7272.0224,22059.5535,18886.9675,36979.7982,34279.1811,69080.9363,64801.6496,2186.065,17802.8536,10931.8234,11694.5994,40627.5814,38643.4378,28585.9306,29675.0271,17797.4262,2731.9438,1509.498,3992.811,124352.229,236993.3886
PF3D7_0405900,219685.1332,200082.7479,103690.0116,4082.8592,1108.8248,1890.1626,307635.7102,299474.0309,214911.8267,4722.9987,31481.7823,70712.3089,23929.8674,269207.9962,118255.2667,775.481,2694.648,2873.7269,402100.1312,79411.6042,275457.8687,21317.4011,6160.7701,11080.4978,15490.9413,24487.3392
PF3D7_0406000,92282.5511,83321.4095,111679.1044,32655.5776,40189.3602,35875.8064,62487.4579,96273.0533,94082.1903,46268.7805,50730.8892,53851.3126,8966.7769,84607.9806,38821.4545,38420.2756,39960.9733,38531.0162,100834.0074,59890.595,78826.3869,12693.5306,26147.7807,27904.3414,29636.28,54603.541
PF3D7_0406100,168033.4126,149605.6822,162851.6238,236637.7722,243548.2596,255690.4427,81491.0719,83835.7323,140805.4319,237955.0551,216168.9799,210677.8017,20797.1586,82115.3084,63453.9139,254690.0071,220904.5373,210488.6931,139536.5094,192151.7495,123181.7783,116676.6591,153513.7494,181644.7487,93373.7653,49498.6191
PF3D7_0406200,432781.7005,574618.5285,456916.3511,387602.4919,363819.322,419864.2628,456656.2315,492809.2222,820052.2827,461238.8176,556347.3257,369074.142,228251.356,789375.154,976291.5351,295289.0933,349557.9485,320849.4261,339233.5675,673211.6719,361036.9269,206788.7545,284557.0444,389876.8583,102303658.6954,12032095.0886
PF3D7_0406400,19693.1474,30328.8209,12737.6607,33471.8893,17355.4733,20544.8206,28894.4937,28840.0996,17799.3781,15505.7981,21277.7552,15704.0457,3888.3205,23525.1994,9104.149,19827.2319,12396.4041,8969.7203,31444.5237,29876.898,10677.4606,19718.4434,23497.9311,21052.4237,32215.0213,25597.2451
PF3D7_0406500,60745.2455,139226.6915,84417.7969,215042.898,73004.7656,72836.3903,57722.0214,113263.1395,78692.399,44130.0505,57666.407,36964.8186,37696.2342,168293.1755,63655.4324,44875.7076,42299.978,40427.8727,65388.3725,190807.2743,133704.6342,520828.8122,377907.9613,260548.2495,62392.0338,39412.6385
PF3D7_0406600,6776.3676,5979.2919,19303.6756,0,1017.9034,1550.5802,3394.4992,5605.7381,13830.4341,3823.6293,12160.2526,8294.4626,0,1780.1604,1443.3239,8144.6694,10738.5097,10621.3183,6003.7277,18583.2441,7814.9943,183.0139,225.5795,337.2573,204341.797,211264.9894
PF3D7_0406700,47010.6682,45221.8897,65259.5039,795.6624,550.6894,1738.1981,16379.0273,27786.3151,48904.6809,28065.834,40519.8707,40183.8772,2069.9061,26973.4874,12228.1897,4324.8137,13189.3002,18530.345,29462.7813,48186.892,43255.8804,2954.2801,732.2359,1760.4673,17340.5746,17043.0756
PF3D7_0406800,70541.5658,58159.2907,98196.8189,1180.1501,1898.5058,3721.4996,25784.6213,42904.4709,63338.5444,56720.3344,57942.5392,52718.3221,4482.4138,47122.5989,20551.9335,14056.5439,31020.9531,37065.1623,37645.54,62211.8953,45853.8502,6191.7817,1467.6677,3774.1391,111577.8331,110468.3468
PF3D7_0406900,6457.8158,5384.6535,13360.0488,639.73,525.4451,475.6087,2999.7789,4512.1143,10670.1736,2359.9426,3766.2977,1576.136,603.6688,6301.1981,3817.7957,375.2126,578.4266,845.1685,3890.7735,9924.497,12788.0203,5520.4741,653.1039,2486.5067,4371.8633,18443.0015
PF3D7_0407000,8742.0341,9931.9739,23080.3408,36927.4446,31810.3719,27804.7435,8924.3422,6024.7306,12410.8131,12089.3424,14345.6742,11250.1359,4865.0943,6012.964,7142.7486,32115.5545,19928.6023,19777.4852,8820.5603,15501.6946,5208.7531,52581.0781,39010.2984,37367.6168,5775.5743,56748.745
PF3D7_0407100,22978.1007,9943.8636,32013.3953,19612.5429,20313.8957,21057.4165,8129.1214,8362.112,21467.3282,17409.2227,19218.0853,20468.4145,3139.0363,11503.6432,8668.5856,25245.9708,23049.6063,19869.0846,11814.9936,8128.9176,15123.4668,22043.8803,16246.497,19114.6474,18801.8483,25673.7122
PF3D7_0407200,21638.8753,11216.7854,32762.4089,31047.9704,33468.0092,40785.6648,11246.4848,12212.1539,21574.3764,25606.4618,26705.2966,22129.6411,7310.1765,17605.3264,10381.1641,39948.2305,35610.7839,28689.5803,10490.5907,12932.3168,11521.9965,39160.9628,25226.5872,36286.9126,57089.6451,115677.8821
PF3D7_0407300,10259.2268,8644.5567,22383.3414,57611.3648,59805.1895,57469.182,10825.5765,6240.892,14842.4791,23691.4679,21596.4301,13651.0705,11007.2335,10232.8695,9499.0485,57245.6637,41644.0451,38430.4655,6236.3878,19580.4755,8009.953,47173.0178,30848.1886,40711.6678,27842.0167,55228.1044
PF3D7_0407400,12593.5155,4815.2836,23086.2375,6707.6078,20317.9612,11714.2179,3295.0619,3253.9223,10408.7435,13196.8754,15719.6352,13995.672,162.8644,3598.6556,3487.042,22192.5117,19735.992,20995.2778,9389.3244,4300.1758,6784.0362,1326.4741,2569.2647,2269.8191,62617.0167,90181.1745
PF3D7_0407500,9934.7834,6255.7712,17655.4648,23125.8299,52863.6066,45189.2448,4107.7117,4085.5473,9007.3962,30653.9118,22808.595,20632.0182,642.4032,6770.3016,4927.8458,54207.6267,38415.7584,45131.3653,9478.7644,4535.879,6233.0158,12402.1337,10850.7797,22038.3613,10110.5721,12194.9667
PF3D7_0407600,600.3506,1319.9202,4524.0869,0,19.5392,19.8428,1295.0392,2964.0316,6924.6684,36.6983,534.7497,169.831,217.3913,2313.873,1234.8677,0,0,55.6041,1858.3212,2578.078,4854.9645,42.1566,25.9807,97.1075,1759.6032,15941.6938
PF3D7_0407700,103549.5162,126344.0972,68752.1452,2276.1805,2578.4306,2713.5217,115118.1205,187106.072,97755.027,14196.3726,30012.4935,45500.2355,19968.3906,217318.6063,59086.5606,4479.1199,6432.9359,6405.6335,145184.2916,109835.1896,130792.955,10116.7058,3746.4273,5601.1736,12113.293,22173.9463
PF3D7_0407800,108682.438,120980.4037,74280.7259,2782.1849,968.1421,1946.0994,140779.1634,185030.3226,160428.4401,11078.8343,37682.5648,74357.0142,26845.3743,144138.4308,75694.1661,1046.5983,1816.3265,3266.3719,163436.9075,65733.7902,177819.5671,16021.3506,4339.6967,7668.7195,15111.5067,48402.0477
PF3D7_0407900,51131.2807,69701.8044,58832.6037,9765.2657,13666.4795,13220.1034,391489.2071,206439.1873,96744.617,30919.5012,37049.776,41094.1004,109932.8827,135021.4768,257004.9531,17039.9105,22121.9888,22023.7857,112005.0372,45521.5191,112558.9738,48813.523,10825.827,17497.1037,4909.8494,14087.0834
PF3D7_0408000,13589.0749,30674.8729,11562.2831,7596.3686,2131.4419,2597.4737,285072.0923,218489.6977,77589.4152,3402.7626,4444.4505,6484.1336,145101.4732,128121.9829,195971.4844,2692.8245,4384.7573,3032.8011,98057.885,17510.5981,61737.7804,55988.8169,12753.5259,23622.4182,40188.9284,239189.7291
PF3D7_0408100,13560.96,9540.4217,9404.9303,9807.9826,3962.036,3757.3327,8124.2783,9057.4233,14860.1197,5581.0884,7650.3121,12945.6316,7009.245,11288.7496,10020.2002,1766.6695,2835.1976,5202.2794,15045.6891,2592.8005,20170.6828,19752.1156,10788.1994,13725.6791,7542.6762,12384.7979
PF3D7_0408200,19925.4404,13977.5227,23057.8207,7806.4622,5999.0392,8100.3176,12112.3086,13741.8791,19732.4047,7931.1915,10569.8452,9722.1061,7690.5649,15875.285,13971.1849,4657.5326,5038.2647,9155.885,15603.6592,12973.9614,27976.2348,13883.1725,7040.9298,12492.1136,5658.9785,31181.3555
PF3D7_0408300,55669.8926,79588.7645,68601.5699,90588.7853,76818.9381,72982.3704,44845.187,61387.0271,57723.8712,44883.6273,57833.3215,40409.1977,9386.341,66911.8746,27706.3912,55478.9882,48954.7388,42163.9069,50197.197,92628.03,40475.1314,35622.8331,70637.9954,61845.0641,16792.6843,15009.1575
PF3D7_0408400,15360.5303,12388.9613,20842.428,99.4266,1380.011,2062.5178,2670.0596,3871.6554,11262.0657,16920.8435,16831.1177,12221.1159,543.1798,4683.7501,3449.4006,9112.1532,12649.512,13374.7085,7112.4518,19932.6642,8214.3753,786.4906,138.4876,724.6707,4396.591,17665.9907
PF3D7_0408500,74735.939,70403.3818,69180.3242,1002.624,2498.9263,3199.7793,21671.3871,25538.463,49146.2507,66269.5445,77028.0843,83811.6479,2984.2715,24267.0874,17199.4195,11633.218,27594.9333,34320.1371,53198.5589,83579.0876,57632.6533,3135.2936,975.155,3104.8416,33022.3128,9408.7937
PF3D7_0408600,59703.483,47140.9003,114584.7806,214.4033,96.254,1172.9959,26571.7382,47093.1858,102963.6051,14914.6136,38040.3268,28392.8571,3781.6638,70591.9944,33750.1033,486.4222,3845.9969,9210.4651,25866.6867,63261.0367,61538.0495,2725.6932,1311.8584,2918.063,2844.2401,9437.6176
PF3D7_0408700,13476.4792,8164.7993,18063.3511,26.2104,20.592,209.1197,3090.1546,8412.4455,12730.3163,1624.3779,3220.3597,4743.0187,572.762,9846.7976,4254.592,598.3578,1238.2572,1845.9058,4030.7653,7100.0575,7789.817,111.0702,82.1418,347.9553,8808.4656,13204.7301
PF3D7_0408800,115.3155,220.4614,1191.7546,0,0,381.1411,1126.4217,2931.2139,3484.5862,140.9803,293.471,0,521.9573,7763.798,4378.9607,284.4953,237.5626,213.6091,1079.1415,3083.3075,1676.4814,161.949,698.6532,298.4388,2534.8877,4727.4288
PF3D7_0408900,30988.324,25570.1105,52142.7293,711.8661,4679.2501,5471.379,9814.8811,14083.9776,45129.2624,51540.6109,51798.1589,45491.7568,1814.8728,17801.1371,12846.8319,19831.2083,46463.4867,59232.7217,18843.6236,43625.8524,32294.8837,1407.7625,867.5906,1890.0735,6820.3083,12968.5603
PF3D7_0409000,2771.8713,2028.4376,3769.2822,98.8953,164.0258,113.972,1165.9573,1361.4528,4486.6187,1394.4282,1822.6282,2654.3937,360.1848,1384.6756,1259.0709,141.787,710.3797,1498.6104,2291.3182,1515.1692,3446.5447,540.1511,114.7896,446.2085,4081.5571,9934.9912
PF3D7_0409100,114478.1565,108169.831,137856.3879,89518.1078,78106.1154,83651.5882,82290.6783,110123.3947,101100.0828,84218.245,88774.819,85425.6472,41344.8635,131429.9183,63664.8357,84219.5398,74085.1078,70574.9911,80250.8426,124806.6231,81545.2876,119948.4529,78782.1233,82314.9565,19177.3733,19656.9708
PF3D7_0409200,87640.8883,92913.7073,107163.5571,111474.6385,111961.1722,114545.8384,83736.271,93017.6476,83434.5281,92402.7531,97589.1914,72946.621,55441.3764,97011.4292,65685.246,118461.2557,102525.3061,91312.6258,72890.4862,117254.9827,56051.7495,125151.0705,83502.7464,106971.9077,63525.7056,128413.7204
PF3D7_0409300,9783.3886,8363.9452,16292.4943,24496.6227,36300.6654,30508.7385,5889.7046,6932.7163,12171.1423,17897.1185,18332.0437,14687.9359,3133.5362,8584.4696,6294.5552,30798.432,26097.3204,27094.9037,5779.4799,11160.0147,7797.4793,19748.8262,25319.8679,22613.4589,3082.3558,7928.3503
PF3D7_0409400,27165.117,28675.2977,44551.4289,59643.5739,108141.0228,92864.6094,16079.1631,19842.7446,34951.39,79753.9456,57413.8032,39356.3506,6358.7163,26506.2972,15872.533,119964.327,113085.4936,103408.3335,15951.3353,50686.6777,28138.9279,31092.7915,37148.7861,47881.9607,5260.5977,9400.946
PF3D7_0409500,85958.9677,51349.1857,97676.9191,689.3575,1794.0144,2303.1449,25694.4395,27402.7164,56263.1574,99813.415,108034.7371,100326.3087,2212.5522,22630.3193,16661.5544,10819.4483,47565.4615,65839.8739,59557.4252,42091.9529,40493.9625,3176.8603,720.1356,3095.3792,43819.3569,73548.6625
PF3D7_0409600,92296.0389,98924.5478,81969.9556,6606.2799,44288.4987,39991.6177,54700.6527,80865.3247,92504.2722,97070.318,82472.5606,95319.6569,6957.2881,68709.0793,31939.0907,64979.2707,68847.2021,85172.6545,92182.868,101597.1724,82554.383,6846.9829,3346.6825,7582.9849,4135.5222,14410.6382
PF3D7_0409700,44600.7099,61816.2904,41812.079,2627.9968,12303.7389,11382.3599,32459.0184,44363.6307,37785.6971,30389.5801,31739.9826,26964.3512,2109.611,37013.2866,12905.2151,22997.0725,25004.2728,22123.3584,50093.1579,65036.8479,26527.1265,2545.4883,896.4344,3895.0514,89409.5122,196015.575
PF3D7_0409800,63364.5368,68530.9239,56712.1794,96121.477,83607.7616,76263.3931,94943.7875,94976.7923,90855.2953,33582.2377,41690.7199,43687.2746,16967.7832,90498.0378,48988.2937,63025.4871,50520.0679,54520.5547,111859.6162,42538.8351,64487.2204,86143.8182,98734.8448,99332.51,15118.3482,42246.0329
PF3D7_0409900,42558.0125,28610.1734,29143.6729,3388.2774,3013.008,3446.0175,27107.0144,37433.2442,46038.9983,3736.0372,9416.3937,17575.5377,3580.0687,38280.9835,19554.0267,1995.6822,1573.8766,3121.7258,45419.8675,6481.367,25643.7845,8646.5419,7040.2146,5728.0299,11689.866,15994.8213
PF3D7_0410000,26613.7939,58055.3497,23739.9378,125294.3186,98625.8972,93554.5516,268272.3374,230064.1687,104892.0889,8982.4134,17173.6412,11906.0823,97710.3085,205090.6146,192921.2184,32470.8886,19927.3162,17648.7813,125260.6147,44540.5837,116925.224,49346.481,116729.0226,81240.024,9004.9249,10883.8929
PF3D7_0410300,31621.1994,29557.5459,36375.0575,29610.1957,22624.9634,24698.3735,11239.9256,13581.6517,27619.7802,31365.3975,37231.4277,33594.0508,3828.5884,15522.8056,8996.065,26672.223,28590.2836,26356.0452,18992.5246,32723.8887,21937.28,35755.1667,25356.6597,29809.7266,10363.9569,9498.8373
PF3D7_0410400,30551.8871,33749.1534,42147.575,67887.5945,54564.1623,54857.4288,12975.4841,12849.936,26433.4394,39061.0333,46141.5837,34214.8647,6898.5916,17190.7422,11946.8252,56574.1397,42776.3239,39045.9553,17060.9692,46110.1205,14737.9033,54345.6459,55004.2753,55863.9003,112957.4859,125066.9335
PF3D7_0410500,20614.1282,27522.0772,25529.764,2258.4256,4214.0036,4955.1911,22604.7302,37642.1617,32520.6393,2915.9399,5780.9058,4216.9629,4164.0957,41059.5363,17925.5876,2802.0498,2105.8201,2840.2348,16433.5654,7730.0603,20897.9886,8254.4706,3686.3416,7495.4241,14979.9606,97778.8635
PF3D7_0410600,59442.5667,76337.3656,76336.7563,58684.0537,91360.5319,94172.8405,118170.7115,125350.6432,88914.7867,65374.3423,55447.2378,49949.827,15030.8842,95934.0456,50319.9977,121157.2499,117136.201,91712.4911,86591.6029,65842.9783,58478.6012,25502.2384,39769.5464,42873.5765,33448.0202,53093.6038
PF3D7_0410700,121637.5111,103913.0512,137739.09,4415.0053,5858.1139,6340.5314,104875.3758,167126.7246,160918.521,29272.8219,53039.9045,81886.9466,16122.6966,147550.5717,65820.7484,6174.02,16539.8899,24435.9844,134155.7997,68755.0446,175341.4715,10859.6599,4776.1108,7554.3504,20564.1461,56930.7475
PF3D7_0410800,128339.4368,233803.5674,101858.6538,23277.1413,33418.6281,30502.4294,136207.7028,255642.1862,186645.4541,52265.5304,83932.202,109786.8782,14822.9018,255800.6525,89128.5153,18669.2847,37450.499,44247.9464,172500.3241,223776.3004,240242.5333,15345.7287,15113.0608,22749.8552,37682.6894,47246.9894
PF3D7_0410900,9081.5119,9651.6199,14403.7285,14557.8264,15164.0091,13236.9753,2961.5844,5128.6344,9686.5229,17722.9629,15192.6071,14241.3981,1991.4721,6879.8628,4841.7702,13150.7826,17546.869,21158.7224,6029.8447,15927.5989,11788.3014,5961.1398,17404.7494,19123.6708,10642.8841,25016.3476
PF3D7_0411000,12720.062,21919.3233,23036.6295,250889.8869,95155.1069,103808.5366,9655.8784,29548.2689,22449.2888,7683.7474,17268.5966,9890.8647,12699.5875,42655.6142,18378.292,13829.8304,11577.8051,12198.4611,13372.1064,22646.1407,28163.9457,38846.0092,101647.0127,145169.0093,19175.3892,212248.0565
PF3D7_0411100,38429.4792,23265.4655,45921.4339,3581.9806,16259.5889,19581.8226,14207.3106,21759.7836,34460.0431,40326.581,44553.6612,39634.5044,12755.9633,20154.8909,17227.9785,42664.2902,50140.3375,44788.069,26165.3478,15568.6069,14840.3637,5959.2233,3326.1395,18233.6502,17012.6153,75191.4508
