Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3,GII,GV
PF3D7_0829200,38142.9437,30182.039,62485.2513,8101.6002,87894.8803,86892.1991,13488.958,14522.2162,32073.1465,76473.0215,65220.906,51363.9337,2567.7588,18062.6918,13050.5176,172490.7788,146008.6825,112274.5878,20740.9196,52798.6477,21025.4895,5818.0415,3747.1171,8596.4868,139744.2773,226027.5291
PF3D7_0829300,81725.2827,49713.7688,70525.2153,36299.8986,36270.765,35931.5577,22501.293,32098.5803,52583.286,62246.0325,62099.1897,63824.4398,3610.1482,28944.2401,16120.4004,49822.1702,53401.2548,46903.6576,42707.2945,47228.5386,38767.428,11815.0642,27045.6129,26402.9913,38027.5429,62096.817
PF3D7_0829400,78285.7565,105138.9524,76050.823,11491.7506,12216.3509,9094.5669,50974.5038,75878.7099,79300.618,30668.9933,50109.4296,53091.1233,5787.3469,95246.8084,35817.2612,12882.0908,15557.7881,18490.5347,90533.531,135554.6327,89273.4981,7219.37,8898.4575,9433.6199,16162.4766,32185.6821
PF3D7_0829500,2101.869,5581.0773,2561.0803,51.5986,50.6726,51.46,1685.6043,4718.6751,5439.136,95.1728,1241.5266,913.9072,169.1338,6973.0381,2303.3272,64.0189,64.1494,57.6812,5110.7438,4289.0987,7540.3273,131.1939,67.378,161.1757,3080.2464,23819.3384
PF3D7_0829600,10368.8428,21440.0562,20773.1794,243.7123,95.7355,583.3384,6584.6999,15313.5999,24660.523,1887.9974,7361.2147,6084.8401,1264.859,13131.059,8842.945,302.3761,530.2365,953.5453,13181.2902,20198.8259,12829.3166,1445.8716,763.7802,1094.326,155186.339,94004.785
PF3D7_0830300,1123.881,2059.1208,6210.803,1396.7471,2865.2904,2600.2583,2515.8523,3113.182,8076.1551,4351.0453,4131.414,2583.1868,15091.6393,8407.452,9483.9926,2233.5894,4823.5801,6332.3379,2494.527,1973.0027,5191.1076,18808.9974,2107.601,9998.4049,1715.6509,2792.3749
PF3D7_0830400,108724.3858,55539.432,100944.0501,255467.7918,241053.8691,262418.7267,110590.0053,92703.6244,80132.1269,171544.8008,138673.8548,146968.7988,640802.3686,116284.6852,192204.112,225539.2424,191591.417,160151.9361,80785.3709,48668.7546,47348.3199,340831.3035,266417.3742,261158.2185,71482.239,76734.6899
PF3D7_0830500,4411.1311,27624.2923,9253.9449,203564.1827,48168.2415,46411.992,296787.1881,298811.5592,46098.8607,4459.4983,6452.588,3419.5866,3403611.8926,629509.5975,1393924.3658,18254.1358,13368.9857,7411.6335,32914.1603,27607.5368,39336.1336,776398.8176,417180.3154,439446.5499,7148.1602,2318.4232
PF3D7_0830600,13200.139,19505.6841,30530.6526,292973.5404,67481.5689,78322.8768,76787.6104,69767.0213,34284.3772,13495.3057,21246.5833,9437.265,301716.0697,114007.7189,170255.5721,22350.6921,17990.6172,17591.4071,12157.8852,40002.3624,16603.2612,756061.5911,553885.7688,445209.1696,9186.5429,12728.4652
PF3D7_0830700,19726.2468,11025.1025,34726.5029,47248.8716,111392.093,122290.1926,8494.4284,9844.1084,21318.86,63564.7655,37078.9017,36673.236,5137.6701,14603.3479,11224.6044,195984.1852,131579.2604,123144.6271,9587.5486,12015.1017,11727.5534,19861.69,35929.4394,36512.1967,9557.8866,7931.6731
PF3D7_0830800,6400.7462,5869.2813,13921.5872,29669.7565,32915.5111,25835.0242,6695.9252,7086.1513,14921.0807,4558.1234,5761.6004,4582.0269,2136.0186,8178.9504,6064.1313,8855.1398,4162.6627,5372.931,6690.9232,7826.77,15588.2055,2480.7268,21618.2524,15974.8498,5540.219,20745.3924
PF3D7_0830900,36229.2823,28823.2732,42655.432,110141.15,182653.1029,181436.6091,68081.6487,69382.4787,44657.8023,25159.8487,33116.6243,24284.0772,16969.4488,74448.8841,41813.4237,57984.7809,48714.3612,38758.5616,47331.8486,23687.9827,33179.757,8050.6914,29173.9974,37052.3565,52715.2414,128292.2216
PF3D7_0831000,1064.6607,678.4766,2357.782,52505.9054,103985.3224,79896.2344,1155.5323,1288.6999,3848.654,2293.3196,4386.8057,1936.1448,91.7908,2028.2117,1604.3314,22472.2706,14413.2336,13946.0276,1861.2706,2094.9678,1381.9881,2278.4129,21632.9035,21321.2657,1671.6843,5951.7838
PF3D7_0831100,372.8682,415.8312,1016.8939,3102.1825,2467.5481,1448.0759,354.1068,759.4525,2175.5917,322.8969,276.7704,197.7738,210.9661,1227.9102,762.0403,511.0582,256.0498,287.7903,548.0088,1346.9241,1679.8951,21.819,1425.3644,1145.9262,1081.4776,2692.4132
PF3D7_0831200,39007.0443,19545.8324,40234.8735,37275.1581,40967.8236,29458.8013,16125.0594,18118.9164,39488.2318,24023.0582,27473.6597,38831.5848,36515.3815,23116.8214,16218.4544,5466.6239,10380.3632,14111.3866,24595.9416,22362.7667,25996.586,68094.0592,44876.9675,52884.0231,4286.3283,15409.48
PF3D7_0831300,16078.4921,8950.2127,29477.2116,1994.2291,9087.1679,7223.5858,6602.8415,6847.7572,23363.308,38960.7908,29872.356,26418.7765,1241.9984,8736.7373,10492.1045,16706.1954,25313.6637,40462.0256,11019.7912,11603.8223,21804.9516,2214.1176,1666.6131,3114.6306,36949.0011,77504.5604
PF3D7_0831400,20954.0568,29398.2915,44010.2508,5877.2149,561560.3416,613691.6077,10902.7434,10722.0086,28101.1141,200262.5843,91530.514,78055.7768,5449.9036,13342.1826,21709.0719,1422959.76,887340.6062,694953.8056,13404.2361,64394.9296,20481.418,1671.2926,3837.261,5978.5334,3761.5278,1913.1945
PF3D7_0831500,10305.8339,21392.3584,18196.292,145742.8591,274546.1968,200674.3582,155430.7253,73772.318,27536.6033,25697.7055,27473.3732,15903.8243,1332204.8888,155455.0773,445325.3413,150384.2914,69183.303,60494.9427,22177.9416,40120.7575,12922.2082,336728.5369,196590.4291,182250.8047,4283.8298,3445.621
PF3D7_0831600,105497.5333,56972.2435,52692.4549,2406.7759,404.2545,1072.6909,109506.4216,84474.8487,95472.184,3992.2707,20784.7212,45663.9931,29742.8534,61947.1277,56026.4396,510.7277,1403.2362,2041.0624,177859.7095,19462.3771,77837.7481,10578.8832,4196.1671,5806.9376,1467.95,2463.8828
PF3D7_0831700,48997.4021,55012.8439,86304.9139,2515300.2305,564516.9397,709495.0795,84518.5695,79428.855,60001.8824,256406.6715,183823.3385,131123.5268,627417.7623,213131.035,386850.4892,483853.5606,447746.3963,443158.3362,36279.8267,91921.2152,67341.9355,2422939.7117,3430731.7943,3342262.648,17008.7957,4403.4582
PF3D7_0831800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63573.5879,4311.3204
PF3D7_0832000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5942,0,0,3113.5391,593.855
PF3D7_0832200,39.7683,0,34.2496,0,77.6587,0,0,0,0,0,0,0,0,0,0,32.7042,40.9635,0,0,0,0,0,0,0,0,222.3172
PF3D7_0832300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0832400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.9569,0,0,0,0,0,0,0,0,0
PF3D7_0832500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.7288,533.639
PF3D7_0832600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.7197,0
PF3D7_0832800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9231,0,0,0,0,0,141.6119,87.2741,0,0,0
PF3D7_0832900,0,0,0,0,0,0,88.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9236,0,0,0,402.9591
PF3D7_0833000,0,0,0,0,0,0,0,89.9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.0596,171.4358
PF3D7_0833100,0,0,0,0,0,0,0,0,0,0,73.5814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.6317
PF3D7_0833200,0,0,0,0,0,0,0,0,0,0,0,0,158.0475,0,0,0,0,0,0,70.7287,0,0,0,0,0,0
PF3D7_0833400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0411,0,0,647.3945,329.2788
PF3D7_0833500,0,27.2733,0,0,0,0,0,0,10.5141,0,0,0,12.9143,0,0,0,0,13.2128,0,0,0,0,0,0,3188.1746,1116.494
PF3D7_0900100,4337.3695,4533.9771,2663.0232,19614.2312,3269.5718,13595.9696,5147.9614,8480.9193,8094.9485,1830.288,2421.3144,3680.949,4167.1387,12887.664,9552.5139,2865.0376,1830.3277,3019.4148,5237.3966,3797.7361,5581.1072,34072.527,44903.5226,95341.7828,3793.292,1877.2058
PF3D7_0900200,5781.3761,1765.3932,12655.1636,6918.9194,8362.775,17144.6796,4444.6724,6908.2478,12782.9821,687.1755,1226.1046,3975.1076,4143.3432,11282.3275,7241.7867,10631.4098,1654.2042,2231.1158,5780.2433,5269.859,6493.515,14885.4916,31760.7599,13299.839,3530.2039,748.1409
PF3D7_0900300,351.703,420.2434,1514.4815,72.8488,171.6995,1104.3272,715.7282,859.6122,1036.8495,0,372.9429,124.365,159.1928,1715.8666,695.5978,650.7659,0,0,253.1765,854.8945,1917.425,1728.7596,1293.7219,1137.768,322.1335,655.3762
PF3D7_0900400,6261.2617,3432.6731,12053.5363,1068.0392,11807.3075,19477.4029,11842.4661,7291.6275,16287.1048,1463.4141,1640.3198,2930.3371,5501.4125,13476.6419,16681.3265,18551.7671,8346.3391,6907.8055,5302.6178,2238.1513,8199.1746,1293.1338,2072.0596,1727.6614,1012.0315,2058.9645
PF3D7_0900500,19514.4061,8821.5609,14405.439,557.524,2940.9583,8578.6944,41629.6782,41728.1168,33724.5343,470.1,3588.1309,4283.0385,22365.044,63126.5202,55364.6854,10198.0061,1782.3468,1691.6676,17992.025,1869.3292,23496.4741,5265.1947,1747.248,3420.8158,17961.7771,14151.4538
PF3D7_0900600,1473.5141,156.5045,1762.5432,746.0719,2344.5861,5249.0615,932.9147,1440.5914,2232.3549,0,625.0009,463.1524,370.5349,3274.9385,1360.0136,2490.8627,674.578,909.8403,648.2192,1790.8566,2082.7203,2816.6859,9706.8503,2860.1134,899.7521,610.1779
PF3D7_0900700,0,76.8127,0,199.7311,0,531.1856,130.8219,235.6817,177.6721,0,0,227.3162,0,548.85,63.5712,726.9041,0,0,57.845,585.9707,146.0291,169.2778,139.099,51.9907,294.4001,149.7383
PF3D7_0900900,0,103.6628,93.3955,89.8492,635.3052,1720.4717,264.8266,212.0434,239.7779,0,275.9851,153.3876,0,846.5169,171.5854,2764.6242,446.8158,602.645,468.3891,439.3326,394.1479,0,93.8608,0,0,202.0798
PF3D7_0901000,0,96.8353,0,0,0,133.9297,164.9229,0,447.9709,0,0,0,0,296.5361,80.1422,166.6154,626.081,0,0,328.3176,92.0471,0,87.6788,0,371.1408,0
PF3D7_0901100,0,0,0,0,176.0948,119.2207,0,0,398.7718,0,0,0,0,87.9895,285.3617,0,0,83.521,0,292.2596,81.9379,0,0,0,0,0
PF3D7_0901200,0,0,443.6288,426.7839,0,0,0,0,759.2966,0,0,364.2956,0,1005.2388,407.5153,0,0,0,0,0,1404.1521,0,0,0,0,0
PF3D7_0901300,253.7655,0,509.9497,70.0838,1927.1306,2683.9891,137.7125,0,748.1219,0,0,0,229.7259,495.2222,66.9196,3686.8334,522.7849,548.4178,0,68.5372,153.7208,0,0,0,0,0
PF3D7_0901400,0,0,309.1185,0,2336.3546,6702.7593,73.0431,350.9082,727.4773,0,0,63.4599,81.2315,1050.6687,141.9774,4427.5611,277.2865,332.4369,0,290.8187,244.6017,0,77.6646,0,328.7508,334.4196
PF3D7_0901500,735.1039,468.4599,3165.459,203.0176,7390.1411,16251.7767,864.3342,1597.0655,3611.9122,299.5701,69.2887,462.1132,73.9407,5180.3257,1227.7275,17262.5761,2271.5924,2496.4467,470.3743,1389.7631,2003.8311,114.7088,1201.797,739.8471,897.7332,152.2022
PF3D7_0901600,1185.8257,1030.4884,4270.7482,0,140.3427,285.0469,1755.0533,3056.4176,7071.2778,922.5654,823.0515,457.4373,0,2734.8847,1876.26,177.3064,111.0423,399.3837,853.6272,349.3843,2644.7405,0,0,69.7487,1184.8661,401.7657
PF3D7_0901700,45614.3182,12332.6202,36787.4265,1761.522,37114.4395,31813.8814,9794.0126,10345.6986,31232.6255,51985.5676,45089.7861,57991.3429,568.6563,10749.8282,9786.1375,51379.9852,52908.1857,63103.0636,28348.7686,7556.1705,16464.6149,4546.6814,2049.2797,4314.3559,5310.9263,1980.9182
PF3D7_0901800,28690.0316,12818.7407,38282.2995,2921.5067,38845.5809,34681.3788,7915.17,7991.6174,24098.3812,39451.5985,34173.1005,42242.6033,870.5758,6464.2168,7565.749,45166.4662,45676.7552,51809.0419,19383.6105,9826.4771,15097.6115,900.3855,832.3485,1935.7642,1761.6478,298.6707
PF3D7_0901900,3178.662,1159.4277,7168.0625,3603.8799,3430.3072,3068.8938,2042.7449,1390.2605,5795.1985,4550.8413,3796.3901,3105.7907,492.2111,1958.8874,1720.5855,2373.2643,6376.0672,8793.439,2227.9728,2067.1683,1406.1239,5345.1842,8724.1629,4708.5556,306.4648,545.5612
PF3D7_0902000,6993.3449,6023.8245,9232.8485,14994.7998,22510.6365,30988.5686,9039.4815,4019.6094,8467.6803,18743.7887,16852.3472,8913.3207,4417.6836,8248.4762,7599.6873,53371.5069,44923.1118,45518.3218,6942.8004,8125.8596,5725.9628,42766.4653,15065.6447,32344.359,1689.3305,1575.2551
PF3D7_0902100,52153.8474,38764.1396,45282.9978,1587.3364,554.258,1160.9201,112849.6259,121331.9943,79504.87,4033.8792,8803.4152,18065.6521,6792.9234,69479.0504,33260.5574,1881.8933,4001.691,4584.008,118223.4407,15781.8027,36025.3049,8968.7527,2625.4944,4200.7593,779.9021,1090.8565
PF3D7_0902200,15334.4692,9495.256,11655.9114,29833.6226,97633.853,63015.8415,7201.4306,8649.1449,12377.0963,26299.407,19749.6479,20218.7153,4777.1409,10782.7436,8595.121,52586.6221,37058.3129,43298.1068,8871.1455,6413.5314,9194.9742,40804.5105,24045.8865,27575.2861,10235.3838,16601.1571
PF3D7_0902300,4384.9167,5763.4024,16799.4769,98625.7534,35699.1976,37191.6969,14120.0694,11789.0973,16301.4508,1616.1334,4321.513,1710.1564,79186.2107,23343.3846,25736.8717,5806.7457,5081.2935,4539.0834,5500.7028,11781.87,9960.7598,91263.2152,56481.8489,93059.8509,4252.5043,9432.7159
PF3D7_0902400,21125.0422,10151.9443,27240.4958,4160.4658,4884.1788,4540.3736,13813.2525,14953.7077,28076.3174,18205.6895,20172.9779,22450.7741,43890.7617,17740.4462,27671.4094,9445.7367,20095.2592,26943.2,13461.979,9072.6358,11905.1117,27114.5967,9391.8319,10194.9909,1691.7115,1398.2168
PF3D7_0902500,3682.1147,10404.8845,7427.1411,152937.8223,33260.6434,40289.5567,171397.9262,54818.6955,21472.3069,1776.9528,4027.7833,1850.2466,341780.3985,74944.8503,178024.7678,9562.2748,5822.251,6102.7386,19019.2401,11174.6926,7982.7491,561184.0872,278689.1228,239467.6621,2603.3644,1625.0656
PF3D7_0902600,12757.4498,8390.1014,21886.2397,46761.1509,29994.6166,31067.8798,3447.7365,6635.3222,13163.5071,17218.839,16579.7863,10971.0848,17970.1123,7518.6227,9083.402,21066.5701,28857.3612,24482.4997,7310.1171,15546.2968,8253.4396,16483.2263,32772.0588,35855.9619,2617.4098,6751.4472
PF3D7_0902800,122028.7752,61394.9468,203908.9023,866.1231,3551.6899,5528.2991,26732.3748,27818.9201,108579.2413,129050.8365,112603.0148,135022.9287,2885.2065,24679.634,22067.2917,16375.963,55468.1758,83125.517,52841.9237,83440.8387,81665.7201,3383.8562,573.7714,3662.2689,4764.0856,2043.0203
PF3D7_0902900,12054.9616,9150.9373,17710.583,15275.5363,44081.0559,37969.0785,3174.766,6586.0804,15417.6661,10403.2511,18648.1134,13791.1898,0,7265.1351,8414.9265,30907.1556,19721.5519,25614.3687,7146.4827,7469.2245,16430.4027,0,10126.9069,5046.8139,14288.9207,27088.53
PF3D7_0903000,38826.0595,24882.324,39627.5153,11763.6152,29779.8015,26302.8961,13483.8376,13709.6411,30359.6776,41895.4898,37323.2629,34152.5644,872.7495,11117.3282,10192.4615,41299.0887,45951.298,38233.3749,23091.2834,27836.9024,14971.6117,2830.9875,5158.2747,6691.2813,88623.4184,146006.3602
PF3D7_0903100,31962.0791,18913.5905,38750.2791,68173.8872,83405.5683,74766.2719,19900.3625,16181.9743,27062.1786,25934.121,34215.1066,36260.7381,4650.1486,12159.1866,11514.0823,65007.4342,45660.6482,47135.8849,28486.3281,10713.3624,14002.3805,30726.5717,52775.1814,47513.9064,39381.6595,256317.7624
PF3D7_0903200,195964.8243,129187.7685,122506.402,35399.7898,120893.2075,116846.1465,57788.7305,68926.3194,122295.4366,193143.2034,214363.0174,208670.8654,7492.8865,55735.6441,38900.2539,165486.7717,163707.7433,141474.2213,137934.8227,121536.2661,81361.1753,8637.731,12062.4871,20299.1382,167443.2064,65657.0959
PF3D7_0903300,49627.1232,46550.281,38626.3334,691.7074,235.3019,813.5957,15581.5754,23930.9847,44727.5268,19519.0781,38105.5343,60704.7132,1714.1328,19853.1498,11377.925,339.7441,4166.8007,8864.4417,47731.8353,26158.135,68601.5932,2719.6781,707.6916,2767.6333,12045.5782,23512.1909
PF3D7_0903400,28582.4046,19468.238,41365.7066,90399.53,101105.659,84382.1587,14775.5094,22581.8803,33526.5324,49204.9463,40208.5893,40629.2661,15830.3796,24843.0105,19232.8019,68555.5564,55591.1041,71799.0915,19026.4575,25978.7532,27926.0901,132287.8895,105864.6802,114308.3362,6878.1129,11320.5264
PF3D7_0903500,23573.0626,19479.1883,34840.1264,49301.7814,40852.7869,38060.1724,13888.5788,16189.4362,28230.6321,31595.839,30396.6441,35943.3836,11843.3978,24805.3871,15548.8763,27268.9364,31257.5804,35867.5615,14452.0975,20956.1643,33106.0159,75102.328,52650.9704,64739.2729,5374.7799,6141.5291
PF3D7_0903600,29366.8133,42646.8885,45595.6999,3108.7834,1058.8419,2595.0448,219911.9742,211937.3354,79973.917,14186.095,14259.2327,13099.3021,61003.7795,213893.658,134814.6432,1516.0843,7640.5509,10767.2572,87604.3805,22687.1347,133596.4468,24824.8306,5932.0008,8924.8919,8740.7896,17742.6033
PF3D7_0903700,139265.297,94305.6722,95440.313,2894.8647,6844.4505,11199.7271,45667.5668,60423.2363,83959.4601,140359.1068,115204.5705,167632.2659,6952.6353,42487.0423,32257.3029,27052.8481,60605.8893,73270.5711,102007.2497,71949.7083,73798.5819,5925.3866,2967.0543,6376.6867,273288.0086,148152.2208
PF3D7_0903800,659.2234,608.4257,5070.5182,207.1732,88.7805,300.5334,777.17,933.4057,3468.0447,55.5822,385.6745,466.2134,432.1468,1219.9297,1834.3279,93.4697,374.6408,421.0821,785.4585,386.7846,1920.9174,654.4538,1101.7895,985.4104,5496.6539,170919.9821
PF3D7_0903900,235818.7707,137866.752,199071.9824,834477.4008,814313.0832,811267.5184,110614.5106,78654.3551,130438.5343,523512.7382,336092.3093,329397.977,102119.7851,105774.2131,102067.5238,865799.337,625028.493,487430.8888,131915.2513,160369.4903,78557.0327,443889.1565,714686.1935,619410.853,919693.2454,187707.0421
PF3D7_0904000,61668.0114,49467.854,57890.1122,91712.9373,96774.0324,86472.8805,22484.8134,28085.1676,40148.0328,86010.8166,81892.8893,76594.6457,16515.2207,35426.5082,24251.0921,81712.6192,74955.3027,71062.5265,41044.3518,52693.3848,46251.3373,76935.4378,69654.057,79183.9162,38879.3128,87574.3805
PF3D7_0904100,29734.8966,32373.2407,28845.067,11416.7471,12288.3481,10125.8046,5438.44,7326.7189,16553.8585,27862.3868,23043.2326,23919.9014,895.2792,7033.6372,4972.5233,16175.508,16525.3972,20456.7593,16374.0602,27707.2535,25021.3549,5941.4151,7513.4896,7948.5541,17633.2586,41403.2523
PF3D7_0904200,4064.218,3462.7243,9435.367,366.012,1380.2638,992.8787,3092.5714,2504.9766,6707.1203,3888.5939,5621.2995,4686.3266,1039.7761,4138.0705,5312.206,871.9,1911.168,3273.2659,4134.0899,2791.8946,3853.4659,558.3702,1070.5899,685.9747,207489.9264,2475518.3191
PF3D7_0904300,2545.9663,1018.1818,5269.0879,43.049,67.6423,68.6934,845.8994,1511.2282,5188.9033,682.8667,991.7344,1313.6654,223.4228,1432.2292,842.6604,21.3645,133.8003,637.6386,1458.7087,905.1286,2773.6749,100.3344,112.4275,184.8958,4330.697,12586.7786
PF3D7_0904400,105553.9116,48007.5319,111652.1138,3810.2441,11356.2683,11098.4416,35117.6657,44175.6758,102382.2181,49530.1846,65949.5662,78572.907,4427.496,30271.3963,18248.8406,21610.9967,37821.1243,38064.1882,71727.5649,30341.6122,45235.7224,3434.3249,1579.5086,5148.0201,72743.5964,111541.006
PF3D7_0904500,20189.4743,9742.1018,16943.318,11490.1405,26199.7393,23323.6291,6878.3471,4288.2105,14214.4994,24525.1678,25280.1092,26047.6719,1459.8156,4594.5292,5562.2349,29440.1429,33087.9932,27003.574,16112.3002,8727.9529,6564.321,2944.1136,8820.9167,7679.0269,37102.2419,72599.2742
PF3D7_0904600,33782.3476,44547.946,39768.097,33241.6924,44031.0757,36522.5095,24269.4041,43181.5492,52010.2806,40624.5852,40968.7595,47358.0035,9158.8851,39210.1347,22573.7996,28834.545,35546.7132,45110.6557,34753.7548,43190.4888,59208.5475,29860.5714,32468.2591,37956.307,33591.7881,39414.5055
PF3D7_0904700,41588.8221,32285.0939,24923.9208,603.5536,1120.7843,1794.8533,13207.3346,13402.1303,22110.3128,14978.2002,36797.183,39247.6019,1978.3733,12535.9194,9011.3027,4139.0133,7571.8215,9875.1793,36183.1314,26131.3103,16969.0372,2139.1209,745.1373,1585.3545,21593.6873,32332.0271
PF3D7_0904800,136405.1073,106431.2299,125991.753,3631.1308,32889.4211,37015.8675,50770.9843,52797.6355,102588.9081,171811.7915,151356.4803,163682.8975,7574.2499,45873.5651,34299.4078,93439.626,131513.3524,139689.3109,104762.9321,128540.4086,67105.5837,5824.3348,1974.9988,6702.3028,5971.4893,14038.746
PF3D7_0904900,61346.2409,46984.2843,67873.7364,618.1919,1145.8975,2165.5667,10875.6156,21257.024,41475.7376,68756.7493,63948.3155,78467.4089,1836.3848,15027.1774,10357.5974,6634.5193,28088.4481,41733.8786,35583.6395,38700.6559,51949.1792,2496.8789,807.2407,2821.0865,8926.9525,8125.0002
PF3D7_0905000,7476.8913,4196.5214,11460.7819,284.1651,446.5049,408.0987,3126.9052,1274.1914,9959.568,5786.4817,7448.363,8635.0867,434.6803,2007.9519,2550.5544,1015.391,3956.7901,6797.9894,5184.7911,3723.7852,6357.4925,529.8437,59.3705,710.1045,111080.2028,125394.429
PF3D7_0905100,22038.1567,24501.2905,19311.9173,21581.3642,27606.2513,24558.8465,22709.8217,17731.1488,18481.7583,26641.3437,30051.097,24758.3116,19503.6896,17997.4801,20533.7992,24490.157,24717.9837,24653.9192,21459.6329,19193.2934,17264.1365,29585.8645,19594.9904,21183.6467,10000.832,18306.155
PF3D7_0905200,10411.3764,7762.7867,20503.5451,49072.9092,43764.5986,43114.0515,11657.8484,10857.3387,12959.5205,20280.8295,15269.736,13335.3793,19562.2967,14989.985,13453.1854,32668.7251,27906.9864,29871.7417,6695.2852,8641.9512,10195.9686,55286.3748,39429.1406,53635.2285,5340.1814,6898.1126
PF3D7_0905300,737.7025,369.6476,2167.2944,547.1278,429.8474,283.1524,590.815,1727.4383,2477.3521,276.3848,287.6675,323.9682,1222.5391,1886.6026,1383.7227,332.6862,189.9685,319.5874,582.4329,332.6013,1886.5839,1332.6337,1271.8401,638.9625,3073.2545,14145.7156
PF3D7_0905400,1343214.3707,1156491.2343,608289.9543,20126.5075,4320.7161,11722.9708,1455805.1683,1697548.811,1260005.3589,20483.345,312279.3015,752398.0289,137500.8537,1163622.2758,531645.8734,2663.589,4880.8414,5222.0038,2147533.7388,400240.6557,1147738.4378,116287.7932,32203.8853,60306.7465,30764.8678,3464.8429
PF3D7_0905500,18921.2741,20666.0735,10158.6355,1031.7435,202.6456,251.5266,49529.1654,34359.2181,40255.4687,253.7378,5369.9524,12133.8007,4133.4655,21803.8433,31087.3382,56.8931,213.7838,416.4938,54905.9033,6109.9097,20429.9603,4857.956,1556.8342,2529.0021,23445.2358,39061.6281
PF3D7_0905600,728.9597,1152.4273,1328.0389,139.3759,364.9992,389.2043,1255.2348,2302.4806,2293.6802,479.8761,570.8181,812.9543,126.9046,3091.3352,1264.2914,415.0199,346.5547,363.5468,1453.1487,817.8015,1885.1808,236.2501,242.6644,181.4002,5444.0971,9508.5922
PF3D7_0905700,39514.9445,42927.5338,19904.6144,18244.5705,30986.7608,35075.535,14031.6818,17134.9357,23634.6142,40892.3404,53998.5793,37684.568,6073.3309,17414.684,14043.3465,41022.3556,41231.6,33209.2169,28861.1185,38258.7913,15021.0976,16026.3069,13308.0615,15721.9676,2940.1071,8673.3324
PF3D7_0905800,8055.5303,8832.7254,11239.6654,20791.4956,29674.9238,23819.0792,4853.7012,4748.4907,8090.7442,14603.6116,12143.0638,10514.3173,4486.2661,6376.7509,6013.6322,21578.6967,17022.3628,17061.5214,6736.894,11102.191,8306.2707,24747.5793,12167.1799,21128.9138,5497.5273,8866.7749
PF3D7_0905900,66535.6304,89890.0717,57388.4484,69515.7416,43570.1599,48411.8772,33131.5324,45560.3891,45402.0448,50493.5576,65548.6071,50850.5921,14816.7367,48626.4334,30010.8404,42956.5103,45049.2936,45045.4748,60374.2534,94207.497,39405.9818,80568.4737,62405.9818,72445.5037,6472.759,18821.3614
PF3D7_0906000,8051.5068,5768.3753,16107.971,497.2087,10015.2879,8727.3691,1981.1393,4709.9293,14792.3177,13960.1964,11638.2093,12920.8986,1116.7066,3578.4108,3758.5216,11981.4043,15024.447,21522.6104,4631.9593,9400.5772,11072.3174,573.5703,288.5599,1229.5398,6840.1855,13885.2026
PF3D7_0906100,82408.952,72229.536,79229.1021,641.3393,2441.8026,4526.5182,22489.9454,38421.0076,55558.6538,57654.6589,58745.4605,64092.1859,4797.3968,31548.2748,18230.1995,17824.0315,32077.4917,30497.5934,44534.9783,75262.4149,30785.179,2425.0842,669.9735,3082.0238,344243.006,87988.5487
PF3D7_0906200,12468.9388,6344.0507,16107.8917,1732.9153,3874.9064,3350.1671,3470.6098,4089.6642,12213.6289,8457.9901,10987.0213,11122.3533,509.7687,4042.43,2482.0159,4399.3215,7996.2344,9276.1825,7035.9293,9059.9926,6651.664,1920.6014,765.8901,2888.6736,5452.4206,13641.2401
PF3D7_0906300,5404.2821,5121.448,12598.7548,14050.3653,11190.2064,10563.3646,2654.6678,3552.7213,9717.3125,9170.1582,11737.9639,6490.8023,1729.184,3182.1126,3132.8609,10038.0088,10029.6718,14153.2444,5902.5556,6643.6683,5249.1965,20119.43,13306.6865,17543.2763,5803.3501,34552.3637
PF3D7_0906400,4639.3759,5458.2207,15504.1335,2891.0964,1522.851,1441.6655,3970.1867,4845.8529,13852.6144,1114.9938,2421.935,2131.2746,8543.3458,8434.6618,7717.0437,358.701,490.1346,697.7975,5052.3608,5461.8261,9043.5415,5875.1192,2779.9352,3617.4331,8716.5529,76181.0629
PF3D7_0906500,21823.869,30747.5897,26611.5539,92821.4456,129390.2643,148366.5475,168715.435,74821.3469,45516.1203,32925.5325,40536.2833,30301.1685,193170.0068,63966.14,181001.6967,119278.0734,79440.1695,75222.612,36525.2391,24899.3398,33523.0676,130097.0101,88562.4822,85922.6405,52891.6524,54196.9805
