Gene,D4F1,D4F2,D4M1,D4M2,D4M3,D6F1,D6F2,D6F3,D6F4,D6M1,D6M2,D10F1,D10F2,D10F3,D10M1,D11F1
PF3D7_1408100,32174.5956,56161.463,98419.0524,143092.7382,28852.9059,16893.2394,35245.7692,43288.6422,11186.756,103524.6054,0,34475.9296,16620.098,14573.0895,13261.1325,3795.1486
PF3D7_1408200,7072.6504,11301.09,29276.941,28516.0811,228.0899,6798.6839,12462.2364,14982.5015,3559.4805,20294.4717,0,15262.3211,6414.3476,6345.6724,31679.2855,0
PF3D7_1408300,0,0,4329.914,1530.3089,856.8275,61294.7649,0,0,11627.2249,0,0,0,2834.7898,1589.1822,4993.1876,0
PF3D7_1408400,8214.1556,913.0472,33105.8287,24190.8996,138.2103,15654.6222,8963.5051,10345.3716,2063.0778,68648.9996,9682.1642,20409.7039,6173.0739,6793.0749,151554.0072,2036.0926
PF3D7_1408500,667.7525,5121.473,17237.7459,8307.663,775.2503,4621.582,2754.9688,4737.0905,526.0107,0,0,7155.1443,7694.6813,4313.6357,0,0
PF3D7_1408600,28388.3132,58391.3204,59958.9994,35853.6864,24868.6057,50012.6757,31143.9677,24487.0725,31713.9689,18163.321,35420.0601,59454.9817,31473.4612,32509.4384,24444.7633,4413.9823
PF3D7_1408700,13445.8563,8307.8676,28957.1573,51781.5614,355.4039,21187.0683,32740.3583,25015.8558,4155.0808,19379.6992,6104.6555,15265.4855,25077.1274,27609.3983,32660.0706,6444.0074
PF3D7_1408800,1588.9609,7616.8008,0,4118.4645,922.3795,0,2185.2097,1643.8651,2503.3541,11122.9591,37692.8182,4256.5339,2034.4444,1140.5088,2986.2186,0
PF3D7_1408900,3409.5496,3565.9476,30914.7354,19281.3611,45342.0666,4290.5155,7992.5527,7696.0617,12208.2503,26740.8115,157558.9041,8303.2329,7143.4737,6006.9433,121630.7028,0
PF3D7_1409000,3982.969,132693.9518,584.1969,23055.9276,13872.4965,52835.8472,18486.7522,18542.6764,76084.7762,21664.576,66644.0537,19561.0093,7649.4605,7325.8201,17029.2973,0
PF3D7_1409100,42521.5993,39792.8871,90524.6025,74371.6592,26844.0811,49960.1083,48395.2511,51208.7752,34650.6944,29319.7585,53893.2931,46529.872,41807.0407,31208.8716,5850.4022,0
PF3D7_1409200,31116.9809,50451.6961,64702.0248,55745.334,18063.1671,31671.1401,29735.1591,30230.8947,27756.0947,78177.4871,60478.431,20839.1672,22190.843,28575.4604,5933.9793,0
PF3D7_1409300,12743.1359,59048.9873,47038.5916,47892.3824,22191.8759,40423.4071,20810.8514,22600.2113,1673.0317,22300.9552,0,32714.1625,11217.127,9718.3089,29337.3446,0
PF3D7_1409400,434737.3074,103295.3275,144319.9172,258318.2813,73581.5287,349548.726,345443.616,276441.539,34323.7052,152657.7396,0,271647.207,526634.4004,465503.3655,86206.3663,0
PF3D7_1409500,7536.0398,3354.4235,9474.334,10743.0599,312.4723,22353.2952,19571.1094,6563.3269,4876.3187,11457.0573,0,12977.7843,7107.4159,6664.8394,758.7257,0
PF3D7_1409600,4145.0797,3497.075,2529.1729,8251.1832,5389.8583,0,8721.762,4557.8577,1828.5212,6587.4539,842.8135,3553.25,955.2961,3927.2836,2991.3864,0
PF3D7_1409700,7896.8546,8285.0599,23427.468,11431.2074,9514.0932,10312.2499,5225.1452,7266.8659,15023.369,7272.8293,32567.5699,14368.9048,4292.333,4652.1421,5544.3656,38225.5036
PF3D7_1409800,37784.445,7376.6261,66423.2091,63675.1521,159.5169,38037.8097,44640.8118,51781.6006,432.9318,24643.0301,25143.254,39014.7758,28103.0748,27071.2398,23859.4662,0
PF3D7_1409900,123876.5965,101704.8911,69285.2645,62255.8187,17945.0766,93124.6387,97720.3121,111525.1629,195864.1575,73465.5485,93831.9603,84599.0158,161347.5668,148098.4375,62444.3379,89389.3169
PF3D7_1410000,128722.5803,14023.6626,53894.4442,82803.143,3056.8281,87065.4146,113456.9441,132824.5058,921.8094,95642.565,29742.0352,61127.9117,105629.1505,76854.374,19793.0608,0
PF3D7_1410100,16123.7537,28475.4102,64226.5439,64666.8948,2216.7745,49923.6852,39388.21,27655.1542,10027.2746,28417.8512,28039.1302,29552.8114,13649.6416,20100.735,6219.9309,0
PF3D7_1410200,5170.5921,6455.7877,13404.1017,9100.742,5304.9569,19141.4493,9301.9557,3412.149,1136.6642,49685.5242,0,16750.1255,4156.8869,2848.2048,8542.245,0
PF3D7_1410300,2444.7852,2378.8343,13701.1859,13656.997,762.5439,13637.5016,8618.7157,4659.4492,1494.6804,4432.0673,741.9327,2541.4533,3609.0841,4792.9448,19791.1314,0
PF3D7_1410400,3719.5086,9169.5796,19328.2043,8814.3365,23442.1569,21146.1121,959.1063,1649.1561,4604.2544,11761.9359,43216.1566,2846.8227,1020.4962,2145.3369,0,0
PF3D7_1410500,21509.3633,38187.6723,41130.0041,18170.5715,77228.3415,11027.2938,10681.8954,12009.3334,12550.8426,52450.3574,64792.1516,10670.3015,19124.8344,10721.3755,18864.3886,0
PF3D7_1410600,53089.455,110278.2231,134971.68,92684.8506,75096.7809,146763.8109,65300.7692,64934.6417,147813.2038,314139.8071,243499.0656,151207.6082,68706.1713,81303.8151,807651.9916,341809.4029
PF3D7_1410700,6659.5671,31071.8411,41155.1428,16110.347,17267.3617,6145.5377,15340.5426,7873.9186,9092.9998,10835.5226,1128.4008,4757.2681,8526.6535,7170.0585,7509.407,220209.6879
PF3D7_1410800,25878.0925,33814.7131,12595.8884,30009.4168,42729.3379,6633.5141,20957.7925,22777.6796,12382.0183,52876.3457,86721.5692,19513.0423,21352.5803,19400.059,15130.6011,111470.7946
PF3D7_1410900,11673.178,4913.2306,12193.8374,17120.4572,6445.6438,11823.108,13361.5802,15148.2578,0,4039.9122,0,13728.423,8475.4121,8429.7491,1765.7434,0
PF3D7_1411000,2836.2052,1767.4226,10649.517,4778.2969,5021.5054,5888.8984,8190.9987,7042.0948,2904.4245,3702.4752,6127.2444,5318.3705,3268.2312,8168.4215,9674.3696,0
PF3D7_1411100,13770.2527,36004.7558,43185.5883,29202.0848,422203.4744,20793.8843,16785.4796,38519.8766,125631.2696,23731.3455,140630.696,22803.475,14305.0727,58359.8039,26255.5922,201261.5278
PF3D7_1411200,50495.1355,134376.931,81170.4919,45778.4838,103315.069,45448.3199,42740.2389,41062.3857,192105.3578,87907.8081,102440.8829,49132.9221,54577.3296,58997.9264,187157.9595,3872.8294
PF3D7_1411300,7321.1966,14037.8776,19109.7396,15490.5951,3816.235,16545.5469,10171.1744,7154.6095,3766.3013,40366.362,53924.1071,20012.3868,6026.0004,3860.77,10108.7367,0
PF3D7_1411400,8259.1541,7624.9068,14088.1429,15143.536,10387.8128,6351.3817,10648.4588,5425.103,13252.9814,5208.5847,0,4097.1768,3818.6428,1893.7225,1552.1867,0
PF3D7_1411500,2859.2546,11513.0795,7381.0439,5928.7745,0,9894.5941,4128.7828,3549.6624,1801.8636,9412.5541,0,2297.8251,1372.8298,1077.4511,644.8259,0
PF3D7_1411600,2088.7168,500.6209,14705.2729,20572.4148,303.121,14456.2187,6463.1165,2546.7625,10694.7837,18968.2038,1327.175,2797.644,7521.5042,2248.8281,2060.8541,0
PF3D7_1411700,5381.086,12897.3158,30518.2036,10460.5211,0,26380.4847,7862.8282,8946.9991,3885.6213,23415.4866,2279.4355,6006.2249,4090.7805,6517.7719,3539.5364,0
PF3D7_1411800,5661.0224,56685.1897,15253.3445,16738.0147,5842.0973,42082.7644,20111.9986,15431.7573,13543.2861,27608.6875,11723.6385,35946.2819,24965.8682,9932.5437,42792.6645,0
PF3D7_1411900,22250.6603,12315.4019,3768.2655,13080.2479,645017.8746,17463.8106,8044.3557,9560.3813,722.7869,23956.075,111938.8989,2457.9557,9251.5466,14324.3811,50697.5404,0
PF3D7_1412000,1108.5519,43574.1854,5203.0537,5746.5627,113257.0234,13426.6985,0,737.2648,12225.4024,629.1913,181729.0585,8908.8199,1596.7656,596.7642,43438.0666,0
PF3D7_1412100,5266.2616,5048.8424,31442.1254,12686.2339,2877.1992,7504.067,6070.8329,5906.064,11713.1536,6681.3431,4724.038,829.8439,4908.3026,6503.7647,27770.2814,10596.6157
PF3D7_1412200,16037.8541,14327.3816,25020.255,31554.5631,12906.8381,17659.0273,27820.5991,21332.5958,3445.5132,30204.6014,61142.9163,16599.1328,15225.6808,11969.3378,20345.0344,0
PF3D7_1412300,41992.8269,22916.7417,61023.8944,33824.8008,18751.1628,29063.6576,39981.0488,14035.6984,7633.6476,92403.616,36123.7699,46727.0556,45597.7041,38603.923,28775.2098,0
PF3D7_1412400,15636.1467,7221.0835,56943.7357,35189.8974,4316.9492,31014.08,26305.7599,17754.6195,5407.5119,57794.1408,12116.1467,19921.562,22064.6383,22737.1654,29296.2507,0
PF3D7_1412500,531489.3389,188119.02,325259.9369,140609.4071,68049.388,360734.2852,388592.1637,403174.8702,66487.4031,410473.822,231938.8879,381666.8226,424647.6934,399415.9614,519595.0134,188160.2768
PF3D7_1412600,14632.8851,34292.5297,35612.0118,44108.0612,3460.6313,22505.7041,10061.8973,7689.3985,21772.8594,56906.8565,1377.4468,45006.0385,5724.7004,4376.2706,11305.703,4634.6814
PF3D7_1412700,82865.6021,269350.7778,132869.6559,130167.1901,141279.3797,124238.841,69969.4276,79867.6252,235947.174,113968.6822,257296.6632,108474.6881,49006.8207,77082.2896,218301.8168,110669.8099
PF3D7_1412800,41391.939,65641.1531,43821.5425,54529.68,16078.6871,62465.0777,36433.523,41948.2556,82617.705,75778.8645,86218.2612,36682.5656,24804.8214,29654.056,51411.6335,0
PF3D7_1412900,75938.8837,52909.6837,89623.9642,87428.141,2178.4677,98546.3714,72519.7636,74484.6214,9911.964,109131.6175,7293.8655,82198.4187,36142.9862,33274.4208,78908.6615,0
PF3D7_1413000,0,1454.1002,7118.807,6683.0697,0,0,0,0,1194.7693,22812.742,0,0,364.1152,4082.4573,11116.7528,0
PF3D7_1413100,34458.9824,38175.3185,8086.7632,42341.9424,76160.2296,40632.3249,46073.15,33952.0598,92090.1655,56501.4974,55792.4924,21880.7173,50002.6164,55513.2626,139882.8904,96045.0634
PF3D7_1413200,4029.0797,17167.7245,6040.9255,9746.8608,12473.8649,6196.8146,9004.0758,4763.77,16221.8462,2032.7315,0,0,4298.8989,6265.8993,504.8042,0
PF3D7_1413300,11706.308,4988.0043,34340.1542,26296.2709,0,0,20123.7945,14417.6221,14344.4721,72348.609,0,0,65573.8411,56716.4663,8066.7719,0
PF3D7_1413400,69921.3213,49705.9273,24557.6753,35506.4214,13253.4815,49380.8666,55438.5563,62003.4442,19109.1585,63713.4271,0,44596.7523,55267.7194,55564.6692,22526.8896,0
PF3D7_1413500,36941.0609,2284.8993,1398.2665,29342.249,345.871,24742.5286,16592.9122,18228.1652,7509.5991,25363.2913,0,41498.6452,9726.587,13792.1775,5038.933,0
PF3D7_1413600,5040.8843,10873.7323,24029.37,11759.0262,30359.2667,13083.175,2274.7096,5028.8124,1985.4357,1072.9134,0,25319.2534,3025.3848,3731.2653,22736.6442,5388.5316
PF3D7_1413700,1264.4284,0,1088.0227,1747.894,1370.1164,5834.1574,869.4491,1270.7441,664.0214,12343.8138,1713.9636,6322.7194,2185.5494,90.7569,7509.1317,0
PF3D7_1413800,10336.4654,16149.1756,28974.1223,29966.5921,60669.0762,3974.4287,16189.4958,9335.7061,3015.6948,31289.4157,68110.6401,12306.4398,9374.3756,5564.4054,28491.2743,0
PF3D7_1413900,107464.7065,229368.8937,110911.0001,101250.402,305537.3135,67862.5945,106595.063,91469.6949,243147.1157,100396.4848,286092.0719,197522.2573,99052.3822,100078.3976,129360.2401,462858.3167
PF3D7_1414000,272111.5269,304276.8045,177580.9345,260468.858,72143.1724,260125.8604,242415.9154,264405.3649,253168.704,180517.5664,157085.5406,424206.2754,293221.5792,277143.8186,103785.6005,188561.6966
PF3D7_1414100,2216.6874,4443.5391,13714.5655,15147.1838,5030.1007,4881.5189,6651.2448,10185.7454,1904.8997,3774.4388,1024.3548,19433.7751,2805.9095,9871.8802,32039.8546,1723.3182
PF3D7_1414200,19523.2821,16966.7228,23402.8451,24464.1102,2772.1287,9721.0502,24338.2018,22668.1253,2655.3903,23278.1012,1427.9291,12792.6301,22659.0236,13307.5285,57491.5877,0
PF3D7_1414300,168892.0294,85890.3805,322376.958,333003.535,276593.683,229650.0415,169409.4949,166244.0104,14637.2164,249348.0796,0,341322.9517,167598.8359,139683.4111,80069.0717,11350.2402
PF3D7_1414400,62326.0461,60356.4617,162886.5632,100026.9392,141430.0817,123091.4791,55519.0049,55966.0879,31491.0544,102730.3817,50402.6728,91912.331,64383.9877,56258.6332,117310.1252,150746.1065
PF3D7_1414500,38803.7657,41290.2891,22642.1074,20137.164,14314.2189,22794.3977,42767.2206,30178.6349,76367.635,19843.3672,12234.0949,41624.5045,66050.077,76737.4753,29329.0991,54885.2492
PF3D7_1414600,72559.572,43327.0146,83078.4265,67678.7505,9619.1623,182457.3341,73027.6213,69463.6582,18195.4915,93766.8732,247592.3529,191010.8803,70882.3458,63794.8433,49827.5101,0
PF3D7_1414700,3596.2406,5554.7386,4337.0082,6939.1002,4175.1798,22124.3935,7212.4939,8061.0909,2045.9673,226.7947,0,16591.3156,5851.537,6022.9737,225.2869,0
PF3D7_1414800,19902.1116,23001.087,54383.5437,32222.7991,8546.0711,1886.9112,21652.5076,21274.7839,17180.879,17949.8555,0,17527.9222,27227.2337,9392.9709,33816.498,0
PF3D7_1414900,14245.7284,15526.5227,8797.785,18656.2527,12012.5881,8302.831,7888.1,8776.2943,3307.4873,21788.518,0,12854.4628,4175.9274,5489.2963,676.3643,0
PF3D7_1415000,11573.3201,15089.8966,49431.2545,25437.5886,10749.1567,51264.0714,25306.67,18472.9671,17504.0397,52024.7278,9412.7511,66966.0391,20448.8867,16447.8296,161300.6374,0
PF3D7_1415100,13856.8987,22318.4852,3251.9085,17814.3443,35392.8198,16623.5314,9147.1793,16219.8249,14554.0504,23909.269,19722.5335,34645.4109,14370.8905,13526.6544,8541.7781,0
PF3D7_1415200,7439.0172,10697.8429,20731.0579,2570.8482,29148.4714,21452.5775,8631.9569,5772.0463,4394.9701,13722.2585,0,6642.5863,3869.3816,6674.3814,8737.8378,0
PF3D7_1415300,60110.1917,17786.5818,45715.6272,33660.7095,52555.645,44941.3696,39993.6062,41622.6581,8476.3756,12214.8395,39608.7394,60632.5495,66273.5027,46740.7485,64642.9594,0
PF3D7_1415400,14937.5777,22734.3898,44038.0958,43072.7222,1625.8403,13569.2126,15888.5884,20531.3763,6765.924,34442.9406,35118.0621,19007.136,14254.4742,15781.0738,22739.1169,9580.6535
PF3D7_1415500,345.0412,24037.8504,8637.1806,8823.961,2937.642,3980.1084,9490.3211,5303.4597,19026.0281,30550.7775,71326.0546,4929.6107,5632.6634,10030.2432,38388.4965,129830.6902
PF3D7_1415600,8696.4691,6332.2275,23121.2432,19972.6656,127.8034,25142.2976,24298.0162,14544.8191,6416.9208,10746.5975,13989.2523,26540.0216,8668.0938,7585.2962,34756.3007,0
PF3D7_1415700,347891.2009,144248.2921,292156.0926,210827.2744,164041.3115,120257.3476,264688.7709,331692.5333,130254.297,434793.1237,834703.3387,241423.7363,231942.0436,189746.3697,477116.5443,306977.5474
PF3D7_1415800,13256.4932,56633.9567,58399.5976,38338.3163,49951.8948,20925.3295,17271.3971,18148.5803,37373.4388,33528.5047,107580.5641,13706.2729,15409.7918,17778.2434,41173.0555,3977.75
PF3D7_1415900,22193.563,35835.4447,65789.5553,41175.0808,4972.46,32337.659,25702.3791,23133.0643,24536.9883,25193.221,0,47979.1889,23181.2978,20960.3669,96590.5198,0
PF3D7_1416000,22958.8832,67947.0588,91360.7824,46053.7553,22019.2725,24180.5472,10810.6896,15933.1489,77059.8385,199997.3768,208039.3113,24066.2447,11502.6539,18270.4207,236937.9746,0
PF3D7_1416100,25693.0183,8531.8493,15158.174,19792.2811,833.2178,5960.5797,20726.7547,16546.7092,1582.9574,36986.6177,1459.2534,23839.4746,15575.2283,12672.2184,29619.1665,0
PF3D7_1416200,11327.6631,6578.6522,31887.452,36022.992,10116.3399,24876.8897,19266.9196,20186.4271,4289.9881,23368.2104,7751.284,20716.111,6014.0732,9498.7992,30090.7295,0
PF3D7_1416300,4119.7674,18586.737,40947.6094,22863.7405,22508.1709,41931.3592,13247.7103,9025.6659,22144.2441,18156.1757,119490.7087,98675.7099,12566.4155,19568.6895,28419.5216,298428.2678
PF3D7_1416400,48578.7146,39464.5981,52801.635,58847.4308,890.5127,95556.7421,56171.1349,61102.2742,18126.5028,22057.8245,2599.3277,39040.0325,58924.7219,54780.0214,18451.5154,0
PF3D7_1416500,1674.069,25144.2885,23899.414,37026.6305,58630.976,0,8921.235,7175.0725,13626.769,1583.612,39711.7263,23917.4559,17951.0887,19525.9497,23596.2517,0
PF3D7_1416600,5900.0154,3770.9544,19918.8573,11375.3893,360.5172,9313.1543,8434.2517,6746.3958,5055.3249,2878.7307,789.2383,9427.5773,4224.3617,4569.1861,1750.7704,0
PF3D7_1416700,163365.1191,102130.2942,84603.1645,53539.041,13197.3226,85418.1383,191279.5907,97633.1349,62936.9295,41660.69,49528.0502,73082.5229,196483.3617,143367.8948,47609.5799,0
PF3D7_1416800,23824.3058,24162.076,29341.4039,49400.6161,914.3686,53146.4975,39195.2439,26015.2103,6514.2327,35761.1548,2001.7208,37976.0926,24012.2296,24378.6374,2664.2549,0
PF3D7_1416900,18732.0391,23731.1147,46314.9628,52713.6065,6601.9524,20836.0165,17595.7742,23136.5083,4742.9509,31136.339,0,35842.6338,11242.3979,11524.5429,27534.6485,0
PF3D7_1417000,23368.4285,71691.6997,23033.0303,28588.6488,77592.8997,71163.5068,33744.1677,25281.0744,117811.742,4774.8384,4751.4715,190303.1548,50714.4627,37739.6154,17918.3522,0
PF3D7_1417100,8177.5649,23084.3024,6930.0622,11304.3306,40877.0586,15721.5968,9371.7925,13495.9198,13599.2258,17018.5322,66971.206,15821.1389,5235.1198,3423.9407,10757.9727,3885.1267
PF3D7_1417200,8419.5041,9808.8941,45520.0879,40919.8792,2887.1055,17457.0829,28214.3514,32951.5647,2518.6033,27583.5994,1805.8297,11990.8953,11257.6046,23905.338,40980.1413,28557.469
PF3D7_1417300,61010.4006,114871.528,23518.4006,12331.0478,134760.0502,35823.4267,56453.6047,25976.5778,148864.2765,24127.2646,86209.1693,51331.772,104165.5772,90823.7824,13659.8662,116780.2735
PF3D7_1417500,24815.4042,21267.6165,118678.4821,76209.0056,4146.9373,55948.8334,37229.725,31507.6066,26063.8871,161547.3986,30579.8977,53382.1652,23829.5168,24086.3552,91789.915,0
PF3D7_1417600,7984.0134,6110.6483,17162.2045,20520.0505,467.3605,5572.2514,17127.3698,11214.8079,1109.8715,6397.4993,852.6149,12041.8162,5283.0173,8740.5018,15433.4888,0
PF3D7_1417700,6831.9922,26199.7256,7125.8573,11018.3104,6169.2068,1050.7757,7203.339,5789.0792,8371.6677,20681.0583,0,9760.8802,1603.6937,2615.3603,42456.6942,0
PF3D7_1417800,80933.3707,69659.2832,363178.1612,170901.3898,9756.4785,146748.0367,108947.3142,108340.6136,9776.9552,505884.3508,0,101129.7754,69896.5229,92566.0311,1001543.1856,0
PF3D7_1417900,68891.3358,185757.5727,29471.5991,60512.3556,28882.3082,21522.3964,35775.1363,44969.097,81025.1175,48062.0235,64444.6123,64078.8951,39738.558,52796.202,75524.8372,0
PF3D7_1418000,111539.8837,56390.1223,252290.7164,185174.5319,53505.6158,129076.8322,97659.5912,98591.0926,27686.9406,248345.5027,63808.1966,151799.3044,53382.066,46143.9116,50754.3386,0
PF3D7_1418100,149.1353,3812.7523,1574.9445,2010.0457,5136.599,1032.1804,717.8413,396.7418,469.9153,2482.9533,11876.6976,2130.699,47.7368,374.6571,4708.6689,850.2427
PF3D7_1418200,0,815.8413,0,1764.5274,0,0,438.8615,2263.8296,0,0,0,4559.2058,0,0,0,7277.2952
PF3D7_1418300,43610.3225,16470.55,46519.9134,24662.0957,21479.7803,9146.4068,23172.1033,30468.768,1041.0089,46504.365,0,60182.0775,17131.8005,14228.2688,2980.3344,0
PF3D7_1418900,3585.8922,3437.8476,10168.4853,4647.1785,3122.3741,14477.3535,7089.0003,3709.7975,0,8989.1478,4556.9668,12007.4321,4447.7622,965.1925,0,5110.9269
PF3D7_1419000,26118.193,24825.8796,67842.1048,34600.3564,2073.3551,13132.6191,22219.0638,27812.4839,17936.4517,38770.8536,4538.9551,19135.955,37084.9118,24875.6431,17242.7879,0
PF3D7_1419100,6027.0245,4879.3664,18858.7966,7498.3606,310.9903,0,3315.4529,2137.8102,4220.166,5473.3045,17701.1883,2870.2738,3215.321,3893.4169,5436.9157,142025.3352
PF3D7_1419200,6308.514,3628.8391,28128.9133,12426.8996,2380.3284,1091.5465,5205.4495,3216.63,3727.069,4117.6704,4008.443,10139.6093,4846.3072,3396.0477,30232.6107,40461.5046
PF3D7_1419300,7554.2291,13036.2309,34126.6111,28390.9729,12936.2563,20913.4314,15583.3678,9378.3054,2975.3581,17364.8823,139199.2155,4047.278,3808.4068,3049.9879,30665.6587,0
PF3D7_1419400,9738.0111,8123.5103,22630.3707,17307.5497,367.0675,14004.728,9652.7806,12504.3349,2092.0783,18160.4553,321.4313,9824.7257,9472.5744,6127.2945,11622.4262,0
PF3D7_1419500,0,1548.1955,0,837.1215,7499.3364,0,416.4066,357.9996,0,20164.4209,0,2162.9641,0,1303.9903,0,0
PF3D7_1419600,51007.7748,16022.4668,6741.0102,5956.1388,1616.9075,20482.9656,21367.6566,36586.7043,11519.3279,21935.5437,0,27048.2796,40121.1969,31113.8353,11974.5235,0
PF3D7_1419700,3665.1629,5075.5547,0,1688.857,5673.5966,0,210.0206,2347.3093,2566.3734,231.1412,1035.0454,0,1173.1834,1973.0586,229.6045,0
PF3D7_1419800,113502.1633,8383.9122,49382.1912,42310.3118,47379.5086,85743.2936,78359.801,83524.2959,22675.26,37019.0944,0,66373.9857,55108.7459,58453.3034,16023.9781,180728.9697
PF3D7_1419900,14536.1348,8461.1467,29848.9649,18838.2723,27122.5092,39523.8054,13654.3889,17954.02,15131.1428,21804.6591,38264.632,68144.3553,21685.7302,11178.8624,55027.3264,0
PF3D7_1420000,46731.5309,61131.9821,114537.063,67920.3014,28648.4493,61966.2548,59462.25,32919.357,67431.2791,124439.0305,163174.465,90086.5287,71506.3312,44671.0889,61559.6146,164335.957
PF3D7_1420100,93250.8948,26763.358,139155.7664,124390.3929,689.5723,27405.4699,95671.5638,114731.8193,19182.9903,72817.1669,0,40838.1183,48575.4561,60218.1287,10827.632,0
PF3D7_1420200,12004.1654,5867.1141,6352.3134,6588.8205,3279.2119,4072.6488,8011.5567,8453.2362,1668.7197,14161.0133,598.2331,7566.3415,8249.8973,6588.8838,15659.3401,0
PF3D7_1420300,0,1291.6207,0,1745.9739,3910.3178,2331.0993,4516.1686,1792.0208,20164.075,0,3424.1615,1804.5067,9702.8821,2175.7729,43296.2333,0
PF3D7_1420400,43783.5448,6727.8492,27746.1676,26571.766,3542.301,14781.9666,30683.494,45995.3712,6970.0535,15932.1181,23264.2419,13894.7532,21974.2552,23980.5192,26147.6257,109587.7475
PF3D7_1420500,13375.4794,10200.3275,1070.0898,13867.286,705.8511,4207.8654,7525.045,8491.2851,0,17598.819,37085.706,8957.6123,4232.7105,7200.3908,12511.4947,0
PF3D7_1420600,982.6724,43713.5543,10146.9076,17319.6769,5247.9903,9521.644,7094.9276,8888.2264,49850.9813,37480.4411,102899.8157,21059.1885,3963.2541,4020.398,79116.4167,144540.944
PF3D7_1420700,6605.2063,27041.5223,50901.809,48954.481,7357.6556,29653.1652,9022.3967,13376.6559,11812.5332,47723.4946,20871.378,18172.3525,2571.401,2114.2388,3019.5037,1526.646
PF3D7_1420800,42582.4697,256119.6452,12096.9911,89690.5454,29142.1581,27920.6103,22653.9792,26233.5681,241514.071,58005.4445,59240.5684,0,13773.7153,33781.7376,7581.5525,38331.9517
PF3D7_1420900,135682.4887,139972.8736,56903.3966,102428.0596,67681.9616,80338.8715,113075.408,112083.149,135329.1586,79645.9373,57693.8287,74628.4993,84466.8537,53045.4486,27632.572,22059.301
PF3D7_1421000,309098.2026,324643.8107,4871.9909,45438.8569,287086.5907,73438.6474,226024.9924,157502.9143,417198.4254,15710.847,168846.7871,145829.9009,317196.6422,262756.853,203923.5544,236715.4575
PF3D7_1421100,673.621,3229.0518,14227.5592,8613.471,4562.0375,3108.1324,2663.3815,5973.4028,4598.8241,10577.8918,46796.8738,4812.018,862.4784,3868.0408,14938.4665,0
PF3D7_1421200,149761.3626,276814.3289,186897.6263,143425.5051,24680.7884,114192.159,135814.7872,120703.8892,147464.9783,118857.9924,3225.7181,113895.215,117303.8849,117856.5115,72629.5696,151949.5793
PF3D7_1421300,3078.174,16936.6946,1099.2732,2358.8285,155.3788,9262.7617,2070.6074,6527.3096,3795.3072,5013.4414,0,8604.3779,2056.2656,2017.2981,3621.8981,0
PF3D7_1421400,51088.2466,42290.2841,64171.7228,29866.699,11758.0173,24922.424,26695.2602,44305.1593,39002.9016,160184.0788,3432.0612,27732.9372,55542.0808,67846.879,123336.3405,0
PF3D7_1421500,8313.4786,1226.193,1500.7616,5304.0979,2227.3431,0,3297.9997,3402.4901,20150.1609,0,0,3426.1969,11667.7446,5508.1546,0,0
PF3D7_1421600,34029.2668,25339.3076,3295.1605,33396.5879,1534.27,12576.3094,23001.7202,27685.5632,36955.8169,28315.1577,0,18585.6416,43305.3846,40194.8593,1303.8963,146917.1183
PF3D7_1421800,661066.4487,224601.8989,51163.3611,108801.587,858.0078,281321.3009,414290.9975,593743.8936,65784.3079,44882.3119,3756.673,195994.0386,466610.3955,447175.2818,122918.2701,0
PF3D7_1421900,682958.2123,1694958.2432,389040.1684,233621.9611,85859.5103,556500.8971,351701.0068,556765.621,1857156.0735,749912.2014,1745904.2405,340375.7094,465178.2466,417887.2816,203161.7622,492365.2319
PF3D7_1422000,14043.3642,43558.6405,11631.7689,16272.6376,11508.7968,40021.6908,6390.3505,15016.969,3904.3845,7032.9927,113376.913,4425.8341,9915.7628,5336.4223,465.749,0
PF3D7_1422100,14742.9787,21706.2627,7722.8839,23746.4438,26897.1537,30975.7114,12490.9716,12840.0315,20323.6816,50206.8715,5352.9826,47956.6702,20730.2694,15022.7619,26420.855,0
PF3D7_1422200,253884.0903,15655.2853,36496.7823,33859.7468,5416.6402,172217.5616,312793.763,181348.6124,14088.3208,24274.0175,0,233299.1842,487968.4855,347019.2275,44279.5631,0
PF3D7_1422300,10782.3501,20224.952,8801.321,8505.6157,544.267,6489.1938,7736.5396,6651.3801,8493.6141,0,0,11302.4085,24084.2573,12113.6087,1585.866,0
PF3D7_1422400,17646.3363,15963.4647,36209.0062,31336.3582,34775.5795,28810.6416,21841.2241,15166.5895,4847.3899,14484.2403,26680.0453,39756.3665,16510.7737,10132.812,20816.5981,3095.5201
PF3D7_1422500,108550.6216,37606.3572,62660.735,47915.8921,25024.7603,72575.3975,90731.875,108484.3881,8566.1885,25129.3945,32574.1487,47857.6347,89133.772,98264.1422,55398.8407,0
PF3D7_1422600,20576.0148,95386.5025,9779.7203,29703.592,31145.6814,12618.4894,10745.7155,8545.5906,97660.787,10643.7175,71493.5,43258.2312,26261.3684,13179.7973,74304.3674,0
PF3D7_1422700,29203.564,24366.3613,75273.055,41045.4555,2695.3676,54970.0925,31507.8769,23946.1895,4812.6808,34953.8616,12422.4306,49098.9393,25696.617,17891.7807,45468.5959,0
PF3D7_1422800,16298.5916,137606.9662,12338.4516,21258.6217,11597.608,32749.6037,11388.0366,17716.5097,173532.7708,34018.8717,28061.8507,16901.0048,11107.209,8207.9195,18378.4857,17984.6531
