Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_1135300,4540.129,14130.221,13040.724,2611.3132,8259.388,8469.166,6265.846,6952.617,8291.629,5023.93,5763.02,9396.295,6352.09,28047.382,19102.3706
PF3D7_1135400,15686.66,20527.199,22060.101,17351.69745,162285.067,134024.767,96631.027,82192.658,43547.511,31805.585,24338.78,1287.656,3651.781,8560.107,763.8989
PF3D7_1135500,87797.609,125540.369,167249.765,3110.303,373.956,431.379,7940.899,13610.014,12892.659,7614.75,6224.702,9073.328,6000.634,2869.017,2662.301
PF3D7_1135600,71785.094,38429.35,51311.529,2625.3526,8051.186,9365.767,11548.667,12422.759,7551.391,5427.261,4840.037,29910.45,32711.395,19136.577,97751.3399
PF3D7_1135700,,,,18021.48165,67818.512,81319.146,61986.251,49637.717,33799.591,27678.402,21856.929,40205.129,25927.76,6867.468,91156.3231
PF3D7_1135800,89084.083,49798.392,54989.535,7044.6417,21281.136,25971.138,21963.755,16342.828,15320.822,7941.238,11732.739,9664.227,17239.121,20126.517,16408.788
PF3D7_1135900,81217.578,99596.349,134103.461,127024.1972,44441.987,33652.021,47437.588,174311.589,277411.188,213769.199,186383.48,84014.35,78354.739,121063.89,91481.7674
PF3D7_1136000,4881.485,7075.305,16141.517,26023.54885,1413.23,605.496,7068.893,32491.915,54785.074,58044.508,32820.236,7595.001,15361.167,5860.699,197844.8819
PF3D7_1136100,2036.027,9803.099,11903.326,4031.4428499999995,729.33,582.29,3831.474,5368.315,8109.316,4342.199,5720.146,15355.898,20180.287,30185.192,1338.513
PF3D7_1136200,27351.453,6285.199,2141.859,95541.7405,8175.834,1577.499,1904.744,23685.066,85765.404,105747.513,128247.184,72960.669,91519.516,137047.601,29550.0207
PF3D7_1136300,874229.505,781638.673,719827.327,26478.934999999998,113122.87,60646.105,63100.037,83099.739,64661.997,64683.479,40366.246,35873.889,32586.121,12006.312,2158.1732
PF3D7_1136400,58826.171,37619.208,47482.62,24021.708850000003,56872.258,33690.573,22941.22,22572.912,23809.549,26769.656,26713.429,4902.554,7251.945,2239.081,9073.2281
PF3D7_1136500,287611.449,254817.029,211430.42,390339.95005,229585.11,174648.045,191666.916,257000.103,312772.34,321908.476,458855.642,364143.444,279547.538,206511.16,112576.7194
PF3D7_1136600,28675.617,31131.117,32215.369,29848.6395,95534.795,83677.347,60842.287,35657.093,23939.331,21216.862,22412.879,19204.238,11988.951,8540.736,27838.5226
PF3D7_1136700,52846.797,8109.318,9662.813,99499.2977,5218.202,1391.655,3597.478,21247.723,60207.186,71659.628,115924.789,4959.288,4461.065,3028.135,347.0077
PF3D7_1136800,7241.625,13684.844,24025.697,11410.85775,16049.617,19279.134,16895.965,18219.332,14887.552,11067.636,11688.597,9380.313,8652.147,5301.864,8577.1326
PF3D7_1136900,9691.646,8910.582,7012.729,273202.984,23976.394,5706.742,3512.332,5274.191,26754.648,78117.456,186998.103,84044.74,58408.882,33662.062,42757.8718
PF3D7_1137000,77959.885,19844.799,42042.326,,,,,,,,,,,,
PF3D7_1137100,23340.552,15160.724,21028.818,13495.659599999999,36569.195,48492.35,44702.595,34208.336,31552.327,16508.447,12411.577,20434.503,10248.669,7003.908,26077.9264
PF3D7_1137200,0.0,1704.954,1441.245,51308.5556,5129.048,1166.831,1523.73,8794.909,52660.602,60368.047,68329.625,10259.634,11591.621,10838.776,8486.0843
PF3D7_1137300,92154.489,56706.369,53396.528,43771.92895,100085.164,94972.495,85312.488,70424.672,44836.132,40563.082,42150.925,20749.231,22803.372,21863.352,4331.3853
PF3D7_1137400,62679.562,68211.677,57462.695,12008.1756,2964.039,24404.63,70688.238,48168.761,31488.697,19023.417,15839.615,34876.521,41953.816,40505.906,70758.1801
PF3D7_1137500,47723.934,48027.483,53341.686,25000.0253,2977.768,1988.487,20263.601,75244.687,99814.748,57581.984,49120.417,54730.027,75065.537,82832.955,32539.5114
PF3D7_1137600,0.0,1697.758,4158.943,1853.1277,153.022,91.627,186.355,1672.871,4813.763,2828.037,3504.849,9146.869,11649.255,8157.69,130699.5401
PF3D7_1137700,0.0,96.896,632.918,1143.7051999999999,279.84,109.029,212.155,856.388,3682.344,2664.825,3426.247,4100.629,5631.378,7929.48,91559.8713
PF3D7_1137800,14534.375,0.0,30.145,33053.6183,12195.646,3575.023,4181.825,3550.152,12687.562,14197.405,35199.658,104475.319,243479.846,300434.856,2923560.5021
PF3D7_1137900,0.0,0.0,244.094,778.23525,83.94,45.982,0.0,77.318,633.645,450.196,634.282,965.501,9608.177,4050.857,8771.7616
PF3D7_1138000,47.213,479.934,7280.886,6217.5291,803.146,231.309,106.107,7438.574,16024.178,18426.879,14466.77,13198.107,16540.764,10685.505,7635.5398
PF3D7_1138100,8526.997,8540.19,16329.772,3340.3642,24401.18,15735.599,10456.506,8684.533,8212.487,6321.697,5580.307,4100.389,3386.217,2143.555,0.0
PF3D7_1138200,0.0,152.932,1247.473,22381.4145,3776.239,5750.889,31092.661,52811.589,75192.058,29081.766,39875.977,215869.272,463041.86,799670.692,140300.8858
PF3D7_1138300,10296.316,18524.335,20296.124,16381.107049999999,5419.447,3150.513,19029.09,33116.009,44499.084,20102.0,25580.693,39020.202,79120.574,61390.427,58040.3817
PF3D7_1138350,10842.817,40452.064,32531.668,10978.6175,2057.667,2525.173,21368.346,37295.851,29623.804,17459.563,17863.8,23499.453,58902.534,40965.77,52570.6416
PF3D7_1138400,345.188,432.941,3408.912,8619.07335,1164.462,259.659,494.218,11828.217,22587.717,19253.982,17513.805,15403.422,10922.227,7418.903,11195.8138
PF3D7_1138500,37564.908,37945.6,48439.492,114386.2272,150903.77,108967.024,80854.18,125100.932,133815.941,119034.773,102736.225,195227.247,141635.813,148310.712,133569.3033
PF3D7_1138600,75911.279,39508.951,49139.253,5984.62125,27979.826,20367.757,26796.996,27087.036,15029.4,11000.223,8437.824,15026.348,10112.681,11188.308,0.0
PF3D7_1138700,2744.918,1643.481,2384.889,22851.6857,25819.388,16019.106,5796.514,5549.214,7153.765,11611.114,22279.945,8159.635,9841.711,6418.747,528.1605
PF3D7_1138800,16676.491,17295.521,26459.463,19009.81405,39372.763,35459.709,28268.788,35164.443,42690.695,38967.394,22560.074,34874.395,25118.022,20099.496,27517.8282
PF3D7_1138900,821.927,1806.219,1601.426,,,,,,,,,,,,
PF3D7_1139100,0.0,7.969,5.356,15113.41935,64386.403,37885.624,12898.49,11428.47,4739.494,9130.601,10253.965,4862.364,5653.338,1852.768,353.9714
PF3D7_1139200,1978.042,5136.078,8337.695,4993.6795,14647.753,11432.599,12323.682,10282.84,13782.911,11734.632,10432.769,3106.9,8842.192,2327.656,4551.3759
PF3D7_1139300,4656.236,14610.95,16751.716,19159.299,51360.379,115795.381,47906.782,26098.739,16051.378,14231.61,12348.414,37510.42,32043.003,18909.523,46807.3053
PF3D7_1139400,2497.596,5858.545,6999.583,,,,,,,,,,,,
PF3D7_1139500,0.0,0.0,23.216,1458.13695,91.139,282.779,2048.644,1811.431,1291.632,1030.235,1659.071,43617.89,43208.154,45307.008,6164.8731
PF3D7_1139600,0.0,416.776,63.203,1564.94345,1889.772,2114.687,6994.119,3757.804,2809.084,1395.726,2288.4,3038.97,2657.144,3223.384,7046.148
PF3D7_1139700,15836.095,9156.632,14607.196,35285.24435,6145.904,3977.84,13796.333,21986.481,21193.819,16974.549,36203.907,17642.535,18683.735,34558.694,30217.7855
PF3D7_1139800,51130.806,28265.457,33698.175,4238.4769,9312.179,8025.196,9844.169,12803.203,12069.167,8638.504,7980.102,7486.045,7498.307,4766.809,10576.4343
PF3D7_1139900,35434.893,28926.664,34403.209,4454.4055499999995,23406.865,24291.884,13349.647,13100.668,10907.646,9306.299,6052.911,4948.26,7306.788,2611.891,294.6945
PF3D7_1140000,0.0,2390.467,6410.883,4127.12735,885.168,239.266,228.526,774.687,5588.613,5344.13,8299.916,5998.511,1328.08,1155.022,34731.3603
PF3D7_1140100,3570.068,10780.69,19135.164,25967.528299999998,27035.778,54475.121,56342.339,70928.574,58852.206,49029.93,42070.578,33480.173,42841.707,9040.666,26599.4849
PF3D7_1140200,7904.47,21331.707,20967.126,75299.17965,8239.488,40440.456,87065.188,122549.526,163195.363,162652.702,94754.001,7140.083,6645.121,2115.867,6415.5721
PF3D7_1140300,17676.986,4694.382,9388.453,3064.2104,615.858,2054.433,4971.493,6141.905,5601.41,5451.879,6126.273,4316.383,9638.185,3441.506,44241.5521
PF3D7_1140400,116202.176,4013.882,7731.786,169941.6159,14349.027,4205.509,2283.399,57267.472,221052.2,275317.719,327463.738,4268.455,2755.353,4206.767,0.0
PF3D7_1140500,0.0,284.396,495.29,4635.28495,422.831,366.743,2597.741,4506.335,11911.216,8907.605,7561.08,26540.936,24681.932,28504.87,78633.0104
PF3D7_1140600,360.669,664.401,384.699,6548.168100000001,2267.446,801.349,131.54,2934.776,8420.178,11972.547,11582.184,12605.582,18650.474,22602.854,20012.0184
PF3D7_1140700,12951.838,14445.991,15313.002,11041.131099999999,34651.547,52828.317,38211.454,12743.305,8790.061,11085.446,12294.039,10205.264,11409.027,8185.892,12590.7208
PF3D7_1140800,19134.441,28493.292,32856.391,18676.48175,52424.11,56999.809,45124.154,31405.227,27745.982,25211.292,22384.104,21145.467,18736.179,10687.653,4326.4294
PF3D7_1140900,136161.15,11267.186,21798.346,3655.82935,443.115,1959.244,8482.877,11677.331,16343.067,10152.162,8055.958,8837.739,8483.155,2977.0,89.3528
PF3D7_1141000,2234.603,31106.276,26930.595,1265.68235,334.693,420.518,125.857,896.907,2874.071,3149.266,3003.024,4969.616,6837.921,7589.378,1469.06
PF3D7_1141100,142180.235,143162.264,40884.64,355.15835000000004,389.824,267.654,63.79,27.446,341.114,768.607,675.232,48270.097,63334.207,87577.259,55222.4081
PF3D7_1141200,47879.077,63058.722,104371.773,14635.0266,1095.702,1893.307,9012.758,24112.859,32654.719,22924.05,24411.972,90403.361,80401.337,114196.482,23784.094
PF3D7_1141300,4502.276,6354.676,18164.352,24580.30095,1957.784,755.73,11477.499,45640.831,60117.985,62594.901,37463.462,20289.491,18324.108,29388.69,6641.2834
PF3D7_1141400,212606.76,47073.28,59576.312,19880.09665,1621.999,1096.152,22415.461,65906.506,73353.688,45066.092,36124.516,13503.582,21599.037,9978.537,144122.2504
PF3D7_1141500,49263.117,5191.39,10332.572,1153.2589,145.628,220.158,630.445,1517.028,1636.615,1261.922,1553.419,42260.604,32240.135,6834.099,24190.2364
PF3D7_1141600,0.0,6476.861,9259.676,11274.4305,2262.711,11792.311,29697.634,43338.765,40421.886,18117.346,17879.94,214544.043,192618.121,161530.737,1296774.5306
PF3D7_1141700,11845.16,5538.444,7303.619,11821.52685,12528.805,29017.379,44034.382,45144.758,52840.574,37257.078,22589.925,6726.957,10646.143,8634.706,304.4831
PF3D7_1141800,3893.651,836.027,2655.992,5801.095499999999,642.859,448.583,556.492,7395.666,13875.564,13952.858,11131.254,13413.827,18360.045,14286.332,0.0
PF3D7_1141900,135761.735,4978.752,1275.044,3426.6586500000003,215.071,156.534,107.655,632.29,2202.096,2000.988,2433.125,188403.757,238954.925,282599.273,105810.2498
PF3D7_1142000,19874.99,13165.792,7842.07,2601.63835,356.568,927.178,6378.868,4525.014,5063.739,2861.18,4186.881,19380.343,9173.902,12302.512,0.0
PF3D7_1142100,77698.195,24261.886,39110.274,30329.483099999998,65838.45,28020.702,10906.987,30744.184,35042.061,41615.851,25630.159,28555.865,24162.712,18175.203,19798.4123
PF3D7_1142200,23116.083,19820.032,22972.435,1362.9975,345.459,1472.492,6586.914,5047.694,4754.75,2437.549,2690.658,234.407,153.083,3045.757,389.323
PF3D7_1142300,23802.34,10946.573,17944.483,22118.3421,2660.989,3308.214,10532.845,25925.095,43385.447,37519.191,34517.253,46775.737,48542.015,48673.401,34257.1843
PF3D7_1142400,5530.408,21019.166,24822.016,17324.69635,69691.135,69948.105,64239.491,53933.307,41275.123,31047.606,31484.411,13561.682,19024.895,16953.618,28557.1812
PF3D7_1142500,79686.107,81722.033,127694.412,32219.84485,233762.551,366711.137,325760.341,182902.573,85455.082,46678.443,35702.214,22259.48,21535.792,15370.809,30597.1625
PF3D7_1142600,198115.626,106200.392,109567.609,133529.0617,671504.289,880027.538,701248.141,408193.32,193724.037,149475.888,111385.839,10520.781,22225.687,20808.767,790.86
PF3D7_1142700,45505.5,40622.658,36091.201,12542.89135,60945.565,61919.297,41663.77,24184.376,21284.358,18473.97,13496.515,39473.473,30507.193,13584.143,17891.7997
PF3D7_1142800,6711.958,12116.805,18396.312,8862.37665,3374.026,8198.109,16764.75,25202.993,28653.994,22351.396,15550.604,19491.735,20639.087,12524.363,1961.1277
PF3D7_1142900,4428.971,1433.835,2133.729,7408.9347,954.697,208.209,248.637,3100.895,8217.518,12882.399,17778.25,6029.352,2703.668,2895.698,255.7092
PF3D7_1143000,359843.666,21615.889,34684.39,12390.044750000001,1050.1,531.144,11162.883,28175.605,39237.809,19806.694,21600.123,37599.806,52060.342,31815.548,134807.1277
PF3D7_1143100,45020.776,4478.454,3425.401,125474.8548,15366.891,2031.903,1330.897,4848.012,24371.264,69059.273,148955.527,202430.231,302974.143,321063.491,167373.3256
PF3D7_1143200,16760.713,1739.78,7333.297,33103.70295,6232.821,7417.775,5797.095,60799.673,84628.301,67193.033,62365.009,14702.443,9814.915,13455.1,202.006
PF3D7_1143300,95038.949,41180.46,30191.374,37529.5927,66739.832,92683.763,85958.94,47800.149,51468.547,47159.955,34872.52,34254.278,39444.608,55551.01,74791.2626
PF3D7_1143400,128965.215,80916.767,70982.013,40909.1413,74956.418,106498.865,118122.7,95492.72,84136.678,68004.867,50305.625,33377.996,33442.177,41285.526,50540.165
PF3D7_1143500,5880.409,11595.958,18791.208,11199.8379,1379.664,905.256,7201.696,17992.458,18262.858,16226.732,17866.363,9948.525,23450.447,16068.856,7380.288
PF3D7_1143600,14905.867,11219.928,5271.766,22839.5322,2366.032,636.86,752.903,5522.589,21918.43,16029.313,25414.612,27814.997,25039.226,16309.962,61716.4156
PF3D7_1143700,7576.253,1163.52,1864.201,5230.3349,481.367,296.784,2880.786,5757.483,9286.862,4640.383,6906.258,28421.616,29278.53,12672.909,76946.4969
PF3D7_1143800,9807.173,18263.952,17029.812,50006.53285,37881.401,40557.533,33489.511,18604.377,19534.283,25376.298,55507.986,17051.488,22496.823,29098.959,44639.9655
PF3D7_1143900,14753.111,13161.464,18674.12,9048.35795,8060.853,15207.048,18078.106,14345.807,14484.414,7957.7,11478.432,372543.636,290937.707,195757.751,50020.3376
PF3D7_1144000,230687.406,136451.451,186490.249,52994.3704,331462.965,459731.337,420320.176,266216.047,132480.914,87607.17,63727.655,25509.777,45783.122,39579.112,17705.7104
PF3D7_1144100,37222.457,119793.456,130575.035,12842.377649999999,6297.599,10463.307,38642.093,52729.806,34475.797,23768.134,20862.974,35593.535,73107.699,66784.145,62371.9477
PF3D7_1144200,8162.752,13898.798,14126.195,6366.82395,8973.003,8931.282,6550.41,4518.813,6744.053,5661.592,6077.79,12975.403,25004.638,8319.938,89852.6573
PF3D7_1144300,526531.426,58878.884,73772.957,14504.3933,91440.198,155507.963,153840.271,89754.519,43544.45,25501.21,16123.978,2983.411,4368.252,536.367,5055.7763
PF3D7_1144400,2408.572,5082.641,5436.486,466.31645,1047.619,279.819,149.227,427.227,1031.625,822.998,672.436,24909.4,29881.602,10582.588,129428.1791
PF3D7_1144500,182070.875,283175.204,337502.129,4366.486999999999,26320.931,16217.257,21881.322,20167.572,11281.581,6148.384,5724.166,9279.612,13689.397,12126.276,3394.8339
PF3D7_1144600,371891.017,312542.523,462483.671,15315.146400000001,62877.94,62145.485,58693.344,54852.156,45925.212,30194.175,23899.344,60023.225,67719.034,157198.094,47170.1069
PF3D7_1144700,7987.847,29054.861,52206.36,16219.9712,6849.71,5056.865,30825.946,68154.36,72273.755,35197.228,33608.648,37543.085,73696.927,78226.981,52236.8623
PF3D7_1144800,5904.664,22354.101,19206.283,6393.176,2088.586,802.588,4301.239,12329.572,21414.258,13300.088,8075.158,50492.866,109262.047,92391.035,78468.0264
PF3D7_1144900,56695.228,64795.233,75814.081,21503.226450000002,12448.241,17665.998,19422.799,44288.872,54462.363,49907.547,38428.762,40845.301,33719.544,34374.235,13386.1881
PF3D7_1145000,112322.318,16386.158,15184.434,13077.80395,1648.708,259.702,1939.309,4196.332,12840.194,13829.608,18425.861,5181.347,2145.746,3011.749,16444.1556
PF3D7_1145100,54198.059,68009.515,73037.425,32029.0116,40025.573,40606.432,32244.26,39789.2,55824.166,50604.224,43209.113,15028.048,17860.008,13143.884,12526.0433
PF3D7_1145200,2700.143,861.462,1301.097,36877.5735,4688.186,708.389,282.657,15317.447,51479.588,90802.02,75112.605,84205.833,189501.91,354995.353,125200.6145
PF3D7_1145300,7927.983,5619.063,10636.018,12222.26085,10106.281,7469.261,8586.177,13776.257,20040.026,16168.486,18259.81,12843.147,12542.388,16548.969,0.0
PF3D7_1145400,79260.388,110922.604,97956.397,60377.4298,30613.07,23577.511,31711.358,89459.451,113616.258,125630.228,97362.047,178014.827,156198.405,291485.329,185574.2717
PF3D7_1145500,60342.792,20422.755,18806.361,7123.14145,1284.662,4343.265,27386.708,32616.121,25501.308,13123.553,10571.936,28279.095,23096.368,11887.629,0.0
PF3D7_1145600,167.751,7229.886,14638.766,6200.10885,896.636,661.613,4524.905,14513.999,18680.389,15029.509,9770.646,14802.939,27209.105,10240.414,24703.2023
PF3D7_1145700,180035.534,191442.425,190572.195,6438.58295,585.214,333.384,2074.855,10674.526,15854.646,10806.933,8971.883,6929.461,11460.894,2966.519,27322.9371
PF3D7_1145800,27413.903,46478.56,48723.917,5515.076950000001,17089.076,24097.144,20873.01,11725.315,10574.716,9621.18,7511.474,19495.374,25742.519,7601.864,21141.2664
PF3D7_1145900,3544.417,6539.575,3542.87,7490.7205,1269.473,2394.27,3058.983,7062.932,11550.491,8295.417,8933.643,36176.802,45186.959,23570.495,20269.0607
PF3D7_1146000,34591.995,42158.615,29160.044,20921.97745,49044.04,58675.119,53688.135,30173.657,27349.041,27680.413,18724.406,50653.709,60176.795,41936.318,100421.8534
PF3D7_1146100,6694.598,4446.294,4904.085,9706.5161,1770.681,2439.067,3170.191,5594.012,4183.692,5204.968,7944.753,162676.563,250237.209,619588.114,76286.1552
PF3D7_1146200,5070.436,11609.985,9410.289,26656.369749999998,7471.687,21222.137,22322.397,11242.29,14271.615,17281.217,40386.097,330876.93,503738.954,897222.79,533340.2908
PF3D7_1146300,1165592.353,14247.158,13507.916,6608.8204000000005,376.82,132.772,197.808,389.436,1955.294,2373.132,4554.953,15021.27,5706.695,21989.231,0.0
PF3D7_1146500,482.835,2611.497,4356.996,1681.64855,292.842,131.872,102.166,796.523,2567.306,1497.509,3712.017,12249.597,22822.636,7303.797,28568.0537
PF3D7_1146600,105586.809,16873.88,14748.587,45448.8036,6831.08,2495.915,7623.944,13670.913,19887.55,59141.626,78499.334,11153.066,8437.599,8360.39,5997.2088
PF3D7_1146700,3893.193,947.748,2804.333,488.0266,46.668,13.823,0.0,111.213,40.75,209.497,549.875,5407.096,4020.335,607.033,28543.0641
PF3D7_1146800,666.795,503.274,5299.494,3578.7251,478.803,263.076,278.056,290.976,1146.347,2626.231,3428.508,83620.573,90680.901,37201.866,20294.7708
PF3D7_1146900,1507.427,7887.12,17929.221,4584.50145,5761.904,4658.388,3289.124,6821.399,6630.176,4477.249,5795.565,13096.344,8684.646,10433.942,2973.0118
PF3D7_1147000,240757.261,69650.091,62275.965,2129.74365,169.906,113.766,426.636,1068.105,2045.541,1660.687,2537.681,3319.563,1747.678,1854.561,4691.0226
PF3D7_1147100,21809.386,55245.414,33988.238,709.09045,35.577,0.0,0.0,0.0,296.974,49.963,363.907,1100.51,7682.203,6862.997,0.0
PF3D7_1147200,1110836.571,6019.476,4899.828,2522.15825,128.104,39.565,14.634,164.752,1838.188,2448.792,3725.279,64155.832,117888.931,185479.071,80987.4358
PF3D7_1147300,897803.348,63658.06,69279.582,40507.44175,3872.726,11946.996,62710.209,105263.664,110101.542,106135.661,61217.449,54184.202,36535.785,43339.874,26444.3038
PF3D7_1147400,66195.884,38627.553,61106.051,19511.8918,1509.654,1208.902,15936.355,42391.73,43903.174,33607.413,37931.692,17761.118,13147.205,23904.51,35181.0757
PF3D7_1147500,357398.086,27275.262,32004.105,4294.5581,9820.139,19926.722,18656.788,9876.188,6826.51,4315.335,4486.264,6952.686,5598.148,9505.977,6048.1889
PF3D7_1147600,1137787.939,35374.251,58772.283,8347.0944,782.891,768.4,4254.184,10065.536,23346.997,14920.339,16656.262,31339.124,24497.446,15040.987,17497.8705
PF3D7_1147700,144170.706,75868.473,81470.362,19969.13565,2212.88,3340.364,29998.372,62390.213,67204.976,55487.851,34838.398,31794.559,31174.25,11514.751,21187.0468
PF3D7_1147800,1611193.461,11552.943,11341.75,25549.92745,35429.857,19742.513,4692.924,4974.487,9676.195,16970.492,11563.408,5264.015,12410.545,5216.785,357.9399
PF3D7_1147900,311539.728,38161.273,41247.615,19631.82805,45653.167,43998.992,22956.135,40224.302,46690.456,32285.435,34858.226,21893.925,22398.26,34418.76,66186.8405
PF3D7_1148000,725683.015,59667.537,70354.801,12629.5576,1835.338,1582.945,19509.7,39570.579,32976.366,30285.549,18552.629,15820.046,17150.448,9727.098,7896.8026
PF3D7_1148100,1665.17,13883.462,12309.221,,,,,,,,,,,,
PF3D7_1148200,2863735.018,495053.101,747543.48,,,,,,,,,,,,
PF3D7_1148500,80080651.659,389530.67,1385352.129,,,,,,,,,,,,
PF3D7_1148600,214.119,298.631,558.581,,,,,,,,,,,,
PF3D7_1148620,901130.303,244977.531,457165.408,,,,,,,,,,,,
PF3D7_1148640,12719.871,1588.321,4419.692,,,,,,,,,,,,
PF3D7_1148700,1284.987,8759.6,9050.016,52695.303499999995,391054.134,432654.705,26992.973,9901.846,8865.497,14995.36,15109.698,13780.973,22164.827,16120.856,5836.5829
PF3D7_1148800,0.0,74.321,60418.245,21089.836,170296.406,31351.672,9130.618,9298.116,7878.001,8516.756,18784.334,2925.159,6323.022,3625.827,50597.2944
PF3D7_1148900,0.0,5720.527,4836.94,68450.14895,248223.871,112483.795,6269.676,2680.619,5045.652,4889.667,25842.085,3039.171,5576.163,6207.087,35764.0133
PF3D7_1149000,210.102,3436.047,6001.361,6574.68325,1356.422,39093.285,54468.994,54704.746,30783.757,24446.775,12493.511,19379.975,20472.094,17714.955,30635.8988
PF3D7_1149100,0.0,17.773,19140.051,71765.82265,46001.789,178330.281,380379.197,227561.41,81766.952,74975.68,45670.694,127902.275,68859.437,33083.565,44996.6726
PF3D7_1149200,1394.37,10823.243,3594.22,2281022.14755,576221.638,60920.494,9794.563,3855.109,44560.307,137044.493,963462.842,5720.47,1594.393,1154.024,6809.6126
PF3D7_1149300,0.0,64.517,5120.481,11959.7036,6833.151,3788.839,7336.684,4363.823,4669.457,7042.612,9786.245,1014.518,557.359,1096.868,31067.249
PF3D7_1149400,,,,8425.45235,6915.527,147123.011,127263.319,68508.854,29405.266,19781.262,14812.478,0.0,0.0,0.0,0.0
PF3D7_1149600,0.0,1602.907,398.563,163649.7441,155826.455,79304.523,20828.428,5276.755,9676.389,18686.765,84507.986,3215.48,6015.625,3613.096,6622.9654
PF3D7_1149700,,,,14376.66215,7041.853,4010.871,2200.759,1983.16,3674.738,1976.105,5455.007,0.0,0.0,0.0,0.0
PF3D7_1149800,,,,2263.08715,6572.981,14290.367,17151.372,1658.102,91.315,679.691,661.833,1114.804,0.0,667.327,19394.7321
PF3D7_1149900,,,,1732.94415,147.297,21352.996,49903.611,4425.538,1526.505,1818.43,1699.416,0.0,250.532,933.002,0.0
PF3D7_1150000,,,,80.2979,0.0,253.587,635.176,77.599,148.151,128.397,183.389,134.775,0.0,0.0,0.0
PF3D7_1150200,,,,119.5147,0.0,100.592,191.127,45.19,25.02,44.451,130.705,0.0,740.91,0.0,0.0
PF3D7_1150300,,,,253.81685,1003.469,397.784,85.716,21.817,216.822,50.237,120.637,0.0,0.0,0.0,0.0
PF3D7_1150400,0.0,0.0,0.0,810.5525,1263.477,464.937,62.524,20.087,52.714,257.11,379.94,74.781,304.08,167.523,120.1724
PF3D7_1200100,0.0,246.748,950.928,32609.7739,3066.623,6450.952,10358.241,7552.455,11685.405,15235.974,20639.559,23302.735,20831.152,13342.207,14152.2314
PF3D7_1200200,0.0,0.0,605.072,2580.48525,3797.687,2440.915,1476.795,409.153,1010.558,1185.272,1473.123,2702.457,14227.266,20490.664,442.9048
PF3D7_1200300,,,,334.7237,229.184,137.503,0.0,0.0,0.0,55.918,150.414,626.957,5493.256,809.969,0.0
PF3D7_1200400,0.0,946.256,1127.142,829.9370000000001,313.456,84.582,65.291,336.704,631.247,557.6,403.449,18930.601,24383.146,25439.259,25347.8461
PF3D7_1200500,0.0,0.0,3011.852,15161.683250000002,2453.499,776.906,175.624,40.266,372.046,695.827,841.612,1029.138,8385.172,7342.86,0.0
PF3D7_1200600,0.0,0.0,83.86,10273.6643,9149.627,2612.216,414.696,200.733,195.353,428.434,1033.128,1017.724,852.487,736.907,390.076
PF3D7_1200610,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1200700,222949.546,194356.199,157205.134,575073.4161,1119732.262,143668.948,11584.537,2716.317,8246.935,14352.203,200487.574,674.778,166.159,277.199,1248.4686
PF3D7_1200800,2646.667,42751.033,76093.044,52223.47515,42917.467,18346.687,11456.578,6841.687,9662.956,7372.216,17353.84,7015.834,6904.413,6141.004,5137.0158
PF3D7_1200900,193904.019,134737.483,202606.973,16768.1529,78390.614,95450.64,44992.56,25387.471,22124.324,14633.869,17959.753,12492.4,12252.307,7594.927,8942.0777
PF3D7_1201000,0.0,6793.682,2391.11,103987.57045,46180.133,1557248.255,2009598.164,522493.801,237157.131,278233.069,119545.531,347.706,1160.92,5359.521,16376.7132
PF3D7_1201100,0.0,0.0,492.913,21700.0583,14928.657,138159.43,34555.177,5224.135,20752.483,19904.513,20959.28,1058.502,3249.488,1164.104,5978.3389
PF3D7_1201200,1854.414,3019.659,2687.767,402929.47290000005,448758.131,99727.521,10408.33,3811.223,12398.396,27835.586,197622.01,1593.01,9265.825,7976.291,6989.6129
PF3D7_1201300,253969.847,175948.632,145299.787,50171.53305,8526.439,3918.197,3137.142,3642.683,10864.092,13021.576,16290.568,8609.475,42497.869,62048.163,363004.7354
PF3D7_1201400,722726.299,607742.326,498762.337,4358.90965,6947.684,3381.417,4147.742,4124.542,5767.211,7792.139,5340.056,2184.862,4348.576,5746.86,339.4154
PF3D7_1201500,186830.703,162139.124,125918.681,35529.3545,106952.002,87639.646,78555.546,50936.714,51313.997,50838.108,29907.172,70002.92,69067.477,43371.876,210720.3739
PF3D7_1201600,4478.268,14045.35,22621.963,4356.5608,1058.036,243.745,2272.519,4068.192,8324.012,7552.694,5460.778,92015.592,167361.93,86269.507,2225354.4555
PF3D7_1201700,4968.54,7003.307,7352.976,2301.10175,222.771,471.311,1575.46,4319.415,4871.093,3778.945,3306.294,7546.528,4639.471,3791.485,22138.8611
PF3D7_1201800,8553.74,22943.554,32076.872,6091.7568,958.802,1511.435,11343.089,24852.742,29517.037,14303.643,11926.42,11811.377,10424.433,19928.009,15856.3513
PF3D7_1201900,118904.73,44611.918,90580.823,15820.092550000001,13708.676,27536.453,38343.169,38457.302,36260.508,25175.847,25691.612,16261.335,12133.675,9007.518,67258.517
PF3D7_1202000,4979.402,12412.258,16555.454,5212.17155,5209.938,9312.854,10245.03,11623.503,13555.264,7380.647,6865.735,34773.081,39422.245,25468.728,26932.2254
