Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_1202100,70214.221,167693.898,223032.531,35501.74515,15674.524,29414.019,44760.068,85931.245,87417.982,61736.569,54590.166,68544.416,57422.918,89156.888,87893.6547
PF3D7_1202200,72627.632,71450.565,65872.902,49504.6171,5323.078,3868.869,17798.042,87320.844,121147.539,85474.545,73001.253,95247.193,91833.625,119193.871,128795.65
PF3D7_1202300,932.038,1450.599,2353.469,1549.4116000000001,752.016,310.873,411.382,1815.484,4307.982,3137.724,2159.601,12323.667,11895.402,7131.445,60828.449
PF3D7_1202400,27230.187,28836.838,35174.879,36032.79345,4728.012,6111.314,29763.906,55733.76,76603.957,46941.322,51046.801,121231.148,132735.299,142978.111,148712.6589
PF3D7_1202500,15867.959,13865.059,12655.015,4294.44355,9572.276,7724.276,8283.296,6080.053,6447.86,5305.755,5740.622,10448.33,10744.827,7395.728,19589.864
PF3D7_1202600,9277.497,25139.56,32850.041,67698.30559999999,49816.796,57633.788,51851.756,77633.389,101549.425,108234.255,87776.897,187232.42,186030.289,137448.193,71843.6759
PF3D7_1202700,9077.108,11734.107,8769.735,12262.81915,32655.25,27878.062,18689.453,8964.074,14159.811,11070.271,10526.408,2904.367,2387.976,3979.351,144.2212
PF3D7_1202800,156245.31,92401.853,112085.73,17610.105949999997,35634.233,28814.364,27537.49,27941.565,27534.864,25608.48,18494.797,19685.079,15174.607,13430.13,384.376
PF3D7_1202900,222533.368,173149.813,182363.31,151866.9172,169356.259,157324.491,130490.218,223893.173,162355.926,134437.52,138381.262,34300.069,23120.768,21642.089,11186.5866
PF3D7_1203000,155717.852,146080.368,112535.593,41080.3751,17747.554,15391.95,36795.358,70449.163,82801.007,81106.583,44680.768,57390.363,53183.951,85240.406,185925.7745
PF3D7_1203100,27295.748,25079.081,24086.607,24250.208749999998,57336.804,51256.779,32714.219,41492.171,47120.301,31892.534,25834.113,87852.736,106057.861,37319.565,613329.1983
PF3D7_1203200,91059.143,55710.083,49426.56,14347.96795,73826.122,75982.653,36508.948,49357.139,33709.244,23890.782,15861.2,61303.582,73330.219,120499.522,18906.4966
PF3D7_1203300,10100.468,21899.346,19541.6,13167.05185,1331.158,1838.961,13359.85,21490.743,28846.478,25567.193,18615.962,44454.404,44099.62,28275.621,20221.7312
PF3D7_1203400,14247.144,25199.504,29118.845,20244.233650000002,5355.997,4915.233,27722.211,44266.952,44219.687,40041.047,30837.008,21981.42,25010.408,87232.654,9444.8154
PF3D7_1203500,157335.139,104176.926,77642.697,56202.855800000005,205636.198,102161.065,86941.648,90956.287,93371.643,87755.294,53463.903,79228.778,100317.265,121125.828,107187.566
PF3D7_1203600,12573.56,23118.114,14136.623,7851.8826500000005,7236.842,5017.838,8279.124,13565.867,15594.246,6788.455,9044.75,27713.759,36407.797,28602.184,20724.0273
PF3D7_1203700,601384.095,491221.447,466921.387,659408.36505,693348.399,445502.978,586513.162,573432.974,433993.87,387423.058,402527.896,119367.893,103715.05,56704.424,67561.2435
PF3D7_1203800,7999.675,8452.242,7749.601,,,,,,,,,,,,
PF3D7_1203900,7223.16,9150.59,8981.882,164739.44254999998,68194.812,79711.446,112905.367,110440.366,100666.087,98836.699,147655.157,191053.196,250239.174,204489.52,168135.9143
PF3D7_1204000,0.0,368.106,674.181,4752.4881000000005,589.007,218.553,677.887,577.595,2309.734,1399.751,3131.598,17539.181,11668.494,14498.277,915.9847
PF3D7_1204100,6871.521,12290.491,12776.932,28882.5239,1817.175,2899.94,15068.514,13147.002,24933.273,24218.811,20972.216,24280.813,43457.719,35038.203,40739.0598
PF3D7_1204200,3708.843,11803.066,18635.024,18463.026550000002,5856.104,2848.038,8953.793,10648.763,12522.834,7906.447,13608.528,71047.239,44878.035,178431.143,15702.9473
PF3D7_1204300,376374.04,387351.454,340160.31,76172.0444,348336.42,441316.138,479580.01,379162.372,235344.033,140179.801,110871.673,38061.821,40052.025,124424.056,79762.8721
PF3D7_1204400,168.674,2847.365,1446.168,6742.47505,2324.275,753.83,1359.256,917.421,2220.789,3038.471,4131.166,160784.086,170311.976,292673.629,90263.2743
PF3D7_1204500,5431.185,11399.003,23212.383,9329.697250000001,21958.51,29158.48,48324.422,49101.946,45728.167,18075.866,14799.495,65620.011,53340.158,51185.828,47607.1784
PF3D7_1204600,5354.38,13481.418,27830.002,9972.5828,68273.259,59119.467,30006.349,21864.101,20977.824,15580.712,12204.215,61205.519,47974.055,132434.748,74360.97
PF3D7_1204700,19487.623,25075.781,35948.406,9125.2076,1982.753,2230.738,16423.872,28448.978,29126.536,17867.811,14560.686,23522.811,28830.823,38036.379,13658.8767
PF3D7_1204900,1122.298,4623.624,7194.904,119131.989,10922.849,2494.281,1422.401,3408.099,16495.789,41250.984,131432.338,5769.683,5602.439,5102.947,737.8145
PF3D7_1205000,27430.288,18534.416,24289.282,46014.49085,5822.643,2650.804,10524.6,45161.307,74701.156,71843.861,50944.204,62925.073,50704.078,56754.143,2959.0303
PF3D7_1205100,11285.994,41697.548,36253.357,22385.8121,11475.764,26081.211,54332.869,51578.692,50453.334,36000.965,28699.94,35702.967,27862.706,13026.915,14948.4421
PF3D7_1205200,0.0,1875.239,2149.123,9189.841649999998,1298.521,101.711,704.185,3868.024,11778.638,13255.418,15781.865,4555.556,3632.257,3808.688,6028.5484
PF3D7_1205300,21261.901,27434.864,35862.66,8435.10945,1323.94,905.4,8729.07,29789.004,37550.032,21456.391,18384.565,2916.572,2766.858,2536.491,6659.9942
PF3D7_1205400,761.104,10155.429,15074.914,9948.045450000001,11162.297,10927.046,9122.104,11235.408,11540.983,11635.044,12870.088,19590.686,9602.28,7890.42,9578.3386
PF3D7_1205500,47529.253,54919.231,44242.271,288824.86255,111143.118,48828.693,19425.519,62168.547,70353.223,78624.591,140714.875,433517.3,555343.018,238231.012,495552.1312
PF3D7_1205600,143798.953,215323.966,186490.84,40008.89055,6606.929,43478.166,236305.134,219455.696,135752.141,109849.758,64266.572,164223.767,168483.515,66651.729,434319.3339
PF3D7_1205700,28243.845,8838.714,17922.374,6489.793,2691.119,3606.52,6666.71,7909.182,7155.93,4677.747,7925.155,46803.374,84427.427,38148.343,134611.4671
PF3D7_1205800,11459.832,29948.964,43501.923,70105.89925,71209.832,56950.808,64478.803,71705.714,59365.698,81613.33,76013.721,22849.85,21144.923,30656.929,29252.528
PF3D7_1205900,57053.627,29715.415,42865.919,67817.8985,47672.974,76111.042,61214.497,71340.718,109233.359,93186.561,78148.836,61463.0,77727.532,53014.927,106220.2298
PF3D7_1206000,3314.139,9102.023,8711.562,84574.4323,8836.626,1458.34,798.239,19372.231,82627.12,104935.413,145518.937,9548.34,8538.803,12046.142,63298.7787
PF3D7_1206100,103397.545,60697.32,41958.312,21071.81125,1755.632,659.444,855.708,5297.564,20041.42,17062.78,28785.16,85203.503,70553.681,88860.005,18360.7132
PF3D7_1206200,121307.911,79084.598,96072.469,48542.05635,194525.916,229554.898,215594.877,154013.132,87456.799,84321.249,51429.72,24543.365,19923.364,11990.553,9426.9455
PF3D7_1206300,11930.051,6685.471,10919.477,165549.5126,6867.86,5631.042,5113.124,18490.675,85114.28,135001.871,142093.208,14380.567,8767.555,11426.487,412.2711
PF3D7_1206400,62322.717,80573.831,77360.574,2742.1323,431.135,48.698,189.645,774.243,2414.018,3987.705,4647.425,1117.79,568.9,1457.576,0.0
PF3D7_1206500,1019.517,18842.766,9761.405,7201.146000000001,3796.757,2900.295,5177.15,6371.449,7147.236,7977.576,7871.048,29695.672,23201.357,22763.976,893.6601
PF3D7_1206600,34159.814,33773.701,22758.129,21184.53535,101339.899,107993.925,73783.19,43198.802,32611.082,27272.688,18951.99,52821.68,55025.184,64391.588,43842.7643
PF3D7_1206700,26735.88,31401.147,45360.022,59133.9684,95667.645,131579.882,115034.764,100972.634,61539.84,55928.665,58949.254,9988.396,13598.18,5194.373,15617.4877
PF3D7_1206800,18518.416,47137.4,33387.514,12184.1011,10030.251,16075.527,19551.26,19377.084,15204.259,14665.633,14743.342,27096.021,17488.371,9664.193,2271.0506
PF3D7_1206900,4189.734,13640.934,15211.963,11107.197400000001,3283.868,2708.01,6754.761,10293.869,15269.094,9737.916,12000.7,18161.839,22068.105,11096.976,44788.787
PF3D7_1207000,19727.471,28734.739,38473.522,25054.32515,2425.409,2318.838,19979.947,47189.46,51777.443,56772.958,39725.203,28145.703,22143.383,11393.735,101070.3939
PF3D7_1207100,22216.16,39359.321,43550.974,136104.9557,168888.674,143127.379,119548.787,97533.726,109679.491,146431.108,102044.35,25604.026,20547.854,16155.654,23704.8087
PF3D7_1207200,26539.469,21185.531,17553.591,1041.4326,272.642,177.959,3422.604,5119.765,2806.916,3225.722,2638.303,2353.476,3786.979,2069.555,3114.4353
PF3D7_1207300,24899.028,13607.789,8194.801,1172.79375,231.436,185.28,618.919,306.615,772.884,545.344,772.316,128367.625,138134.005,282218.966,18705.558
PF3D7_1207400,2096.319,5449.417,2550.779,7689.39025,1217.969,171.739,608.887,1881.702,3583.694,6314.433,6392.917,14277.813,27991.516,32957.176,6890.7505
PF3D7_1207500,2410.698,13366.72,12138.025,12135.117900000001,3361.859,3700.359,16523.315,35129.983,40331.376,34372.967,23618.872,47110.132,38698.401,57635.038,43582.7558
PF3D7_1207600,50787.595,103952.017,189746.355,13642.7088,40054.679,47922.539,51093.361,42034.291,36246.61,26161.647,19890.197,141330.553,87520.929,53908.544,70369.4126
PF3D7_1207700,0.0,16621.96,22107.433,5213.3894,507.703,386.851,776.629,1322.23,2310.673,2625.733,3754.683,83172.485,112492.835,203316.923,10102.1726
PF3D7_1207800,2563.09,49952.933,29259.517,4484.3781500000005,958.58,2594.977,5730.005,5593.462,5294.728,7048.463,4631.875,39578.892,42207.385,10084.393,307913.7206
PF3D7_1207900,190489.822,143359.011,153097.142,3345.31265,2137.483,6080.124,17157.508,12906.008,10780.117,7947.485,6601.614,13734.192,25510.298,13943.499,27030.576
PF3D7_1208000,0.0,56610.094,71900.06,6185.35725,760.415,2405.931,10309.321,12881.123,16525.4,8752.838,9783.696,63894.076,58217.244,11193.287,27609.4871
PF3D7_1208100,4538.602,14716.938,14182.81,2823.39465,12184.23,12170.148,8244.349,4905.062,3767.31,2861.088,3551.439,3374.24,3039.168,2251.945,913.6583
PF3D7_1208200,916.55,1192.954,1292.274,697.10545,405.586,111.249,132.944,179.967,552.233,516.735,931.452,4703.082,2603.736,1878.967,332.0874
PF3D7_1208300,130713.493,94260.45,96112.952,18820.9318,2771.216,42493.227,132735.36,94335.829,60091.501,38070.708,33199.511,4583.459,13663.172,21306.065,1453.4724
PF3D7_1208400,6332.607,16371.395,46259.853,5769.974099999999,5681.983,11314.011,2752.491,13917.986,16461.961,14206.842,10539.632,2955.928,2408.188,4725.596,4109.0795
PF3D7_1208500,7265.92,12590.823,9891.744,625.8818,542.553,2446.947,4511.093,3125.591,2389.194,1947.484,1201.641,5826.346,8089.851,6594.522,9611.8712
PF3D7_1208600,275138.748,147909.699,120379.713,13793.001199999999,19343.828,70158.549,77666.608,57514.375,36668.888,27738.103,20455.05,5600.505,20228.107,13221.379,633.5161
PF3D7_1208700,86592.042,10822.254,15643.214,9894.43835,2185.761,5925.448,27266.123,35818.954,38472.405,25728.556,18957.968,16599.628,47574.69,57732.129,34954.3589
PF3D7_1208800,17822.773,25325.754,21561.546,15796.3572,30562.779,20210.163,12869.892,20676.82,24907.909,19218.623,16997.512,88594.962,97318.782,143093.838,47930.5685
PF3D7_1208900,29862.403,46136.036,56596.652,26728.21265,7808.154,24403.051,39586.341,63105.488,53343.974,55739.606,48898.154,100163.608,116101.232,59858.03,142950.0391
PF3D7_1209000,13157.997,20607.142,36755.089,10013.1567,35178.993,46165.585,51384.135,50518.606,30038.066,26105.383,11860.986,28014.003,9217.38,18326.288,13711.227
PF3D7_1209100,1793.926,8753.434,7152.495,3791.13275,1999.226,3344.052,4319.279,3994.482,6223.203,5199.062,4035.893,16872.981,18697.626,8216.932,196.5588
PF3D7_1209200,24710.949,37177.892,47442.468,31338.857050000002,65241.945,61462.262,59015.691,69394.422,64651.536,58302.223,33265.804,55013.509,28811.426,15367.282,4945.5686
PF3D7_1209300,28628.969,25251.467,33713.995,88229.555,12139.206,22678.823,35736.114,63895.55,91178.014,125312.414,118604.258,86903.107,71962.922,67042.871,61496.446
PF3D7_1209400,23433.77,43224.234,19709.191,94507.26444999999,11068.466,5576.634,18253.319,27260.092,39544.843,73154.191,115480.073,36001.453,23476.79,32027.737,32991.737
PF3D7_1209500,12954.498,14986.358,11896.666,31678.504,3086.691,1082.782,8555.88,16726.037,30259.922,32213.596,50824.236,11416.849,11008.553,15360.879,35766.2436
PF3D7_1209600,26591.639,39732.476,27759.59,24410.793700000002,1864.112,536.927,2059.892,9293.088,28531.786,21120.719,36599.052,94220.992,69209.105,82988.47,4121.3072
PF3D7_1209700,15999.624,18555.861,27900.432,9490.28135,1860.341,8128.137,20916.342,22915.24,19340.022,13745.957,13503.575,84613.88,63623.04,33021.455,40561.9185
PF3D7_1209800,10210.252,36252.929,34571.717,6925.85065,1941.151,7351.712,18222.35,18538.759,16457.835,11636.52,12640.399,312146.109,248381.107,206110.998,172731.5432
PF3D7_1209900,54352.663,30660.824,34500.703,15442.55095,1094.61,5810.705,22694.806,36809.406,49759.03,32097.446,26699.87,21201.588,35360.881,45674.223,78654.7537
PF3D7_1210000,40043.41,15798.377,23647.004,13258.548200000001,1329.212,7835.779,22599.339,36698.364,42046.568,26547.281,20494.873,27281.001,21070.655,17586.905,5008.7799
PF3D7_1210100,39963.245,25379.869,33030.338,29547.57935,3440.7,11941.456,20717.518,32902.838,45433.957,32637.854,51136.63,25690.893,26353.188,35161.321,0.0
PF3D7_1210200,0.0,7636.592,11636.693,4595.3876,585.159,235.192,145.828,256.347,1906.57,3018.31,4458.516,325948.619,515649.961,770917.894,234519.1883
PF3D7_1210300,6773.02,16711.34,21714.716,5289.416950000001,20285.38,28939.654,23967.881,12102.322,10449.529,8683.736,7271.965,5093.255,11937.4,16223.864,1113.17
PF3D7_1210400,2442.095,29682.278,43340.703,16238.4697,32486.206,26318.672,18950.23,25311.69,26653.734,22003.863,18761.167,25537.167,14626.368,11760.08,11829.7633
PF3D7_1210500,24796.543,27259.168,19853.281,853.5444,2984.292,1724.207,1208.749,960.108,1067.888,273.718,948.003,16257.844,12562.782,10004.541,27897.5861
PF3D7_1210600,51265.659,61600.456,53845.143,19814.355349999998,67957.165,37671.837,37649.542,39354.906,28659.933,24686.163,22363.755,83052.629,74823.077,49839.588,60180.8095
PF3D7_1210700,5130.247,24557.138,23628.878,6077.78695,2569.639,569.873,5437.387,19157.403,23937.626,13043.584,12424.459,13177.302,10344.958,11824.781,7257.6755
PF3D7_1210800,0.0,41153.909,85265.788,,,,,,,,,,,,
PF3D7_1210900,14147.838,8289.365,12252.372,8298.96715,1727.668,2034.76,10307.583,23616.274,35668.229,15579.585,17853.507,11182.576,13686.232,22488.117,14923.8439
PF3D7_1211000,867.151,3074.401,3890.82,19178.11155,633.59,861.028,3596.275,7901.047,28051.442,31736.197,20131.994,83752.438,134816.651,165061.515,51306.991
PF3D7_1211100,3310.374,4125.476,7830.495,42573.8482,4188.179,8679.824,12209.732,21250.464,41338.699,48293.646,39713.926,103897.657,92281.872,63310.742,8705.1495
PF3D7_1211200,9285.159,12716.993,20807.806,5348.340200000001,15308.729,12741.061,12190.163,11596.323,10487.466,9133.215,6702.845,11742.677,13107.652,11785.912,25600.5067
PF3D7_1211300,13005.135,25672.655,20581.219,11991.1116,1826.21,1169.153,6485.474,19602.486,24809.731,29283.059,16806.506,26447.73,15360.18,16206.244,3796.6534
PF3D7_1211400,192397.712,287069.406,222584.924,80968.63010000001,177453.024,173119.705,183287.712,178348.848,130772.453,96709.763,84087.798,137474.101,127206.602,74089.719,90169.4455
PF3D7_1211500,19283.29,25795.833,32944.689,8247.895550000001,14733.806,18545.002,22471.206,21075.84,19920.218,13531.914,11733.054,10837.508,7573.169,14922.101,0.0
PF3D7_1211600,9778.482,12985.878,21131.854,18366.10385,18174.857,27788.658,39357.604,41061.464,49423.505,51726.256,21580.356,23842.751,16461.174,10656.764,29597.0384
PF3D7_1211700,38433.157,74838.183,57479.698,77278.98835,7612.696,4029.164,58317.029,190194.309,217073.667,155678.694,131433.79,168825.32,159572.169,84627.942,814222.6397
PF3D7_1211800,51164.88,62411.213,62622.729,334619.1266,72062.899,83196.803,81578.582,233904.611,664156.314,419987.411,503372.898,217068.504,192898.671,225647.965,175410.2743
PF3D7_1211900,13931.241,33690.849,11526.504,98902.2027,102155.64,156317.072,132548.454,108449.526,93368.417,95175.34,162855.152,58629.329,67157.552,67482.898,57582.2375
PF3D7_1212000,234456.375,65322.641,104060.9,14391.76685,14096.268,22519.415,60207.926,102401.304,64496.477,37819.985,29907.405,6880.776,5803.106,4594.238,14085.9305
PF3D7_1212100,88885.694,43364.156,44832.333,12119.3083,6284.838,13181.207,27333.23,40157.338,37057.331,23107.272,16395.633,2609.036,5645.886,4320.757,0.0
PF3D7_1212200,6748.93,5128.212,2199.88,2411.4039000000002,298.599,2637.576,11254.339,7932.148,5919.799,4027.648,4705.594,1137.826,3432.874,912.923,354.9474
PF3D7_1212300,0.0,1750.534,2892.612,9353.5808,1290.215,2928.518,19684.898,24303.935,32018.538,27667.596,14174.962,10333.274,11151.805,5615.102,94719.2935
PF3D7_1212400,9940.516,12155.094,18700.544,6234.958500000001,1048.903,5315.358,22869.473,26952.827,26843.123,20383.803,13568.498,11361.517,5429.296,6226.468,0.0
PF3D7_1212500,120027.445,57679.553,71659.141,27944.94885,87560.625,48778.936,46292.659,110962.308,107735.376,59816.014,44257.411,26153.974,29393.183,27690.155,44055.9438
PF3D7_1212600,22141.498,21043.36,49629.944,6680.74595,7527.883,11883.809,18789.0,28406.75,20527.589,15068.999,9899.631,13848.034,21314.425,19351.381,1703.0483
PF3D7_1212700,298142.702,375321.646,274413.142,167363.4031,399294.303,388294.718,319218.255,264614.163,168793.887,169172.551,121233.894,141675.586,149347.462,118774.781,84211.6983
PF3D7_1212800,179843.309,65551.96,57185.39,27213.76815,9316.792,4208.913,12799.555,36488.28,44480.635,36562.296,37163.718,41702.76,36244.159,30351.767,41739.2204
PF3D7_1212900,38731.901,31867.125,52676.625,314379.1481,87182.52,84371.292,89215.345,64732.738,29543.834,33191.033,73891.068,71746.39,85293.67,43002.915,42020.6292
PF3D7_1213000,0.0,905.65,2917.849,,,,,,,,,,,,
PF3D7_1213100,0.0,0.0,1794.596,,,,,,,,,,,,
PF3D7_1213200,18874.364,12373.55,31741.295,17456.651250000003,8869.922,22889.251,55118.291,37939.465,26081.676,13640.506,14285.359,49381.244,15119.263,32601.44,55309.4625
PF3D7_1213300,0.0,4892.619,4397.162,2670.4238,1936.221,322.166,494.15,1824.714,5676.155,2758.026,2305.918,32233.852,30009.458,16451.018,0.0
PF3D7_1213400,0.0,0.0,1012.39,15474.4186,1750.808,441.703,318.372,1935.388,13996.782,9709.836,14915.848,162976.945,235427.344,232762.156,59451.6426
PF3D7_1213500,1948.282,961.702,855.905,6163.11405,692.536,1328.164,6596.042,8560.479,13431.571,6313.405,10458.14,121597.491,130750.146,218095.024,306024.583
PF3D7_1213600,103867.536,60495.593,72060.861,11075.7798,2080.023,7421.393,43553.275,60182.97,40311.34,23366.396,21960.323,70689.142,59667.558,62720.917,16775.3846
PF3D7_1213700,104450.975,234677.498,169615.648,19004.1591,51981.199,46789.599,60912.43,45587.436,28316.852,23403.864,22237.956,26201.861,36132.2,55751.428,37890.2152
PF3D7_1213800,169280.063,55779.035,50315.074,30623.029300000002,127239.468,124451.413,102887.62,86696.502,51802.27,36181.707,25468.66,14653.989,16501.28,9443.439,2839.711
PF3D7_1213900,63504.541,51035.371,38088.202,129331.56425,94646.478,75417.284,40299.691,34014.231,29340.65,20921.453,35986.099,48234.923,54196.638,44794.839,26619.8201
PF3D7_1214000,11361.316,10766.537,15938.806,4547.3356,590.417,317.692,8697.651,17790.584,11592.382,7064.748,7926.861,5861.412,7093.706,4858.753,0.0
PF3D7_1214100,32209.554,15706.088,22718.21,11945.97105,4551.499,2563.995,23927.552,52975.627,48824.472,29334.502,24809.116,69312.296,73732.804,34298.297,22746.4208
PF3D7_1214200,5207.999,3682.243,4777.031,8019.21965,5289.172,5221.095,30472.322,31656.259,25236.231,14232.982,13443.249,43710.486,32270.15,40406.948,0.0
PF3D7_1214300,45598.513,10580.627,19715.66,11474.0343,33504.29,50267.744,51905.432,56884.093,47615.936,21618.654,18719.946,22037.035,35564.944,31588.885,0.0
