Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3
PF3D7_0611600,252.292,228.8767,133.7301,3.1052,3.4581,3.2585,149.7907,152.9906,251.02,21.465,109.5811,238.3533,17.7874,118.6886,63.8578,2.1035,3.3273,7.7792,336.7849,107.1318,323.9743,20.2699,4.1684,20.1213
PF3D7_0611700,745.498,389.1782,482.4634,2060.8811,2246.6928,2249.9377,279.1041,220.9361,336.3495,1195.2302,808.4033,897.342,259.9606,233.0138,235.0708,1995.4143,1344.2497,1127.3044,409.004,337.8211,226.6531,1140.6528,1635.8683,1655.7425
PF3D7_0611800,131.6794,231.1982,147.8651,98.8611,204.4762,157.5459,174.9591,205.9962,242.9477,142.0045,162.241,153.9187,113.5327,295.3921,224.4736,223.8923,153.4171,202.3705,188.0998,225.2058,329.3737,116.2798,108.6418,116.2257
PF3D7_0611900,155.3906,113.0613,189.8731,15.7947,72.1404,70.9451,62.9928,84.5339,175.5674,125.7113,171.6158,148.0751,10.267,69.051,79.887,100.5746,158.3178,166.6011,100.7731,72.4479,105.0154,10.803,10.6135,18.5989
PF3D7_0612000,240.5725,171.6473,279.863,22.2462,69.1531,81.9015,76.2741,134.052,247.9571,209.5118,225.2464,227.0649,13.8211,112.0222,104.1557,111.1786,191.8282,186.9051,152.2305,90.4641,158.891,16.2483,18.2225,30.3543
PF3D7_0612100,262.3621,276.9395,378.9791,584.4879,595.128,528.2858,114.0174,162.9342,272.0791,384.9093,402.6158,364.8039,61.1028,191.7661,137.0268,478.7725,460.9414,487.0158,184.6616,361.7529,186.6182,470.1768,544.387,567.4739
PF3D7_0612200,179.3346,239.3251,163.6932,2.7644,0.8248,2.5819,83.6361,163.3555,188.3928,65.4675,120.114,172.5953,11.0475,155.5411,60.2814,0.7445,9.1108,22.8925,185.8451,170.6185,324.6738,10.8017,2.2916,6.8869
PF3D7_0612300,45.8914,24.4446,61.7784,0.831,2.6184,2.5938,13.7781,28.9861,60.4143,22.3327,22.8254,45.5238,1.0538,20.6388,20.1166,5.4418,8.9389,10.2172,37.4478,19.7964,22.0268,4.1798,0,2.0193
PF3D7_0612400,166.7759,91.7008,138.7418,0.8768,5.0647,7.0696,48.759,65.6957,121.1363,55.1917,78.1937,97.8408,1.8531,69.5285,44.3784,13.1235,33.5332,41.4864,105.0944,19.3731,79.403,5.6128,2.46,7.5752
PF3D7_0612500,79.3272,61.9599,36.9655,30.6633,77.6833,48.5003,59.2551,41.7542,79.0276,62.601,54.7995,38.1929,13.6619,55.247,79.334,77.5273,43.5816,38.9044,83.7439,60.0848,41.7363,30.3156,22.6709,49.6735
PF3D7_0612600,240.6095,120.6177,248.007,59.9782,65.3245,66.3162,119.4793,219.4445,188.1817,66.3677,92.9549,122.9466,23.0644,237.8882,82.7926,68.9713,58.8747,59.6572,153.2594,70.0831,153.5255,35.6431,51.8291,50.1597
PF3D7_0612700,641.1025,739.0317,518.9505,29.4762,37.7584,44.5496,1156.9808,1330.1917,771.1326,70.4637,173.6567,296.1226,145.5221,1348.9078,473.4363,26.7715,37.4527,56.1364,1112.308,413.0396,605.6937,107.5638,56.7577,67.2216
PF3D7_0612800,38.1885,38.8511,63.0179,47.1612,43.3914,38.9118,14.8213,44.6958,50.9143,24.9889,39.5219,23.0253,12.2551,63.4148,25.3085,35.078,39.0405,34.3499,24.4581,30.4291,36.1184,24.5697,33.3517,48.8457
PF3D7_0612900,173.24,262.5892,308.8173,712.9664,781.6807,715.4905,95.9759,137.4028,224.0938,337.0986,344.7875,236.2106,95.1214,235.7471,149.6204,655.8309,506.7735,502.9377,106.8325,537.2053,217.8446,749.8421,781.8472,706.5915
PF3D7_0613000,256.2606,193.6197,222.9243,3.3988,21.6319,42.9636,68.0435,88.5174,180.9836,329.4101,274.2514,306.7658,9.4818,73.7479,48.3176,153.1243,304.3345,279.7475,130.5706,234.3058,104.1408,12.4328,3.0038,14.3153
PF3D7_0613100,92.8995,168.7482,67.1639,66.3962,65.0963,61.4084,137.2778,157.2884,90.9793,60.9402,74.4433,78.716,27.5988,139.3573,61.431,77.7516,63.7106,54.8219,129.7905,110.7492,60.6139,58.2682,45.9642,51.7359
PF3D7_0613200,118.5344,91.0007,110.6115,2.4062,1.6246,4.5598,45.2367,51.0673,84.0557,112.8487,161.9028,121.6498,4.7948,57.512,43.4959,7.7175,57.516,64.546,92.6258,55.5395,59.6777,6.287,3.6166,10.3016
PF3D7_0613300,195.0364,243.9903,131.5955,4.8593,0.9985,2.1431,348.8626,377.3341,303.0984,4.2199,25.8449,80.9242,30.542,293.3534,150.2334,0.5929,2.462,4.0735,433.8572,76.6974,381.2182,28.0639,7.0022,14.4602
PF3D7_0613400,730.7653,659.6965,608.3534,8.7678,14.5803,33.4478,279.6325,502.1568,418.9642,280.5579,378.3324,415.9293,32.1197,385.5264,185.982,75.87,145.5432,133.3881,517.4904,511.3189,463.5067,29.4003,9.2251,25.448
PF3D7_0613500,95.6004,73.8453,141.5317,24.8166,73.9855,60.2285,37.3927,51.161,111.6796,89.9827,111.1212,121.7149,14.785,57.9811,44.2207,54.0479,83.2981,99.0123,60.8385,44.3234,113.4296,8.8755,15.0086,17.3576
PF3D7_0613600,86.5789,107.5709,118.3982,4.2138,9.6257,13.9977,294.2384,265.0279,190.0554,43.4601,70.6073,66.9475,28.4729,195.4551,162.5443,10.0238,41.5129,57.4598,190.2684,67.0243,193.623,27.14,8.4871,15.1639
PF3D7_0613700,159.3755,212.328,162.9268,52.7381,83.2062,72.9375,91.4031,160.9726,167.0722,128.0209,154.9631,136.0923,14.1413,119.2462,74.6457,80.4877,98.5736,104.0434,201.4898,134.6723,190.4885,8.1445,28.4369,28.1644
PF3D7_0613800,299.7082,305.3772,152.1738,1.7277,1.0744,2.1287,120.4946,228.1632,221.0107,58.2205,135.2665,291.136,21.4767,149.5584,68.3887,1.1909,7.173,17.4563,329.7411,108.4516,614.1668,16.8606,2.6311,11.1218
PF3D7_0613900,166.4607,385.747,117.3984,19.5367,7.1426,9.0053,1456.9765,1538.771,590.9191,14.5492,32.4115,43.7243,455.4495,1247.4968,910.8038,6.3235,9.0641,5.9429,781.7711,157.4822,953.1402,187.1464,36.6011,61.6951
PF3D7_0614000,341.8614,410.8239,350.7938,15.4966,51.8067,43.7983,504.379,514.5193,493.1952,361.5968,354.0211,360.9586,179.7998,511.8288,460.2538,91.2048,222.8385,260.3586,449.4407,304.0737,514.0876,83.2456,27.6026,40.3245
PF3D7_0614100,34.5623,61.6952,53.4587,3.3454,3.3093,3.3997,27.8945,48.7465,76.3936,11.4147,16.9373,34.4343,2.8611,47.0854,14.3819,2.984,3.8124,8.0872,50.2161,48.7516,74.2385,4.5536,1.2279,4.5372
PF3D7_0614200,27.8862,19.6901,44.8984,55.2767,49.7858,38.8443,21.1377,19.6617,25.1467,36.8479,33.8686,23.1596,3.8868,26.111,15.1184,41.9222,39.1594,46.3083,31.9442,17.6245,22.8319,50.2612,39.1437,49.1392
PF3D7_0614300,484.848,341.9924,405.951,580.2407,556.2051,491.2616,195.9375,298.6992,438.3921,405.0594,434.8001,613.2067,34.975,240.9663,167.9052,232.4799,280.5349,360.6625,399.8381,205.6105,440.33,140.8503,447.8042,535.3164
PF3D7_0614400,32.7795,27.813,29.037,163.5758,125.6841,94.3156,17.8812,32.3696,47.4627,40.5187,43.044,37.6829,14.0884,35.2241,26.9634,47.6907,48.9698,53.8984,40.6713,21.8714,27.5682,55.4845,100.8929,138.9396
PF3D7_0614500,789.1772,472.3914,825.5988,1672.1566,2203.4883,2142.7817,270.6804,272.201,535.3083,1546.3241,1032.9771,1130.2446,201.308,359.0501,308.3835,2511.0401,1844.5582,1622.9561,449.0594,676.8226,437.3556,1113.5587,1573.7091,1474.6644
PF3D7_0614600,12.7245,12.7085,11.4197,0.128,0.1008,0.0999,11.8058,21.4985,22.7219,0.5579,2.0836,5.4542,2.9219,21.5853,8.8738,0.1198,0.306,0.5723,17.3638,1.9888,13.4025,1.1707,0.2694,0.2074
PF3D7_0614700,120.0387,115.4245,62.5426,2.0091,1.7804,4.5071,241.7566,129.4476,197.7468,5.6545,23.2483,39.1974,28.8205,101.1057,90.774,1.0572,2.2511,3.0877,300.751,17.1671,154.5974,22.9664,7.0021,10.6792
PF3D7_0614800,194.1229,181.726,224.5333,17.8473,166.1778,158.4278,200.7477,157.0593,241.6681,332.6051,261.1665,215.2759,11.0258,122.0282,122.1917,329.9231,348.585,344.2359,249.5447,145.3533,254.9268,18.1351,8.5063,23.4756
PF3D7_0614900,184.2024,135.2579,171.6226,2.0175,4.1319,4.2505,104.4604,97.2162,162.9248,62.4241,103.5084,164.3185,8.869,76.3892,48.542,6.2282,21.5407,41.4166,161.8083,73.9716,187.699,8.4256,3.6794,6.8089
PF3D7_0615000,63.6246,73.663,67.3358,189.551,92.8638,106.1641,53.0403,46.9273,50.5091,85.3877,73.9066,51.6864,24.288,56.9784,33.4292,75.9954,61.9652,53.5199,62.2297,102.267,52.9557,126.8391,113.6163,131.5998
PF3D7_0615100,44.597,35.0732,73.2736,3.5112,0.4149,1.9179,18.1922,26.3088,68.125,7.1407,14.1091,12.9758,3.3394,29.1441,16.2266,0.8212,0.4197,3.3358,24.293,37.6396,42.3457,5.4587,4.9873,6.2568
PF3D7_0615200,35.6017,30.0522,45.6347,0.9711,0.8605,0.663,10.0626,21.1697,34.0376,6.3478,16.2998,22.5874,1.5393,21.2612,10.8186,1.4762,2.6114,3.7989,18.233,18.104,30.7262,1.8871,1.0217,1.5731
PF3D7_0615300,126.1165,81.6419,132.2785,2.5093,7.3674,8.0992,22.8115,31.9753,71.3987,69.2586,75.4216,82.0222,3.616,39.957,19.0767,17.1791,41.3059,42.1985,56.5908,69.5827,95.3848,6.05,2.5202,5.5432
PF3D7_0615400,418.2027,820.7014,450.9681,340.5535,278.7092,231.6477,168.1676,329.2675,452.0162,366.4946,465.7541,400.9922,55.0775,484.8095,210.3925,213.0602,256.1337,277.5211,358.558,1138.9633,953.3175,358.5026,373.0229,353.7522
PF3D7_0615500,385.1496,552.5564,288.4156,3.7576,2.3545,8.9296,111.1503,195.3881,234.7972,185.4657,311.8904,283.0023,16.2443,163.8736,84.4781,14.6201,66.5491,65.8632,303.0514,374.2434,264.9574,26.9445,7.997,13.9038
PF3D7_0615600,59.2416,44.0069,89.8365,112.9668,114.9498,93.7277,18.554,35.2688,62.304,77.2944,66.7446,70.5292,12.8369,45.9406,27.429,77.2987,87.1118,98.332,35.1057,46.7885,67.7929,117.2249,124.916,130.4488
PF3D7_0615700,333.098,252.2765,323.7721,178.1025,137.172,145.8989,117.2362,225.1722,251.9337,264.7054,273.2247,238.9146,19.4906,256.0024,93.2784,188.551,219.3038,191.8073,206.9994,315.2689,154.7693,106.9423,162.8835,136.431
PF3D7_0615800,122.1645,120.386,138.0296,8.8149,28.0873,25.2894,43.8172,72.7782,118.4555,114.5703,135.8581,130.2454,5.9672,65.8415,35.8071,49.7252,70.0245,86.0061,97.5635,99.2618,123.2353,7.9401,11.4363,12.2398
PF3D7_0615900,119.9434,151.0498,137.1604,42.1412,94.8935,86.766,37.0733,72.9402,113.182,141.9798,139.7551,123.8842,6.3988,90.9754,43.468,84.9264,120.5098,134.3449,72.6716,222.615,176.8269,5.8619,19.5149,22.093
PF3D7_0616000,75.9051,100.5883,102.7111,45.1329,116.4676,112.7305,23.8938,47.0117,79.756,88.1044,102.1658,85.0465,7.0675,59.2807,31.8649,92.621,110.3657,109.0757,49.3445,163.8937,74.8769,5.4966,19.8915,22.3944
PF3D7_0616100,53.649,70.5544,34.6048,23.6235,35.0778,32.2058,23.3541,44.9007,36.6607,62.7166,56.9034,45.097,4.132,37.9778,28.3839,40.3887,44.461,43.7039,35.8431,62.4349,33.8272,22.3489,29.4266,32.3309
PF3D7_0616200,284.4605,333.3237,212.253,7.8675,31.3565,38.2091,240.4421,228.6101,327.9461,211.8589,237.9576,269.6635,28.1433,208.5956,116.1574,87.2212,155.3622,197.9238,365.9182,343.9484,276.233,30.9276,7.1659,22.9222
PF3D7_0616300,44.6464,45.9924,43.7403,59.0334,74.2573,65.1685,25.133,20.6916,42.5584,65.8119,64.2442,55.5101,4.3523,23.9271,13.3437,68.7102,72.7434,72.888,38.744,44.7909,36.9957,68.0066,48.8712,65.0521
PF3D7_0616400,26.3786,12.2494,29.0686,9.1405,15.7055,10.6594,6.4532,7.6559,19.6308,25.7533,26.2096,36.4647,2.229,9.1907,7.9576,13.1551,14.0458,20.4329,16.6422,4.0053,18.8363,16.8559,12.4178,15.3768
PF3D7_0616500,3.879,5.2255,7.3383,0.294,0.6369,0.4589,5.5606,11.5856,7.0791,1.8153,1.4956,0.8309,0.4661,9.993,5.9854,0.8252,0.615,0.8216,4.5505,2.5125,13.3467,1.6806,0,1.0717
PF3D7_0616600,204.0215,181.4046,277.6544,3.8253,9.8508,14.9244,61.7449,104.1563,187.3868,152.597,163.1396,182.9416,4.4776,99.2335,42.738,42.5288,78.4251,98.0089,140.4997,161.9832,215.0679,6.5928,2.322,7.6268
PF3D7_0616700,40.5937,35.0412,61.6589,9.1723,28.5158,21.3193,11.7291,16.6395,43.6683,35.5781,42.386,30.2905,5.3207,18.3668,14.2798,27.2021,27.7561,35.2276,30.2023,28.3991,39.7009,1.6062,1.1293,4.5841
PF3D7_0616800,126.0117,94.8304,159.1475,41.6102,124.4605,129.576,39.3428,54.9935,136.144,150.695,141.8147,150.813,6.4437,56.7715,47.262,80.9012,121.1209,146.2769,81.6085,92.0534,102.5409,6.4006,17.3507,26.4814
PF3D7_0616900,86.2374,146.0981,147.1301,83.4241,96.222,82.1425,32.9736,51.1868,101.968,95.2813,104.7655,81.2145,7.0668,54.5599,38.0176,102.9615,95.7773,101.1553,62.7557,194.1095,107.6076,58.2513,68.0153,70.145
PF3D7_0617000,57.9368,72.7539,114.3231,109.9541,197.8133,192.5958,22.6284,48.4745,84.6475,128.0033,120.147,76.2202,11.7006,57.6911,42.1336,246.434,189.495,175.8384,30.6593,143.5093,66.2372,36.7059,49.6732,88.9364
PF3D7_0617100,70.3938,70.3052,67.2038,86.4748,102.0389,82.1723,94.6216,95.4201,76.996,65.8834,65.5603,65.9163,38.1776,86.7239,61.6913,75.6027,83.7872,83.7158,100.4291,37.2219,94.1683,179.3769,85.122,118.8145
PF3D7_0617200,558.5975,413.1548,450.3019,911.9379,981.3983,919.7203,217.3099,259.6674,400.6,736.1188,568.8396,759.4955,103.8104,303.2629,209.3495,753.8749,716.5358,782.8167,416.6024,417.0311,640.1128,633.4348,835.9791,840.4209
PF3D7_0617300,290.2681,584.0883,142.648,10.265,7.9137,10.0549,339.4775,545.1116,268.6858,87.2477,206.1837,197.1275,27.9725,405.1018,145.3914,5.7208,27.6694,27.5849,425.8854,401.7472,180.6167,33.9546,4.1363,36.0883
PF3D7_0617400,15.9521,52.2666,5.7403,4.3772,1.5672,3.519,34.259,51.9635,27.8644,9.2487,18.0139,13.927,4.3732,67.5319,25.3588,2.3266,6.8565,6.6715,27.2597,51.3465,20.084,8.6428,5.1986,12.6508
PF3D7_0617600,13.9663,2.9366,12.7227,1.5973,26.1077,31.0039,3.3104,5.1588,5.6553,17.6925,10.562,3.9931,0.2532,3.3928,0.4394,85.3594,24.3406,20.5314,2.9082,4.3428,5.2923,0.1826,0,0.8086
PF3D7_0617700,1.3059,1.3043,0.2825,0.7981,0.2096,1.038,0.827,4.8117,5.2748,0.3865,0,0.2313,0,3.4775,1.7564,3.2354,0.318,4.7578,2.1797,1.9288,0.7052,0.9732,4.4787,2.3704
PF3D7_0617800,1457.5149,3247.7964,1085.7717,273.8794,198.6821,219.9854,1138.9036,2140.878,1634.2849,427.28,922.5316,812.6122,177.0837,2196.7081,904.5847,183.0076,290.1845,238.3625,1712.2184,3036.0899,1418.4797,179.8943,259.3629,254.0299
PF3D7_0617900,469.85,761.9957,419.9387,441.8313,473.4848,455.1267,1642.4951,2015.2572,859.5111,289.3717,349.9723,344.0045,984.2818,1737.1616,1285.3231,382.3931,286.414,252.822,1019.9811,652.286,900.3811,646.0771,472.3143,508.4162
PF3D7_0618000,352.803,419.7128,182.5005,10.7143,1.8513,6.149,854.254,967.0281,571.5809,4.2174,49.8569,142.1522,78.6275,659.2332,325.1561,1.746,0.8262,2.7042,875.5838,187.006,525.6617,58.9166,16.8733,31.5782
PF3D7_0618100,94.8577,98.3871,121.6112,7.6553,38.6931,32.7711,188.1807,123.0705,183.2022,78.7696,82.3111,71.1882,23.4599,87.2788,116.7566,52.0196,89.8422,117.6509,194.3589,50.6565,138.796,17.7938,8.9494,13.8653
PF3D7_0618200,290.2782,195.7181,364.9525,418.3846,414.8986,422.3925,81.8253,87.6974,222.1661,365.3242,297.5226,285.9649,28.3227,98.1592,89.2084,474.1471,393.2682,331.6112,123.7582,346.9974,141.4762,152.1465,370.2602,329.6254
PF3D7_0618300,748.4669,440.0947,677.2787,1939.8178,1974.9753,1967.3377,229.2937,180.5964,443.4762,1307.4023,900.0006,974.1939,207.8305,261.7406,245.8197,1962.6385,1389.469,1199.5631,383.7299,625.6337,306.8417,1050.999,1510.9163,1538.7602
PF3D7_0618400,9.2842,6.2865,12.9371,0.3847,0.606,2.4014,3.8534,13.4179,19.2495,1.4902,4.9569,3.0105,1.626,13.7441,5.5026,1.1996,1.226,2.7231,9.4554,5.8437,9.6866,1.0554,0.1349,3.012
PF3D7_0618500,236.29,359.0983,216.4304,5.8171,9.4698,12.7096,127.9924,183.1137,241.474,142.8086,218.9548,204.8572,23.6051,143.9645,94.5175,28.4789,55.8516,57.4333,266.548,256.4638,191.9637,12.0582,6.3245,11.1511
PF3D7_0618600,102.4582,60.9578,68.5791,2.446,33.0113,32.7013,39.3715,33.2844,61.2758,118.6765,127.5671,114.8526,4.1357,27.7096,26.017,109.0711,120.055,125.0324,80.6081,36.6501,41.9258,5.5177,1.7157,6.6041
PF3D7_0618700,128.2718,102.5992,163.6274,81.9006,105.3246,94.0962,40.0898,43.2572,97.1919,163.9986,149.3721,142.6285,6.8856,40.8112,36.3458,125.7195,160.89,173.7272,90.4183,63.0348,62.0672,37.6564,132.1143,66.3381
PF3D7_0618800,23.104,22.439,29.8341,8.5981,21.0773,18.3345,11.1371,9.767,30.442,30.1483,35.1379,41.8935,1.0339,10.0762,13.7833,29.608,38.3588,57.2472,21.4577,10.7478,20.7271,5.9651,14.5836,9.0656
PF3D7_0618900,118.6997,127.2326,90.63,1.3241,4.6413,5.4243,43.0832,62.7773,100.3238,62.6081,85.6013,99.2466,3.3581,56.9425,24.6223,12.8203,39.405,49.5048,102.2783,96.6161,73.5269,7.8708,1.3931,5.3625
PF3D7_0619000,178.0552,177.1371,241.5973,98.3637,131.7425,117.0455,54.9145,104.3988,173.9797,176.0056,165.9171,185.0113,12.6361,94.0384,54.2824,110.5204,128.66,164.5348,104.906,171.2318,249.5671,49.4993,94.1212,96.2129
PF3D7_0619100,47.4714,70.5734,56.976,36.527,47.2548,40.8731,26.548,35.0634,48.7367,57.4827,74.4464,49.7379,2.7341,40.4513,19.2586,56.4763,54.1157,48.3402,56.8067,86.5679,30.5919,18.674,20.8173,29.8944
PF3D7_0619200,189.3042,279.3261,249.2081,294.9359,226.5446,188.3178,113.6401,170.384,267.835,152.5542,206.6491,208.0215,61.1523,247.2051,133.6947,141.9969,160.8436,173.1483,195.1751,451.3318,320.2292,482.4586,458.7901,331.3679
PF3D7_0619300,35.6878,46.6592,61.6301,1.1758,9.2617,7.0339,14.4041,24.8433,47.0934,35.4125,44.9473,37.7602,3.5784,27.4936,13.0525,16.45,25.6072,35.5124,22.6208,60.9171,57.24,3.2019,1.2646,2.8148
PF3D7_0619400,1074.1573,1010.3812,783.6811,396.4777,463.8095,524.4274,463.015,537.1955,768.9148,1096.6413,1138.0793,1210.097,87.4243,438.3183,347.1251,599.5677,752.6937,768.8895,901.8481,1020.7612,697.0856,154.211,304.427,317.5441
PF3D7_0619500,61.2041,66.9821,106.5415,90.32,118.0073,95.0302,19.9331,31.0218,81.2462,105.0182,110.0899,89.9463,5.7348,30.7224,22.848,95.6358,104.5991,135.9796,44.8229,110.3706,60.779,21.3196,67.6874,68.566
PF3D7_0619600,16.2266,20.9792,34.8179,4.9811,24.4693,16.2539,6.0062,12.1679,31.1247,28.2854,38.419,30.8702,0.6891,9.1154,7.0753,21.5196,37.1271,48.0828,14.016,27.6717,26.6459,2.4847,0.5717,3.7412
PF3D7_0619700,213.6877,287.502,155.8768,3.6026,7.3573,8.3294,98.0312,142.3825,174.859,51.3648,107.2338,139.1129,5.5837,113.1943,77.0799,7.3646,17.3827,18.7915,221.9269,197.0733,229.5336,12.4465,4.3521,12.645
PF3D7_0619800,56.1376,61.3728,91.9868,46.4267,68.9255,48.4092,28.4345,45.3572,86.9915,65.5106,69.1452,70.0989,8.9909,55.0274,30.6058,43.1764,50.3142,70.4466,41.6754,109.2347,90.7126,37.5324,46.7678,51.6583
PF3D7_0619900,172.2928,157.4311,176.8199,123.8885,133.378,125.1328,165.8488,184.4204,187.6256,141.1414,189.0465,168.2878,32.2975,147.554,101.8928,131.3391,133.6005,142.1628,164.0222,177.493,121.8916,78.7907,101.2359,112.318
PF3D7_0620000,18.8419,66.4748,58.659,1.994,0.9424,3.423,17.7698,54.0956,101.2854,11.876,38.3383,8.6693,6.0686,115.4648,60.5559,1.8654,14.0608,6.6862,28.4995,141.4701,49.1531,2.5529,2.3078,4.3608
PF3D7_0620100,105.3203,85.3572,130.2423,1.8759,5.7259,9.6976,36.4478,41.804,112.4667,96.0573,129.7673,111.9392,6.2444,49.3478,48.7647,21.4973,56.8918,57.6601,69.3772,100.7901,67.1254,6.0044,2.9606,8.5469
PF3D7_0620200,6.9758,16.671,10.3489,0.406,2.0789,1.4257,20.6162,18.3586,36.2264,0.5898,4.9566,4.7663,1.0298,17.5142,18.0939,0.3798,0.9705,0.2269,35.1148,5.467,16.1431,0.3713,0.8544,2.4666
PF3D7_0620300,27.1618,52.0273,25.6635,3.1008,10.107,5.5066,102.046,86.3327,80.6611,4.3491,6.9615,12.9235,8.5421,65.2703,41.5312,8.8023,12.396,11.1146,103.5695,15.8366,53.8485,7.9205,2.475,4.5902
PF3D7_0620400,45.1719,93.8683,40.6683,2.9685,0.8184,2.2005,174.259,243.8995,145.7402,1.5093,11.0224,30.3294,27.103,151.3289,88.5173,0.4165,1.5965,0.6636,132.9578,37.971,164.8401,10.7231,4.5288,8.4155
PF3D7_0620500,99.3993,98.11,126.3715,112.2569,118.694,105.1814,99.5025,123.4911,171.2916,96.8385,106.38,102.8679,31.2079,82.849,89.7893,91.9284,84.2158,102.9833,98.8139,90.8685,102.8828,118.3752,88.9469,121.0717
PF3D7_0620600,17.6005,10.9579,19.1878,8.9406,11.1507,10.4646,18.1431,18.2876,26.203,8.9289,7.3898,12.957,4.2515,16.556,11.4772,9.0608,7.1237,11.8667,21.0261,8.4884,18.7608,18.3966,5.4873,14.0308
PF3D7_0620700,124.9548,125.1624,146.5535,6.8477,4.5731,7.4342,106.9003,125.9638,173.4369,44.3303,61.9378,82.843,10.3824,97.8759,53.2345,6.1274,27.2214,37.1043,143.1078,51.8054,208.7301,12.3884,1.7229,9.1638
PF3D7_0621000,30.5717,15.0856,44.1297,20.3826,64.4545,42.1052,8.9791,10.4309,33.747,34.472,29.2495,37.245,2.6222,10.9403,8.5593,33.1611,39.7776,64.4939,18.5555,21.6209,31.3194,3.0617,5.5945,14.5156
PF3D7_0621100,330.4727,298.9433,190.5323,8.055,6.2488,7.3806,344.3723,360.583,387.3417,44.5882,108.9468,189.5362,44.6495,270.4035,155.038,6.1653,17.8686,30.761,525.805,109.658,374.3617,39.0641,11.1717,20.9572
PF3D7_0621200,190.5046,191.9586,369.6796,1315.1366,1899.0423,1867.5506,86.7161,92.0407,186.4339,501.4192,324.5902,223.6393,69.5123,154.7461,129.9252,1652.1698,896.8495,770.417,94.3541,414.1279,199.8335,302.1866,887.9098,816.1232
PF3D7_0621300,32.0636,22.6144,67.7967,210.436,235.0897,165.0983,31.8196,37.5813,71.5258,64.0726,50.6245,44.8527,28.1795,44.5392,33.8618,140.2274,114.0443,125.8459,31.5712,44.219,38.3753,203.7159,218.4349,196.467
PF3D7_0621350,23.3881,25.1555,31.6577,6.8414,20.0164,12.5834,120.5191,125.6292,138.4142,0.7099,0.9942,7.6486,9.9149,102.2023,56.4588,1.3714,2.3362,0,113.8865,5.0614,36.9154,33.9643,7.1982,33.6445
PF3D7_0621400,53.094,57.6447,105.4478,10.8162,10.8175,13.9402,103.1403,171.7594,138.9535,2.295,11.6214,11.0959,17.4146,133.7577,62.4489,2.7286,3.9218,4.0751,95.258,26.6852,90.3569,61.3498,14.0655,56.7985
PF3D7_0621500,54.1934,38.9814,48.3573,21.2795,32.803,25.5318,20.1538,26.0123,59.6249,28.2526,36.3119,41.9808,3.772,20.0389,13.3437,18.1943,29.2614,41.4311,51.4504,36.2593,41.2411,9.8348,8.6668,17.4214
PF3D7_0621700,19.0273,24.645,52.7952,5.2813,35.9908,24.613,9.9413,16.0867,43.9165,49.5507,39.4324,34.0422,3.0107,12.6035,10.7694,51.9897,47.3121,67.4246,15.2177,32.2182,36.2167,6.2478,2.447,5.3767
PF3D7_0621800,386.9512,289.3334,501.2504,1734.6169,2120.9963,2110.9686,260.4443,208.506,297.7047,1118.3796,746.6994,626.8291,335.9499,362.6619,337.2066,2313.7928,1679.8975,1355.9758,206.2873,366.2805,215.7227,1617.3286,1601.4445,1638.7667
PF3D7_0621900,141.1159,165.1342,168.2083,313.5879,384.3171,293.1091,78.8105,89.4378,156.4973,232.9869,243.6774,224.0274,63.7959,118.4402,83.5849,231.1456,279.3289,308.3046,125.9681,230.1927,124.7877,438.4481,339.897,383.9121
PF3D7_0622000,98.7832,52.2807,110.8171,18.5759,14.0904,23.9793,29.4677,68.1414,91.5895,29.3163,84.4539,64.2112,20.0661,52.1598,34.8231,21.4537,29.6021,37.424,51.9849,35.3917,48.6293,22.6505,127.6436,23.7767
PF3D7_0622100,33.8881,34.6235,64.1147,10.157,9.4509,6.7863,12.367,26.7352,55.1411,3.1354,11.7534,22.1351,4.186,27.964,15.1576,1.2471,0.3794,2.4125,31.4383,17.6868,59.9018,24.5571,2.6049,25.7095
PF3D7_0622200,83.0144,131.6659,151.1881,421.4251,351.9209,363.9789,48.7544,61.4338,90.7497,167.6391,182.9272,122.3829,41.6103,105.9754,59.4354,258.0396,199.8306,204.8223,62.5934,216.1516,126.1807,287.7099,358.4195,382.3187
PF3D7_0622300,17.1847,16.448,39.481,3.4175,4.5304,5.5285,6.6508,6.3532,29.5117,32.8135,36.0378,27.542,2.4311,10.5686,8.6213,9.669,25.1048,34.8439,12.3687,19.8564,22.0936,12.1964,2.9818,8.8444
PF3D7_0622400,226.2974,71.3287,275.612,1.0151,35.1811,54.6524,56.7998,54.6387,191.3548,256.0773,239.2233,222.1309,8.1522,58.8228,52.8669,135.1568,218.7778,202.3293,92.7154,58.8751,131.8357,10.83,1.068,13.155
PF3D7_0622500,70.0434,39.2664,113.6342,53.4994,71.9105,73.6623,33.3596,38.3744,90.7442,44.5059,49.6782,42.8686,3.5499,27.4439,23.1019,71.2892,76.0234,81.1783,61.0212,28.0278,63.8948,8.9603,33.0537,39.6805
PF3D7_0622600,549.5061,320.8837,352.7246,5.5209,13.0466,17.9123,259.8541,324.333,494.098,265.0817,359.4504,374.9581,22.1085,180.4157,98.4766,57.6279,157.6698,115.9471,421.1292,177.2655,226.0531,23.1189,10.3948,17.4167
