Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3
PF3D7_1233600,69.5493,72.7166,102.1941,64.7499,46.3034,33.2648,22.3385,35.3563,79.1123,113.5743,103.4369,108.2995,9.7857,33.814,23.5482,39.6024,78.8815,115.7432,40.4443,75.542,111.0082,94.3576,60.9607,78.853
PF3D7_1233700,62.6839,71.0032,56.4962,0.9967,6.3788,6.2217,36.1475,74.196,65.1645,15.745,25.7278,31.3075,6.3193,68.2334,27.1425,16.7827,13.8477,15.8744,64.5337,39.8721,39.6265,9.2286,0.7865,5.8528
PF3D7_1233800,627.5302,543.6166,649.0198,21.3782,39.6798,68.452,218.4735,280.9398,437.0921,393.7208,408.7105,426.9107,14.6453,252.7832,116.8043,253.3209,225.2583,251.3076,435.5429,656.6309,289.8378,26.9664,13.1856,22.2918
PF3D7_1233900,150.6363,136.0009,175.6979,90.6246,140.4499,132.6259,63.5987,83.2802,149.2095,162.2344,166.6179,146.73,14.3992,78.7221,47.2094,163.7071,152.2048,199.1316,130.9155,135.845,149.5353,72.493,65.4828,88.2482
PF3D7_1234000,140.1775,95.9266,145.8613,60.8907,116.8748,105.1664,52.9203,68.9031,117.2622,116.986,123.8874,108.2587,9.0052,61.0276,32.9181,127.6354,126.5894,158.0718,89.6823,85.4453,58.8717,25.9772,23.5281,41.855
PF3D7_1234100,158.083,203.5583,178.4167,146.8076,157.0275,116.2201,61.8058,123.0024,138.9516,129.9284,126.0874,136.8683,23.5819,143.5669,64.1879,116.4696,104.4946,123.3044,111.2223,185.6543,254.2664,170.0445,134.1579,145.3256
PF3D7_1234300,136.0882,127.8426,152.0243,5.4898,35.1354,36.8403,83.6248,108.5095,149.9242,167.0719,193.0931,166.8381,78.6659,140.6488,122.6246,103.0983,164.5253,166.5945,121.6943,121.6807,155.1531,24.0984,14.2959,13.8958
PF3D7_1234400,10.4444,2.3181,17.8262,1.8913,2.1416,2.1215,3.3072,3.0541,10.2676,6.8685,4.2088,1.5418,1.0493,3.8628,4.2922,1.6587,2.1192,3.303,3.2283,6.9785,5.483,8.3238,1.7412,4.9787
PF3D7_1234500,86.6492,67.7531,83.4725,159.8056,143.7341,127.497,29.5708,29.9139,47.7274,99.2524,97.5415,75.2922,22.7462,24.5124,34.809,126.0038,115.3775,115.9193,63.0911,70.9357,51.0025,233.6815,172.4291,172.4984
PF3D7_1234600,118.7371,69.4902,128.8006,0.7886,2.2982,2.5228,20.51,30.3575,76.9825,144.6757,145.8382,181.9107,1.1,19.7904,21.4314,12.9832,58.0558,109.4676,68.341,50.9643,91.548,4.5432,3.5676,6.6426
PF3D7_1234700,41.2646,40.9567,91.3098,2.2278,1.5903,4.4002,16.0874,23.4736,67.5699,10.4164,20.0425,21.8533,2.0305,28.119,19.9933,2.6051,4.9923,9.1819,23.0693,20.5501,49.6382,4.8386,0.6592,6.372
PF3D7_1234800,148.6479,124.3009,211.4178,265.16,291.305,307.9636,49.5364,82.7931,134.9079,316.5032,259.6223,228.1661,23.1853,112.5255,83.6156,275.2689,291.6477,321.1744,71.9969,128.2688,121.7872,222.0268,252.9384,263.9857
PF3D7_1234900,795.8959,815.1803,525.7272,14.356,34.9892,50.8707,626.2017,713.4774,626.0439,500.5016,533.4849,586.4127,102.8029,517.7007,299.3871,110.5987,278.3634,297.6998,822.8933,626.2491,401.5596,52.5149,16.3486,48.4277
PF3D7_1235000,95.0497,117.1478,59.1158,0.1831,1.4423,2.4289,70.3936,131.7569,58.2599,36.1743,63.8911,34.0724,5.3404,110.816,38.6834,6.5091,9.4103,12.0749,94.0139,175.6146,72.0725,3.8514,1.3486,3.2629
PF3D7_1235100,93.1739,150.8926,104.7268,0.605,0.2383,1.6522,59.2422,99.2571,109.954,16.2582,53.8511,46.2927,1.9179,69.985,37.2779,0,2.5307,6.4239,93.3518,138.1651,62.1377,3.8728,2.5461,3.4302
PF3D7_1235200,249.1128,229.9755,123.535,2.3371,0.5786,1.7716,205.8535,192.5414,239.0043,8.827,70.6466,127.8553,12.3627,133.7187,70.8291,0.8121,0.9577,2.5376,359.202,58.856,206.6388,19.1137,3.2318,12.0072
PF3D7_1235300,402.7273,716.4361,516.7806,495.0008,268.1168,234.8522,230.0055,404.5869,450.6092,316.5425,345.7218,330.7332,159.0948,624.3338,299.7121,218.2564,239.4367,306.0965,350.3981,846.8207,949.9175,875.6265,597.5272,560.9211
PF3D7_1235400,50.2703,47.7174,86.7387,16.9272,23.0672,18.756,16.9267,27.0066,53.1395,40.3265,47.7853,38.6371,5.7956,38.7209,21.9781,23.9111,27.3119,36.3261,23.7312,71.7941,55.4109,11.6101,13.3575,17.4127
PF3D7_1235500,126.5733,158.4348,146.6195,164.1836,160.5388,162.6061,51.0657,78.5391,110.9412,187.9593,203.9292,161.6058,20.7257,126.0798,66.0772,153.0125,156.125,157.493,86.2305,179.0283,182.4755,118.3292,143.1735,145.7229
PF3D7_1235600,877.4074,893.2976,633.2147,13.1669,26.801,49.4618,327.2157,365.9387,520.9133,993.0755,1053.1952,1081.2864,56.2963,323.2006,220.1399,127.7528,489.6521,600.5275,633.2755,877.6248,517.0159,40.4928,17.6541,50.8709
PF3D7_1235700,240.9614,182.2423,230.754,2.6033,17.273,25.3146,66.0934,79.9403,180.092,365.3758,327.8886,277.1313,7.1104,72.247,56.9604,94.7932,224.1458,238.0451,132.7192,217.474,132.037,13.6438,3.2659,16.0583
PF3D7_1235800,9.968,8.1366,26.3767,0.2734,0.7383,0.7009,2.4684,5.2971,19.6148,11.9128,15.2152,9.9153,1.0399,4.9514,3.4805,1.5709,7.701,14.0547,4.4083,15.5719,16.7166,0.6428,0.2054,0.854
PF3D7_1235900,187.7266,299.1673,250.77,278.8456,224.6081,198.4619,79.898,110.3743,190.7656,191.9957,239.1426,180.3611,36.9492,151.2185,94.5532,206.8602,214.4828,204.0317,131.6176,450.3201,157.1645,262.2339,318.1996,276.3625
PF3D7_1236000,141.6226,120.5265,113.2394,50.7128,78.2291,72.1675,46.9924,52.9154,93.7659,141.6693,163.0372,169.3207,5.1529,42.4928,35.591,87.2797,113.4514,129.1712,103.5797,112.4579,125.3718,22.5942,23.0874,47.1327
PF3D7_1236100,316.0204,317.5588,448.7627,889.7729,498.9448,484.1508,104.7747,171.5769,261.1322,308.2915,282.3269,277.3135,68.249,219.8629,101.9838,325.4406,299.596,333.8599,187.6417,262.792,260.6052,271.9103,653.1516,678.046
PF3D7_1236200,95.8778,304.3208,200.0261,34.3001,18.3125,33.0395,115.9891,230.4678,378.0702,127.2227,258.2881,136.8984,38.4211,326.1003,295.1805,23.5307,87.0002,133.6716,144.5393,302.1286,465.2867,44.2984,29.3524,58.3742
PF3D7_1236300,75.913,87.4258,86.7558,12.579,19.0012,16.0513,41.5583,72.458,124.3538,51.1643,123.1483,84.1582,9.3832,54.9375,56.3415,19.6587,35.5516,56.5702,86.4922,32.4949,63.1536,8.5263,6.384,15.3432
PF3D7_1236400,137.1303,127.6372,163.8768,216.0938,102.6634,99.0621,62.7121,53.0768,137.7117,87.9129,120.9822,122.4212,34.5546,73.7225,56.5964,68.57,61.6014,76.1429,115.7648,155.0089,101.0619,264.17,194.8037,269.2213
PF3D7_1236500,34.4139,55.4511,40.9005,1.1217,0,1.7506,57.7308,94.6751,83.3132,3.2589,4.5645,5.5271,12.3278,107.0353,48.9589,0.3498,0.4469,0,58.8872,25.5597,29.7321,6.1549,2.7538,4.5429
PF3D7_1236600,21.7982,39.6996,43.8317,0.5224,0.823,3.2613,34.6474,108.6614,104.5701,1.5178,11.1608,19.9882,7.9499,130.4327,50.5868,1.9549,0.6244,1.7518,29.0118,25.4319,41.5428,5.7333,0,2.539
PF3D7_1236650,640.0187,436.9892,548.8404,8.5342,6.7224,22.9376,189.6427,297.6759,549.7026,428.3912,541.1633,487.3,22.8466,306.1525,155.4636,41.6922,261.7971,234.2308,381.5528,374.1916,339.3097,32.0856,5.9862,22.2737
PF3D7_1236700,207.8234,136.5538,253.5077,38.4378,102.1324,92.6969,82.8365,107.9492,246.6739,149.1003,178.6534,179.1051,13.7751,87.9263,69.4179,111.2617,122.5072,144.7657,134.3907,107.6065,171.0973,12.8635,12.7482,26.9602
PF3D7_1236800,130.3355,168.313,71.102,5.2818,3.1485,4.2328,144.9655,139.0492,188.6893,48.1092,86.8413,101.0399,17.74,99.0821,70.3688,8.146,28.4924,30.3155,236.1277,59.141,95.1613,13.4464,3.9051,7.5157
PF3D7_1236900,168.4957,220.9686,94.2571,4.7688,3.7564,6.3053,287.0955,267.819,256.6412,42.9116,95.6783,105.7981,22.3414,199.6456,110.193,10.0376,30.952,32.7956,342.4237,95.6294,159.5828,21.624,5.7841,11.8562
PF3D7_1237000,153.8571,126.7172,171.2919,88.7946,162.1327,161.6454,40.8507,79.4529,123.3819,183.9139,248.8177,223.8857,10.3346,56.7328,53.179,144.8561,193.4499,218.4079,96.1911,125.732,120.6934,24.1791,72.487,66.3188
PF3D7_1237100,83.4065,84.2524,139.5608,52.8546,99.4484,75.0374,72.9801,96.0382,104.5822,101.6211,90.2779,61.2399,18.2211,110.5326,50.9575,111.8583,106.0642,107.3333,82.5692,113.2601,146.8463,32.7588,27.22,41.3361
PF3D7_1237200,27.7227,36.2159,64.7324,109.0556,137.5702,116.9858,34.0321,31.0416,47.7378,70.012,59.9302,41.7067,25.3526,51.4784,37.2089,109.5708,101.9556,108.8799,21.5367,56.1643,56.0051,119.8405,104.1522,115.0474
PF3D7_1237300,5.3513,6.751,7.0684,1.1475,1.627,1.6118,2.6161,4.1509,15.1682,1.0002,9.1055,6.3861,0.291,6.2999,1.7677,0.8588,1.9201,3.5913,6.6859,1.9017,6.0833,1.6791,0.9659,1.4872
PF3D7_1237400,260.6684,299.5097,309.4082,77.7404,42.1514,49.4107,161.8854,200.8609,256.6844,175.9803,229.5427,195.9451,16.9644,145.9174,86.1945,64.1038,128.445,132.5809,230.0422,339.7798,156.4153,55.4619,58.6483,80.1854
PF3D7_1237500,81.9224,91.6205,100.5284,87.1395,126.8047,106.0122,42.2438,67.2068,118.9978,70.2679,90.017,94.1378,13.227,74.8183,41.7961,61.3925,71.5267,97.6889,76.8357,106.7289,144.8611,99.2052,75.3592,109.9382
PF3D7_1237600,49.8604,79.1783,68.0683,145.9627,145.4597,129.3515,39.6813,65.4793,81.9958,51.0531,76.7751,48.6661,18.1616,78.8666,48.6181,141.7724,109.7456,102.7463,55.2967,94.3686,53.9812,148.2543,102.8108,128.5938
PF3D7_1237700,668.7676,519.7351,563.7165,215.6746,260.5808,271.2233,451.3828,367.6983,577.8741,566.9462,579.8705,749.5831,46.9637,267.2514,199.6789,365.4113,507.5991,546.6545,776.8384,443.7187,395.6911,180.1033,206.9809,202.8378
PF3D7_1237800,90.1432,55.0803,118.4692,74.8238,76.549,53.2235,28.3666,29.4703,80.337,81.1883,119.7464,82.3198,10.7033,26.8368,26.607,68.9297,74.7051,84.9069,54.4103,51.5078,39.6051,54.6584,73.4457,71.6925
PF3D7_1237900,162.788,315.7084,234.3018,273.8276,332.8055,298.0828,985.5121,905.6399,407.021,251.1987,210.6045,164.2957,499.1428,784.4505,741.1229,266.3372,294.2476,316.4123,409.5152,264.7366,563.0549,710.9981,322.904,383.8269
PF3D7_1238000,119.7071,199.9204,65.5188,2.584,1.0177,4.7887,123.3387,127.8942,137.8417,1.8768,38.9374,55.751,22.3228,108.5068,68.5935,1.6619,0.5791,2.3466,196.5697,104.0429,74.0562,19.6432,2.7188,13.3428
PF3D7_1238100,427.8913,306.9422,574.1451,362.1162,775.3542,794.365,100.8221,124.2267,342.0702,891.1958,806.2734,704.6413,37.9262,123.7157,132.677,1054.3374,1132.7766,1103.5787,217.8178,392.3106,289.7533,149.7402,303.5264,293.0014
PF3D7_1238200,5.237,7.3841,12.7966,2.0082,0.5932,1.7629,1.3006,1.9458,10.1913,0.7293,2.5537,0.8731,2.5466,10.5001,5.2481,0,1.2001,0,1.3712,3.12,3.9922,5.7392,3.1694,1.22
PF3D7_1238300,278.4081,263.7168,494.4648,454.2048,362.9756,355.2777,97.5669,124.1719,288.1896,317.9227,297.415,255.7203,51.9809,182.198,133.8438,326.3171,288.9794,321.3335,133.9696,437.9036,380.1776,403.8137,358.089,395.6942
PF3D7_1238400,42.975,37.3528,59.9073,1.8929,7.1571,7.8284,14.5152,27.144,67.02,16.2236,27.7295,31.4381,4.3207,31.1764,20.2036,5.6666,5.656,18.1955,21.7128,15.2925,21.3238,4.1546,3.7841,8.1261
PF3D7_1238500,91.6621,161.9155,110.6421,26.6157,131.0498,111.1276,39.5316,75.6992,114.0384,145.4475,155.8371,148.4116,11.7325,76.5388,52.9008,95.6028,126.4848,156.3467,67.0744,183.0352,172.2811,7.9589,12.3572,16.9386
PF3D7_1238600,243.1873,238.8675,163.1577,4.7717,3.0954,5.8406,265.8467,263.7407,300.612,58.1713,115.5498,172.3137,29.7802,178.0685,97.185,7.8774,22.8122,29.0724,415.9145,89.1542,203.606,20.4499,6.005,13.6412
PF3D7_1238700,145.672,112.5357,155.5734,2.6212,29.4964,31.6155,81.564,108.2641,140.2165,92.2556,98.2815,101.1991,14.7203,100.3417,62.0518,72.863,89.7781,95.1764,122.3127,92.9272,105.8051,6.986,2.6791,7.8253
PF3D7_1238800,248.0161,395.0515,196.4956,333.0796,325.8222,300.7226,622.6752,471.3289,362.2282,294.4713,323.4356,301.1085,791.4757,455.441,725.254,330.3358,370.0602,396.4516,353.5816,312.8242,329.6701,710.9012,393.9014,413.913
PF3D7_1238900,80.0868,146.6313,81.9273,74.3389,90.0448,94.3917,524.9465,399.8026,169.8131,52.5443,87.2293,73.7334,385.0298,286.0465,446.8525,61.4505,76.4642,66.8864,194.1119,98.3122,138.2069,178.4359,92.8188,88.0485
PF3D7_1239000,114.9561,165.6209,90.4694,49.8203,80.3769,83.0777,210.2632,291.1354,210.6246,72.9076,101.5514,89.3156,71.6781,235.4845,162.8999,59.7826,81.5242,83.9401,215.1255,90.7791,162.5398,58.7234,55.9778,54.5521
PF3D7_1239100,137.2569,69.5694,142.5649,2.2753,10.2817,14.2032,46.6578,83.0747,126.9687,144.7308,113.9028,122.4542,8.0483,57.6031,45.5907,40.665,80.149,101.4561,85.6865,40.1857,85.8592,7.1183,4.1579,7.1777
PF3D7_1239200,308.7068,282.1144,253.7055,3.3775,18.0114,28.9377,78.5727,217.1173,232.3406,301.1996,335.6543,357.7114,22.4,158.6703,89.0071,66.8573,144.5956,214.1992,222.9804,167.0394,431.6843,14.6716,3.1272,16.2228
PF3D7_1239300,22.0119,26.6799,24.4126,83.5894,62.6888,61.8283,11.3687,18.6727,41.7623,33.1392,31.0023,27.2566,9.2749,20.7144,23.9521,50.5021,47.0384,46.1308,12.9998,38.4184,22.387,68.4806,89.9643,80.1188
PF3D7_1239400,16.5289,12.381,20.2642,1.1224,2.2103,5.2549,15.7016,16.675,56.695,5.7066,16.5564,10.7358,2.8466,21.2736,36.4331,6.3,7.3781,13.1726,27.5885,18.0191,26.7755,1.5397,1.1809,4.5457
PF3D7_1239500,110.9185,57.7494,144.0242,0.3775,7.8512,8.6024,30.5939,47.018,100.8778,66.8001,69.9783,84.5677,2.4896,48.0673,32.0708,21.1913,33.7524,37.8103,62.0726,55.6056,105.2756,2.8312,1.2712,3.6085
PF3D7_1239600,96.7529,91.2267,98.9031,13.4048,126.9859,122.0775,38.5645,76.5602,98.7508,132.72,193.2448,148.3071,6.4862,74.468,46.772,143.7148,188.459,178.216,71.1316,39.4593,65.6849,6.452,6.8663,11.2862
PF3D7_1239700,474.0285,248.7695,399.3793,24.155,160.4247,174.6431,114.3527,170.5578,316.4152,494.1494,516.9392,652.4955,16.8906,145.7812,110.7182,218.671,279.2923,346.1203,244.5885,190.4958,333.7533,22.658,13.2883,34.211
PF3D7_1239800,25.4068,21.2605,27.6152,0.6134,9.3553,4.5074,8.5284,12.8336,30.0363,13.4903,16.745,28.6259,1.6206,9.1098,7.031,5.6907,11.1807,21.5977,22.2601,6.53,40.6714,1.5427,0.2689,2.0565
PF3D7_1239900,85.8488,44.0695,118.2816,107.298,94.9236,90.533,28.219,35.2857,79.1351,76.0382,84.0217,93.2291,14.5782,37.0883,33.7324,66.2054,81.8557,101.6116,50.844,39.6902,77.5843,150.3197,121.3866,132.3456
PF3D7_1240000,37.0528,18.5883,73.5885,92.806,60.0613,55.4801,21.9156,22.289,50.5768,17.5845,23.0719,29.6419,11.998,24.7349,27.8641,30.1978,20.1219,32.3479,23.5601,13.9789,34.483,146.7131,120.923,116.8705
PF3D7_1240100,7.815,10.8714,14.0093,24.563,13.0781,18.9893,48.7852,19.3919,47.0265,1.3215,4.8587,8.7016,104.4038,43.4043,372.8789,8.5105,2.9901,7.3721,12.4229,5.8891,22.3051,57.6139,45.4664,60.4238
PF3D7_1240300,11.8794,10.537,4.7808,4.5016,3.8126,4.9124,4.2088,7.5645,9.9065,6.146,8.5047,11.1544,1.2447,13.9364,7.2251,3.1347,4.5712,6.053,8.1654,10.0963,10.99,4.8597,2.3148,14.585
PF3D7_1240400,1.5856,2.4825,1.5947,22.2449,7.1795,3.3517,1.3389,5.3685,3.0663,1.1668,0.8526,1.0324,3.6312,11.9139,5.8406,3.0055,1.5443,1.1319,1.0491,1.7,3.9802,20.0239,18.6653,14.1146
PF3D7_1240600,1.6955,0.8937,3.2606,29.7807,4.5043,9.2833,2.1475,3.2226,3.9495,0.7247,1.0931,1.1346,2.6766,5.1669,5.574,3.5542,1.4219,1.3297,0.8734,2.3452,6.6628,26.6031,12.3962,22.9717
PF3D7_1240900,46.6082,78.1467,23.5724,27.3585,25.0213,29.097,43.7175,83.4738,51.5058,21.2564,33.6522,38.143,6.3382,105.7797,41.356,10.6435,17.0173,19.406,52.5064,58.4095,46.4558,27.1548,36.1892,55.9325
PF3D7_1241100,255.5206,243.8264,335.7007,317.3352,186.2325,193.9444,120.2523,180.6041,263.7516,209.7311,244.4142,238.3914,105.5834,186.6201,128.643,139.6934,178.7685,172.8517,166.4633,327.1385,188.0649,319.8498,388.5562,326.5812
PF3D7_1241200,47.5579,45.5575,68.4613,47.311,67.9421,53.9197,12.8521,23.0355,47.5872,71.0264,58.5604,68.1496,6.5492,21.2382,14.767,46.4806,51.7693,71.1253,28.3816,39.8262,51.0103,41.4393,49.9767,56.4588
PF3D7_1241300,39.2881,46.9808,40.0988,0.4307,0.6785,3.4727,15.0254,17.0628,33.6153,41.7096,63.9684,39.9471,2.1846,22.3313,17.0605,7.118,25.3946,43.9672,21.3033,66.9126,31.7742,1.9694,0.7553,3.0234
PF3D7_1241400,11.1566,19.9509,14.3489,0.6109,0.5095,0.5047,12.3623,36.5801,35.2498,1.4094,7.8959,6.7491,2.0505,21.9821,18.7414,0.437,0.7301,2.3295,18.09,11.8725,33.0978,1.7088,0.8318,2.5613
PF3D7_1241500,35.2573,42.6588,74.8682,23.0347,97.0037,75.8472,12.9839,14.3884,60.4648,66.5551,64.6341,61.1894,1.1235,19.3562,16.1545,98.2715,91.2143,109.7757,30.3027,68.4278,54.8495,1.8519,2.5301,11.7892
PF3D7_1241600,85.7029,33.2799,88.1493,0.8228,13.2058,11.9582,15.8804,22.5882,75.8414,44.6732,63.9296,81.2064,1.3043,14.6542,19.8051,25.8824,39.2138,40.9258,32.3033,19.6012,43.3466,2.2574,0.5411,2.9158
PF3D7_1241700,328.7136,225.77,397.4611,4.068,27.2781,43.9513,82.47,91.4955,276.1405,412.8948,429.6412,408.4168,17.5919,92.9861,76.5528,119.63,286.7301,318.6281,165.4143,279.4848,207.0794,14.3084,5.9263,19.0095
PF3D7_1241800,117.6378,107.4044,163.1261,308.6078,324.7506,304.5239,88.839,133.2873,127.0269,152.9408,162.553,128.1803,108.5377,155.5473,98.2805,221.7216,247.8842,250.6059,89.7639,117.1322,135.4314,368.1539,325.8124,337.3531
PF3D7_1241900,287.3723,394.9629,330.1266,204.4461,165.1675,157.5542,189.8032,259.3174,270.2864,177.5063,234.7849,231.5251,101.9462,302.6728,158.6138,140.1443,157.349,157.2505,279.6023,503.6233,307.4371,281.0319,159.2211,203.1499
PF3D7_1242000,214.2584,98.9743,190.9482,9.0717,9.3716,9.9798,51.3172,62.0554,135.2152,37.5897,91.832,141.7292,7.732,52.4861,42.382,11.408,17.952,19.9468,110.0684,47.9037,105.0508,8.4322,8.293,16.7436
PF3D7_1242100,38.4628,18.7605,87.4723,23.3245,68.898,36.9693,7.553,10.3579,79.1407,24.3529,40.0407,64.0137,0,10.4804,7.2182,36.1389,31.3616,76.5812,34.5047,18.1185,48.2998,12.665,9.2028,28.3386
PF3D7_1242200,340.4606,146.431,401.376,135.6702,171.3161,141.6209,65.7027,87.4552,218.4113,221.2138,226.1779,264.8322,7.8999,91.5652,72.8131,171.9864,183.3293,203.6324,140.5227,59.9356,208.792,42.2858,55.2047,88.0246
PF3D7_1242300,76.9625,72.5667,82.398,1.2627,5.7468,6.8971,28.9317,46.2189,63.5832,55.8435,80.641,70.1486,2.6687,41.2634,32.4193,33.8625,60.3667,58.1792,54.2829,63.0668,36.8163,3.0794,1.6238,4.2047
PF3D7_1242400,29.1478,31.4216,46.312,0.377,0.9899,2.4515,12.2411,17.6961,38.2059,18.4381,30.9382,30.1601,1.5936,17.4125,12.1686,3.9971,15.9211,27.2501,27.6861,37.2263,43.1367,2.5284,0.3967,2.0358
PF3D7_1242500,136.8049,91.7682,165.5716,0.4992,10.485,13.113,46.2073,51.5876,108.7082,170.882,148.1052,131.0792,5.4858,53.9373,29.2927,48.0964,98.8339,128.6929,93.9119,108.0521,94.158,3.804,2.1008,7.8166
PF3D7_1242600,42.3045,32.7339,52.7291,112.3598,129.3769,112.5549,14.2644,17.9353,30.9922,68.1933,52.1844,40.0013,6.5646,26.6058,19.9366,95.9758,73.4027,66.9358,24.5277,32.9019,33.8361,53.9057,96.3088,115.3105
PF3D7_1242700,1132.3665,722.3146,963.3432,2793.0769,3086.1087,3027.4222,507.5756,420.967,572.0791,2104.2446,1436.2197,1475.407,590.5508,545.6702,587.0809,3092.6221,2492.1868,1990.2487,553.1501,748.0147,480.0666,1763.0204,2204.255,2122.2082
PF3D7_1242800,673.0952,692.0619,610.8287,1235.3734,463.4566,571.6556,376.2714,582.5674,637.9242,437.0626,520.5114,634.0596,137.0103,565.8567,331.4546,256.6768,340.4902,336.8933,658.5103,625.2967,468.4963,655.9284,1118.0839,1115.4261
PF3D7_1242900,72.0328,76.7785,65.4806,8.632,35.7457,29.9253,42.4238,54.0045,79.2866,54.8144,70.25,51.7904,3.1275,51.4191,26.4588,67.7155,73.1017,44.657,72.8568,64.3714,43.3083,5.1875,9.7309,10.7873
PF3D7_1243000,154.1628,162.6397,119.1988,2.2945,10.8443,14.174,89.1611,56.0722,110.1218,103.6032,125.2667,127.523,4.6069,62.4835,32.4002,37.563,58.0458,66.6792,164.1452,109.3182,177.6375,7.3442,3.0177,8.0535
PF3D7_1243100,151.7001,91.464,191.1757,238.1176,204.8424,208.6974,37.7794,33.1166,88.2063,261.495,186.6025,132.504,8.6685,56.5914,37.9222,258.9938,199.1475,183.0568,60.4163,134.8191,78.8942,146.6503,166.025,202.7917
PF3D7_1243200,16.2682,2.9541,48.6351,8.436,30.3773,23.5094,9.9905,0,29.5835,24.509,29.4235,31.4374,0,3.1506,0,32.6943,30.2475,59.2682,19.7479,9.9856,7.9858,7.7148,20.2878,22.4512
PF3D7_1243300,22.5273,21.5207,38.1429,7.9812,0.6287,1.8683,73.6072,118.5732,96.4541,13.9127,10.555,14.574,47.5684,109.5422,83.4291,0,7.6312,5.3525,29.7898,4.9599,43.3678,21.8968,5.0385,8.4041
PF3D7_1243400,22.4211,45.8896,25.6889,2.8306,2.7364,3.3131,194.9235,178.8495,87.7071,13.0833,14.7905,10.6285,41.442,130.509,98.9595,8.4254,15.5315,16.2506,109.0486,30.7836,72.2997,20.356,5.5503,10.63
PF3D7_1243500,135.6263,169.466,98.0638,5.8608,3.8629,9.7998,90.9739,162.244,123.769,50.7347,78.8465,82.6833,41.2553,154.7811,81.5973,13.3151,26.5893,23.9302,164.8542,169.5955,78.9412,10.282,5.6631,7.5567
PF3D7_1243600,425.0046,521.926,277.4503,544.3692,426.6855,387.5339,989.6175,912.7688,484.6535,310.7109,338.3603,312.2635,1168.495,737.9744,959.867,295.7189,273.8053,272.4257,769.9337,344.1111,465.2463,684.9642,474.5692,537.2378
PF3D7_1243700,145.9266,348.0743,161.6867,96.5508,82.4684,80.8324,919.8278,1069.8868,501.7943,102.459,136.905,112.94,298.1675,856.8252,794.0123,83.6722,89.4131,99.74,433.323,206.0786,493.8158,192.8142,120.03,141.9868
PF3D7_1243800,118.1876,213.9539,158.1235,140.8178,123.022,123.179,562.771,514.324,332.9115,98.3707,122.9512,99.7317,184.1142,455.1882,499.1339,126.1744,108.6732,122.432,314.7715,110.6651,259.5817,167.0238,159.6042,160.1018
PF3D7_1243900,190.0385,245.9142,109.5671,3.1789,0.8455,1.9651,125.175,204.1081,157.7066,10.9748,39.6882,81.848,20.5743,242.0292,77.5426,2.1628,5.3783,5.9526,234.4081,161.3319,329.596,10.3826,4.0831,6.5541
PF3D7_1244000,101.7349,78.404,186.826,5.5358,20.5648,27.9978,79.5313,79.4619,136.5383,116.7527,112.5619,113.5661,14.0399,62.713,61.4389,52.1707,102.1038,123.3683,74.6608,88.3411,107.9662,9.3752,3.9549,9.6875
PF3D7_1244100,93.2523,155.2248,133.6124,109.1682,199.5634,168.2463,366.705,299.843,203.375,143.0746,139.6986,121.4564,97.024,256.8017,220.8364,176.3941,193.587,219.6467,200.1941,157.8964,167.0136,56.9054,96.4155,93.3416
PF3D7_1244200,61.8421,45.9475,78.2562,133.3714,145.1082,128.5403,19.3232,22.1729,43.0098,99.5423,85.2664,74.1165,20.2919,31.0379,33.866,92.2927,93.6984,110.704,37.9462,51.7265,50.1965,120.1995,94.0944,123.4463
PF3D7_1244400,145.5448,127.7677,230.2827,68.6178,71.0798,61.1342,110.6218,159.2485,188.4778,136.4209,139.2571,159.6356,2921.6692,229.4604,3361.0185,68.4786,105.1101,148.5099,78.5658,121.361,187.8948,124.9105,124.1487,128.109
PF3D7_1244500,22.8954,13.8724,44.6471,48.5077,13.6184,10.1906,67.4074,118.2612,77.74,6.8658,10.2489,12.5457,2051.9808,167.2951,2726.3443,7.5631,8.9193,12.5118,17.2109,11.0788,65.441,89.7455,94.0922,92.9873
PF3D7_1244600,250.9324,271.9169,241.4347,107.249,83.6173,88.9407,188.8493,222.4916,233.2652,138.51,192.5641,223.0008,125.6771,160.4503,322.5016,75.1377,96.1833,86.4495,289.6274,213.7312,164.9617,71.7348,77.2599,102.5952
PF3D7_1244700,100.2363,181.0045,67.7659,94.6169,91.1981,83.7543,89.5249,214.5799,103.8244,84.888,106.8489,92.0927,199.0907,224.1386,518.137,97.436,76.7873,72.6684,133.7446,191.3409,119.4382,79.9109,80.1718,79.8351
PF3D7_1244800,159.2137,216.7971,185.7054,326.4138,368.4595,387.7862,61.6147,94.0863,144.7489,305.505,281.6817,212.318,81.089,131.3002,188.0502,387.3108,351.6474,308.2108,89.2023,279.0452,157.9539,217.4268,290.2233,292.3889
PF3D7_1244900,49.3102,38.0384,58.7325,7.7436,16.3299,13.2267,19.3972,42.4568,48.8752,31.9749,36.8446,33.8791,24.5104,41.2053,55.6184,22.0174,32.7934,34.28,36.4131,29.808,31.1919,7.4162,5.004,8.2477
PF3D7_1245000,74.6224,79.0381,98.9246,6.197,14.339,12.24,31.1043,54.0382,95.442,30.9444,57.5252,58.9368,29.223,60.499,70.531,23.551,35.8752,37.6626,77.0413,53.3532,54.1533,4.9588,10.1877,8.6272
